date,id,home,away,hs,as,ot,hsog,asog,hpp,app
2026-04-02,2025021195,New York Rangers,Montréal Canadiens,2,3,0,24.0,25.0,,
2026-04-02,2025021196,Philadelphia Flyers,Detroit Red Wings,2,4,0,34.0,19.0,,
2026-04-02,2025021197,Carolina Hurricanes,Columbus Blue Jackets,5,1,0,21.0,10.0,,
2026-04-02,2025021198,Dallas Stars,Winnipeg Jets,3,0,0,21.0,22.0,,
2026-04-02,2025021199,Minnesota Wild,Vancouver Canucks,5,2,0,39.0,33.0,,
2026-04-02,2025021200,Edmonton Oilers,Chicago Blackhawks,3,1,0,39.0,18.0,,
2026-04-02,2025021201,Vegas Golden Knights,Calgary Flames,6,3,0,34.0,22.0,,
2026-04-02,2025021202,San Jose Sharks,Toronto Maple Leafs,4,1,0,25.0,20.0,,
2026-04-02,2025021203,Seattle Kraken,Utah Mammoth,2,6,0,27.0,31.0,,
2026-04-02,2025021204,Los Angeles Kings,Nashville Predators,4,5,1,33.0,34.0,,
2026-04-03,2025021205,New York Islanders,Philadelphia Flyers,1,4,0,22.0,21.0,,
2026-04-03,2025021206,Anaheim Ducks,St. Louis Blues,2,6,0,27.0,29.0,,
2026-04-04,2025021207,New York Rangers,Detroit Red Wings,4,1,0,20.0,33.0,,
2026-04-04,2025021208,Ottawa Senators,Minnesota Wild,1,4,0,34.0,23.0,,
2026-04-04,2025021209,Dallas Stars,Colorado Avalanche,0,2,0,17.0,22.0,,
2026-04-04,2025021210,Tampa Bay Lightning,Boston Bruins,3,1,0,23.0,22.0,,
2026-04-04,2025021211,Pittsburgh Penguins,Florida Panthers,9,4,0,31.0,23.0,,
2026-04-04,2025021212,New Jersey Devils,Montréal Canadiens,3,4,1,38.0,29.0,,
2026-04-04,2025021213,Washington Capitals,Buffalo Sabres,6,2,0,28.0,39.0,,
2026-04-04,2025021214,Carolina Hurricanes,New York Islanders,4,3,0,40.0,16.0,,
2026-04-04,2025021215,Columbus Blue Jackets,Winnipeg Jets,1,2,0,16.0,26.0,,
2026-04-04,2025021216,Vancouver Canucks,Utah Mammoth,4,7,0,23.0,25.0,,
2026-04-04,2025021217,Los Angeles Kings,Toronto Maple Leafs,7,6,1,40.0,20.0,,
2026-04-04,2025021218,Edmonton Oilers,Vegas Golden Knights,1,5,0,32.0,33.0,,
2026-04-04,2025021219,Anaheim Ducks,Calgary Flames,3,5,0,39.0,20.0,,
2026-04-04,2025021220,San Jose Sharks,Nashville Predators,3,6,0,27.0,34.0,,
2026-04-04,2025021221,Seattle Kraken,Chicago Blackhawks,2,4,0,27.0,31.0,,
2026-04-05,2025021222,Detroit Red Wings,Minnesota Wild,4,5,0,24.0,20.0,,
2026-04-05,2025021223,Pittsburgh Penguins,Florida Panthers,5,2,0,23.0,31.0,,
2026-04-05,2025021224,Philadelphia Flyers,Boston Bruins,2,1,1,31.0,19.0,,
2026-04-05,2025021225,Ottawa Senators,Carolina Hurricanes,6,3,0,31.0,28.0,,
2026-04-05,2025021226,Montréal Canadiens,New Jersey Devils,0,3,0,18.0,20.0,,
2026-04-05,2025021227,New York Rangers,Washington Capitals,8,1,0,33.0,21.0,,
2026-04-05,2025021228,Colorado Avalanche,St. Louis Blues,2,3,0,28.0,29.0,,
2026-04-06,2025021229,Buffalo Sabres,Tampa Bay Lightning,4,2,0,30.0,25.0,,
2026-04-06,2025021230,Winnipeg Jets,Seattle Kraken,6,2,0,31.0,24.0,,
2026-04-06,2025021231,San Jose Sharks,Chicago Blackhawks,3,2,0,23.0,29.0,,
2026-04-06,2025021232,Los Angeles Kings,Nashville Predators,3,2,1,28.0,31.0,,
2026-04-07,2025021233,Montréal Canadiens,Florida Panthers,4,3,1,32.0,33.0,,
2026-04-07,2025021234,Ottawa Senators,Tampa Bay Lightning,6,2,0,32.0,30.0,,
2026-04-07,2025021235,Detroit Red Wings,Columbus Blue Jackets,3,4,1,37.0,35.0,,
2026-04-07,2025021236,New Jersey Devils,Philadelphia Flyers,1,5,0,24.0,20.0,,
2026-04-07,2025021237,Carolina Hurricanes,Boston Bruins,6,5,1,41.0,21.0,,
2026-04-07,2025021238,St. Louis Blues,Colorado Avalanche,1,3,0,19.0,37.0,,
2026-04-07,2025021239,Dallas Stars,Calgary Flames,4,3,1,25.0,20.0,,
2026-04-07,2025021240,Minnesota Wild,Seattle Kraken,5,2,0,29.0,27.0,,
2026-04-07,2025021241,Utah Mammoth,Edmonton Oilers,6,5,1,31.0,26.0,,
2026-04-07,2025021242,Vancouver Canucks,Vegas Golden Knights,1,2,0,11.0,29.0,,
2026-04-07,2025021243,Anaheim Ducks,Nashville Predators,0,5,0,43.0,25.0,,
2026-04-08,2025021244,New York Rangers,Buffalo Sabres,3,5,0,20.0,27.0,,
2026-04-08,2025021245,Toronto Maple Leafs,Washington Capitals,0,4,0,22.0,20.0,,
2026-04-08,2025021246,San Jose Sharks,Edmonton Oilers,2,5,0,14.0,26.0,,
2026-04-09,2025021247,Buffalo Sabres,Columbus Blue Jackets,5,0,0,24.0,37.0,,
2026-04-09,2025021248,Montréal Canadiens,Tampa Bay Lightning,2,1,0,21.0,18.0,,
2026-04-09,2025021249,Ottawa Senators,Florida Panthers,5,1,0,26.0,23.0,,
2026-04-09,2025021250,Detroit Red Wings,Philadelphia Flyers,6,3,0,22.0,27.0,,
2026-04-09,2025021251,New Jersey Devils,Pittsburgh Penguins,2,5,0,21.0,30.0,,
2026-04-09,2025021252,New York Islanders,Toronto Maple Leafs,5,3,0,44.0,16.0,,
2026-04-09,2025021253,St. Louis Blues,Winnipeg Jets,2,3,0,22.0,34.0,,
2026-04-09,2025021254,Dallas Stars,Minnesota Wild,5,4,0,20.0,31.0,,
2026-04-09,2025021255,Chicago Blackhawks,Carolina Hurricanes,2,7,0,25.0,22.0,,
2026-04-09,2025021256,Colorado Avalanche,Calgary Flames,3,1,0,41.0,29.0,,
2026-04-09,2025021257,Utah Mammoth,Nashville Predators,4,1,0,27.0,30.0,,
2026-04-09,2025021258,Anaheim Ducks,San Jose Sharks,6,1,0,30.0,19.0,,
2026-04-09,2025021259,Seattle Kraken,Vegas Golden Knights,4,3,1,33.0,35.0,,
2026-04-09,2025021260,Los Angeles Kings,Vancouver Canucks,4,1,0,26.0,25.0,,
2026-04-11,2025021261,Boston Bruins,Tampa Bay Lightning,1,2,0,21.0,24.0,,
2026-04-11,2025021262,New York Islanders,Ottawa Senators,0,3,0,23.0,16.0,,
2026-04-11,2025021263,Pittsburgh Penguins,Washington Capitals,3,6,0,11.0,32.0,,
2026-04-11,2025021264,Los Angeles Kings,Edmonton Oilers,1,0,0,21.0,27.0,,
2026-04-11,2025021265,Detroit Red Wings,New Jersey Devils,3,5,0,28.0,33.0,,
2026-04-11,2025021266,Chicago Blackhawks,St. Louis Blues,3,5,0,34.0,28.0,,
2026-04-11,2025021267,Nashville Predators,Minnesota Wild,2,1,0,22.0,22.0,,
2026-04-11,2025021268,Dallas Stars,New York Rangers,2,0,0,19.0,22.0,,
2026-04-11,2025021269,Utah Mammoth,Carolina Hurricanes,1,4,0,27.0,29.0,,
2026-04-11,2025021270,Toronto Maple Leafs,Florida Panthers,2,6,0,19.0,25.0,,
2026-04-11,2025021271,Montréal Canadiens,Columbus Blue Jackets,2,5,0,22.0,33.0,,
2026-04-11,2025021272,Winnipeg Jets,Philadelphia Flyers,1,7,0,28.0,23.0,,
2026-04-11,2025021273,Seattle Kraken,Calgary Flames,4,1,0,21.0,27.0,,
2026-04-11,2025021274,Colorado Avalanche,Vegas Golden Knights,2,3,1,32.0,29.0,,
2026-04-11,2025021275,San Jose Sharks,Vancouver Canucks,3,4,1,32.0,41.0,,
2026-04-12,2025021276,Washington Capitals,Pittsburgh Penguins,3,0,0,27.0,24.0,,
2026-04-12,2025021277,New York Islanders,Montréal Canadiens,1,4,0,33.0,22.0,,
2026-04-12,2025021278,Columbus Blue Jackets,Boston Bruins,2,3,0,35.0,22.0,,
2026-04-12,2025021279,New Jersey Devils,Ottawa Senators,4,3,1,30.0,30.0,,
2026-04-12,2025021280,Anaheim Ducks,Vancouver Canucks,3,4,1,27.0,26.0,,
2026-04-12,2025021281,Calgary Flames,Utah Mammoth,4,1,0,23.0,29.0,,
2026-04-13,2025021282,Tampa Bay Lightning,Detroit Red Wings,4,3,1,22.0,30.0,,
2026-04-13,2025021283,Florida Panthers,New York Rangers,3,2,0,16.0,27.0,,
2026-04-13,2025021284,Philadelphia Flyers,Carolina Hurricanes,3,2,1,23.0,26.0,,
2026-04-13,2025021285,Toronto Maple Leafs,Dallas Stars,5,6,0,27.0,32.0,,
2026-04-13,2025021286,St. Louis Blues,Minnesota Wild,6,3,0,22.0,31.0,,
2026-04-13,2025021287,Nashville Predators,San Jose Sharks,2,3,0,28.0,23.0,,
2026-04-13,2025021288,Chicago Blackhawks,Buffalo Sabres,1,5,0,16.0,26.0,,
2026-04-13,2025021289,Edmonton Oilers,Colorado Avalanche,1,2,1,31.0,32.0,,
2026-04-13,2025021290,Vegas Golden Knights,Winnipeg Jets,6,2,0,38.0,23.0,,
2026-04-13,2025021291,Seattle Kraken,Los Angeles Kings,3,5,0,33.0,30.0,,
2026-04-14,2025021292,Boston Bruins,New Jersey Devils,4,0,0,26.0,21.0,,
2026-04-14,2025021293,New York Islanders,Carolina Hurricanes,1,2,0,30.0,21.0,,
2026-04-14,2025021294,Philadelphia Flyers,Montréal Canadiens,4,2,0,25.0,29.0,,
2026-04-14,2025021295,Columbus Blue Jackets,Washington Capitals,1,2,0,28.0,21.0,,
2026-04-14,2025021296,Minnesota Wild,Anaheim Ducks,3,2,0,20.0,37.0,,
2026-04-14,2025021297,Utah Mammoth,Winnipeg Jets,5,3,0,36.0,24.0,,
2026-04-14,2025021298,Calgary Flames,Colorado Avalanche,1,3,0,31.0,38.0,,
2026-04-14,2025021299,St. Louis Blues,Pittsburgh Penguins,7,5,0,31.0,23.0,,
2026-04-14,2025021300,Vancouver Canucks,Los Angeles Kings,4,3,1,25.0,34.0,,
2026-04-15,2025021301,Buffalo Sabres,Dallas Stars,3,4,1,24.0,28.0,,
2026-04-15,2025021302,Tampa Bay Lightning,New York Rangers,2,4,0,31.0,21.0,,
2026-04-15,2025021303,Florida Panthers,Detroit Red Wings,8,1,0,28.0,26.0,,
2026-04-15,2025021304,Ottawa Senators,Toronto Maple Leafs,3,1,0,38.0,20.0,,
2026-04-15,2025021305,Chicago Blackhawks,San Jose Sharks,5,2,0,24.0,17.0,,
2026-04-15,2025021306,Vegas Golden Knights,Seattle Kraken,4,1,0,26.0,23.0,,
2026-04-16,2025021307,Nashville Predators,Anaheim Ducks,4,5,0,21.0,40.0,,
2026-04-16,2025021308,Winnipeg Jets,San Jose Sharks,1,6,0,27.0,33.0,,
2026-04-16,2025021309,Utah Mammoth,St. Louis Blues,3,5,0,23.0,29.0,,
2026-04-16,2025021310,Calgary Flames,Los Angeles Kings,3,1,0,20.0,28.0,,
2026-04-16,2025021311,Edmonton Oilers,Vancouver Canucks,6,1,0,35.0,12.0,,
2026-04-16,2025021312,Colorado Avalanche,Seattle Kraken,2,0,0,35.0,22.0,,
