date,id,home,away,hs,as,ot,hsog,asog,hpp,app
2021-10-19,2021020049,Edmonton Oilers,Anaheim Ducks,6,5,0,37.0,,,
2021-10-20,2021020050,Philadelphia Flyers,Boston Bruins,6,3,0,,40.0,,
2021-10-20,2021020051,Vegas Golden Knights,St. Louis Blues,1,3,0,43.0,38.0,,
2021-10-21,2021020052,Montréal Canadiens,Carolina Hurricanes,1,4,0,,33.0,,
2021-10-21,2021020053,Ottawa Senators,San Jose Sharks,1,2,0,31.0,24.0,,
2021-10-21,2021020054,Detroit Red Wings,Calgary Flames,0,3,0,33.0,,,
2021-10-21,2021020055,Florida Panthers,Colorado Avalanche,4,1,0,38.0,31.0,,
2021-10-21,2021020056,New Jersey Devils,Washington Capitals,1,4,0,,,,
2021-10-21,2021020057,Columbus Blue Jackets,New York Islanders,3,2,1,32.0,,,
2021-10-21,2021020058,Chicago Blackhawks,Vancouver Canucks,1,4,0,30.0,25.0,,
2021-10-21,2021020059,Nashville Predators,New York Rangers,1,3,0,29.0,30.0,,
2021-10-21,2021020060,Winnipeg Jets,Anaheim Ducks,5,1,0,27.0,39.0,,
2021-10-21,2021020061,Arizona Coyotes,Edmonton Oilers,1,5,0,28.0,31.0,,
2021-10-22,2021020062,Buffalo Sabres,Boston Bruins,1,4,0,36.0,26.0,,
2021-10-22,2021020063,Toronto Maple Leafs,San Jose Sharks,3,5,0,33.0,,,
2021-10-22,2021020064,Dallas Stars,Los Angeles Kings,3,2,1,23.0,,,
2021-10-22,2021020065,Vegas Golden Knights,Edmonton Oilers,3,5,0,39.0,33.0,,
2021-10-23,2021020066,Montréal Canadiens,Detroit Red Wings,6,1,0,,,,
2021-10-23,2021020067,Ottawa Senators,New York Rangers,2,3,0,28.0,26.0,,
2021-10-23,2021020068,Tampa Bay Lightning,Colorado Avalanche,3,4,1,32.0,27.0,,
2021-10-23,2021020069,New Jersey Devils,Buffalo Sabres,2,1,1,39.0,25.0,,
2021-10-23,2021020070,Philadelphia Flyers,Florida Panthers,2,4,0,29.0,31.0,,
2021-10-23,2021020071,Pittsburgh Penguins,Toronto Maple Leafs,7,1,0,33.0,29.0,,
2021-10-23,2021020072,Washington Capitals,Calgary Flames,3,4,1,25.0,27.0,,
2021-10-23,2021020073,Columbus Blue Jackets,Carolina Hurricanes,1,5,0,28.0,33.0,,
2021-10-23,2021020074,St. Louis Blues,Los Angeles Kings,7,3,0,,,,
2021-10-23,2021020075,Minnesota Wild,Anaheim Ducks,4,3,1,,24.0,,
2021-10-23,2021020076,Winnipeg Jets,Nashville Predators,6,4,0,29.0,30.0,,
2021-10-23,2021020077,Arizona Coyotes,New York Islanders,0,3,0,26.0,,,
2021-10-23,2021020078,Seattle Kraken,Vancouver Canucks,2,4,0,31.0,26.0,,
2021-10-24,2021020079,Boston Bruins,San Jose Sharks,4,3,0,34.0,26.0,,
2021-10-24,2021020080,Chicago Blackhawks,Detroit Red Wings,3,6,0,35.0,,,
2021-10-24,2021020081,Minnesota Wild,Nashville Predators,2,5,0,,,,
2021-10-24,2021020082,Vegas Golden Knights,New York Islanders,0,2,0,,,,
2021-10-25,2021020083,Buffalo Sabres,Tampa Bay Lightning,5,1,0,25.0,36.0,,
2021-10-25,2021020084,Ottawa Senators,Washington Capitals,5,7,0,37.0,31.0,,
2021-10-25,2021020085,Florida Panthers,Arizona Coyotes,5,3,0,41.0,,,
2021-10-25,2021020086,New York Rangers,Calgary Flames,1,5,0,29.0,37.0,,
2021-10-25,2021020087,Carolina Hurricanes,Toronto Maple Leafs,4,1,0,36.0,25.0,,
2021-10-25,2021020088,Columbus Blue Jackets,Dallas Stars,4,1,0,,32.0,,
2021-10-25,2021020089,St. Louis Blues,Los Angeles Kings,3,0,0,35.0,34.0,,
2021-10-26,2021020090,New Jersey Devils,Calgary Flames,3,5,0,30.0,29.0,,
2021-10-26,2021020091,Pittsburgh Penguins,Tampa Bay Lightning,1,5,0,29.0,,,
2021-10-26,2021020092,Nashville Predators,San Jose Sharks,3,1,0,,,,
2021-10-26,2021020093,Colorado Avalanche,Vegas Golden Knights,1,3,0,,29.0,,
2021-10-26,2021020094,Vancouver Canucks,Minnesota Wild,2,3,0,24.0,30.0,,
2021-10-26,2021020095,Anaheim Ducks,Winnipeg Jets,3,4,0,35.0,25.0,,
2021-10-26,2021020096,Seattle Kraken,Montréal Canadiens,5,1,0,,24.0,,
2021-10-27,2021020097,Florida Panthers,Boston Bruins,4,1,0,27.0,,,
2021-10-27,2021020098,Washington Capitals,Detroit Red Wings,2,3,1,28.0,25.0,,
2021-10-27,2021020099,Chicago Blackhawks,Toronto Maple Leafs,2,3,1,29.0,40.0,,
2021-10-27,2021020100,Dallas Stars,Vegas Golden Knights,2,3,1,34.0,21.0,,
2021-10-27,2021020101,Edmonton Oilers,Philadelphia Flyers,3,5,0,37.0,34.0,,
2021-10-28,2021020102,Tampa Bay Lightning,Arizona Coyotes,5,1,0,28.0,,,
2021-10-28,2021020103,Pittsburgh Penguins,Calgary Flames,0,4,0,,35.0,,
2021-10-28,2021020104,Carolina Hurricanes,Boston Bruins,3,0,0,,,,
2021-10-28,2021020105,St. Louis Blues,Colorado Avalanche,3,4,0,18.0,42.0,,
2021-10-28,2021020106,Vancouver Canucks,Philadelphia Flyers,1,2,0,,28.0,,
2021-10-28,2021020107,Anaheim Ducks,Buffalo Sabres,3,4,1,,29.0,,
2021-10-28,2021020108,Los Angeles Kings,Winnipeg Jets,2,3,0,,,,
2021-10-28,2021020109,San Jose Sharks,Montréal Canadiens,0,4,0,45.0,32.0,,
2021-10-28,2021020110,Seattle Kraken,Minnesota Wild,4,1,0,38.0,31.0,,
2021-10-29,2021020111,Detroit Red Wings,Florida Panthers,2,3,1,30.0,33.0,,
2021-10-29,2021020112,New York Rangers,Columbus Blue Jackets,4,0,0,37.0,31.0,,
2021-10-29,2021020113,Washington Capitals,Arizona Coyotes,2,0,0,32.0,16.0,,
2021-10-29,2021020114,Carolina Hurricanes,Chicago Blackhawks,6,3,0,,26.0,,
2021-10-29,2021020115,Dallas Stars,Ottawa Senators,1,4,0,39.0,24.0,,
2021-10-29,2021020116,Vegas Golden Knights,Anaheim Ducks,5,4,1,,38.0,,
2021-10-30,2021020117,Boston Bruins,Florida Panthers,3,2,1,33.0,,,
2021-10-30,2021020118,Toronto Maple Leafs,Detroit Red Wings,5,4,0,,31.0,,
2021-10-30,2021020119,Pittsburgh Penguins,New Jersey Devils,2,4,0,35.0,40.0,,
2021-10-30,2021020120,St. Louis Blues,Chicago Blackhawks,1,0,0,37.0,25.0,,
2021-10-30,2021020121,Nashville Predators,New York Islanders,3,2,1,23.0,36.0,,
2021-10-30,2021020122,Colorado Avalanche,Minnesota Wild,4,1,0,31.0,30.0,,
2021-10-30,2021020123,Calgary Flames,Philadelphia Flyers,4,0,0,,20.0,,
2021-10-30,2021020124,Vancouver Canucks,Edmonton Oilers,1,2,0,30.0,34.0,,
2021-10-30,2021020125,Los Angeles Kings,Montréal Canadiens,5,2,0,38.0,,,
2021-10-30,2021020126,San Jose Sharks,Winnipeg Jets,2,1,1,,35.0,,
2021-10-31,2021020127,New Jersey Devils,Columbus Blue Jackets,3,4,1,,26.0,,
2021-10-31,2021020128,Carolina Hurricanes,Arizona Coyotes,2,1,0,39.0,,,
2021-10-31,2021020129,Anaheim Ducks,Montréal Canadiens,4,2,0,26.0,18.0,,
2021-10-31,2021020130,Los Angeles Kings,Buffalo Sabres,3,2,0,34.0,24.0,,
2021-10-31,2021020131,Seattle Kraken,New York Rangers,1,3,0,32.0,18.0,,
2021-11-01,2021020132,Tampa Bay Lightning,Washington Capitals,3,2,0,26.0,33.0,,
2021-11-01,2021020133,Chicago Blackhawks,Ottawa Senators,5,1,0,31.0,30.0,,
2021-11-01,2021020134,Edmonton Oilers,Seattle Kraken,5,2,0,,,,
2021-11-02,2021020135,Toronto Maple Leafs,Vegas Golden Knights,4,0,0,,26.0,,
2021-11-02,2021020136,Montréal Canadiens,Detroit Red Wings,3,0,0,41.0,22.0,,
2021-11-02,2021020137,Philadelphia Flyers,Arizona Coyotes,3,0,0,,29.0,,
2021-11-02,2021020138,Minnesota Wild,Ottawa Senators,5,4,1,,28.0,,
2021-11-02,2021020139,Winnipeg Jets,Dallas Stars,4,3,1,,27.0,,
2021-11-02,2021020140,Calgary Flames,Nashville Predators,2,3,1,40.0,,,
2021-11-02,2021020141,Vancouver Canucks,New York Rangers,3,2,1,36.0,,,
2021-11-02,2021020142,Anaheim Ducks,New Jersey Devils,4,0,0,27.0,,,
2021-11-02,2021020143,San Jose Sharks,Buffalo Sabres,5,3,0,27.0,28.0,,
2021-11-03,2021020144,Chicago Blackhawks,Carolina Hurricanes,3,4,0,30.0,32.0,,
2021-11-03,2021020145,Colorado Avalanche,Columbus Blue Jackets,4,5,1,,37.0,,
2021-11-03,2021020146,Edmonton Oilers,Nashville Predators,5,2,0,30.0,33.0,,
2021-11-03,2021020147,Los Angeles Kings,St. Louis Blues,3,2,1,35.0,35.0,,
2021-11-04,2021020148,Boston Bruins,Detroit Red Wings,5,1,0,37.0,15.0,,
2021-11-04,2021020149,Toronto Maple Leafs,Tampa Bay Lightning,2,1,1,34.0,25.0,,
2021-11-04,2021020150,Montréal Canadiens,New York Islanders,2,6,0,38.0,36.0,,
2021-11-04,2021020151,Ottawa Senators,Vegas Golden Knights,1,5,0,39.0,,,
2021-11-04,2021020152,Florida Panthers,Washington Capitals,5,4,1,33.0,,,
2021-11-04,2021020153,Pittsburgh Penguins,Philadelphia Flyers,3,2,1,36.0,38.0,,
2021-11-04,2021020154,Calgary Flames,Dallas Stars,3,4,1,33.0,,,
2021-11-04,2021020155,San Jose Sharks,St. Louis Blues,3,5,0,26.0,,,
2021-11-04,2021020156,Seattle Kraken,Buffalo Sabres,5,2,0,,,,
2021-11-05,2021020157,Winnipeg Jets,Chicago Blackhawks,5,1,0,33.0,18.0,,
2021-11-05,2021020158,Edmonton Oilers,New York Rangers,6,5,1,39.0,25.0,,
2021-11-05,2021020159,Vancouver Canucks,Nashville Predators,2,3,0,,28.0,,
2021-11-05,2021020160,Anaheim Ducks,Arizona Coyotes,3,1,0,31.0,29.0,,
2021-11-05,2021020161,Los Angeles Kings,New Jersey Devils,3,2,1,29.0,23.0,,
2021-11-06,2021020162,Buffalo Sabres,Detroit Red Wings,3,4,1,32.0,33.0,,
2021-11-06,2021020163,Toronto Maple Leafs,Boston Bruins,5,2,0,36.0,44.0,,
2021-11-06,2021020164,Montréal Canadiens,Vegas Golden Knights,2,5,0,38.0,18.0,,
2021-11-06,2021020165,Ottawa Senators,Tampa Bay Lightning,3,5,0,27.0,,,
2021-11-06,2021020166,Florida Panthers,Carolina Hurricanes,5,2,0,32.0,32.0,,
2021-11-06,2021020167,Pittsburgh Penguins,Minnesota Wild,4,5,1,39.0,,,
2021-11-06,2021020168,Washington Capitals,Philadelphia Flyers,1,2,0,32.0,32.0,,
2021-11-06,2021020169,Columbus Blue Jackets,Colorado Avalanche,4,2,0,,36.0,,
2021-11-06,2021020170,Winnipeg Jets,New York Islanders,0,2,0,24.0,31.0,,
2021-11-06,2021020171,Calgary Flames,New York Rangers,6,0,0,37.0,,,
2021-11-06,2021020172,Arizona Coyotes,Seattle Kraken,5,4,0,22.0,31.0,,
2021-11-06,2021020173,San Jose Sharks,New Jersey Devils,2,3,1,27.0,,,
2021-11-07,2021020174,Detroit Red Wings,Vegas Golden Knights,5,2,0,30.0,40.0,,
2021-11-07,2021020175,Chicago Blackhawks,Nashville Predators,2,1,1,,21.0,,
2021-11-07,2021020176,Minnesota Wild,New York Islanders,5,2,0,39.0,21.0,,
2021-11-07,2021020177,Vancouver Canucks,Dallas Stars,6,3,0,36.0,,,
2021-11-07,2021020178,Anaheim Ducks,St. Louis Blues,4,1,0,,35.0,,
2021-11-08,2021020179,Toronto Maple Leafs,Los Angeles Kings,1,5,0,34.0,29.0,,
2021-11-08,2021020180,New York Rangers,Florida Panthers,4,3,0,18.0,,,
2021-11-08,2021020181,Washington Capitals,Buffalo Sabres,5,3,0,30.0,28.0,,
2021-11-09,2021020182,Boston Bruins,Ottawa Senators,3,2,0,,27.0,,
2021-11-09,2021020183,Montréal Canadiens,Los Angeles Kings,2,3,1,,34.0,,
2021-11-09,2021020184,Detroit Red Wings,Edmonton Oilers,4,2,0,39.0,33.0,,
2021-11-09,2021020185,Tampa Bay Lightning,Carolina Hurricanes,1,2,1,,31.0,,
2021-11-09,2021020186,New Jersey Devils,Florida Panthers,7,3,0,,,,
2021-11-09,2021020187,Chicago Blackhawks,Pittsburgh Penguins,3,2,1,32.0,44.0,,
2021-11-09,2021020188,Winnipeg Jets,St. Louis Blues,2,3,1,41.0,33.0,,
2021-11-09,2021020189,Calgary Flames,San Jose Sharks,1,4,0,38.0,26.0,,
2021-11-09,2021020190,Vancouver Canucks,Anaheim Ducks,2,3,1,,30.0,,
2021-11-09,2021020191,Vegas Golden Knights,Seattle Kraken,4,2,0,23.0,,,
2021-11-10,2021020192,Philadelphia Flyers,Toronto Maple Leafs,0,3,0,36.0,,,
2021-11-10,2021020193,Dallas Stars,Nashville Predators,2,4,0,27.0,22.0,,
2021-11-10,2021020194,Arizona Coyotes,Minnesota Wild,2,5,0,,30.0,,
2021-11-11,2021020195,Boston Bruins,Edmonton Oilers,3,5,0,,28.0,,
2021-11-11,2021020196,Montréal Canadiens,Calgary Flames,4,2,0,28.0,26.0,,
2021-11-11,2021020197,Ottawa Senators,Los Angeles Kings,0,2,0,34.0,36.0,,
2021-11-11,2021020198,Detroit Red Wings,Washington Capitals,0,2,0,21.0,29.0,,
2021-11-11,2021020199,New Jersey Devils,New York Islanders,4,0,0,34.0,42.0,,
2021-11-11,2021020200,Pittsburgh Penguins,Florida Panthers,3,2,1,31.0,38.0,,
2021-11-11,2021020201,St. Louis Blues,Nashville Predators,3,4,1,36.0,27.0,,
2021-11-11,2021020202,Winnipeg Jets,San Jose Sharks,4,1,0,34.0,27.0,,
2021-11-11,2021020203,Colorado Avalanche,Vancouver Canucks,7,1,0,,22.0,,
2021-11-11,2021020204,Vegas Golden Knights,Minnesota Wild,3,2,0,35.0,,,
2021-11-11,2021020205,Seattle Kraken,Anaheim Ducks,4,7,0,25.0,,,
2021-11-12,2021020206,Buffalo Sabres,Edmonton Oilers,3,2,0,23.0,35.0,,
2021-11-12,2021020207,Toronto Maple Leafs,Calgary Flames,2,1,1,37.0,31.0,,
2021-11-12,2021020208,Carolina Hurricanes,Philadelphia Flyers,1,2,0,40.0,28.0,,
2021-11-12,2021020209,Columbus Blue Jackets,Washington Capitals,3,4,0,29.0,,,
2021-11-12,2021020210,Chicago Blackhawks,Arizona Coyotes,2,1,0,29.0,23.0,,
2021-11-13,2021020211,Buffalo Sabres,Toronto Maple Leafs,4,5,0,,26.0,,
2021-11-13,2021020212,Ottawa Senators,Pittsburgh Penguins,6,3,0,24.0,31.0,,
2021-11-13,2021020213,Detroit Red Wings,Montréal Canadiens,3,2,1,33.0,37.0,,
2021-11-13,2021020214,Tampa Bay Lightning,Florida Panthers,3,2,1,24.0,28.0,,
2021-11-13,2021020215,New Jersey Devils,Boston Bruins,2,5,0,29.0,36.0,,
2021-11-13,2021020216,Carolina Hurricanes,St. Louis Blues,3,2,0,24.0,29.0,,
2021-11-13,2021020217,Columbus Blue Jackets,New York Rangers,3,5,0,,41.0,,
2021-11-13,2021020218,Nashville Predators,Arizona Coyotes,4,1,0,24.0,23.0,,
2021-11-13,2021020219,Dallas Stars,Philadelphia Flyers,5,2,0,,33.0,,
2021-11-13,2021020220,Winnipeg Jets,Los Angeles Kings,3,2,1,23.0,29.0,,
2021-11-13,2021020221,Colorado Avalanche,San Jose Sharks,6,2,0,31.0,30.0,,
2021-11-13,2021020222,Vegas Golden Knights,Vancouver Canucks,7,4,0,39.0,43.0,,
2021-11-13,2021020223,Seattle Kraken,Minnesota Wild,2,4,0,,22.0,,
2021-11-14,2021020224,Boston Bruins,Montréal Canadiens,5,2,0,,,,
2021-11-14,2021020225,Ottawa Senators,Calgary Flames,0,4,0,27.0,33.0,,
2021-11-14,2021020226,New York Rangers,New Jersey Devils,4,3,1,,27.0,,
2021-11-14,2021020227,Washington Capitals,Pittsburgh Penguins,6,1,0,32.0,25.0,,
2021-11-14,2021020228,St. Louis Blues,Edmonton Oilers,4,5,0,39.0,32.0,,
2021-11-14,2021020229,Anaheim Ducks,Vancouver Canucks,5,1,0,38.0,27.0,,
2021-11-15,2021020230,Tampa Bay Lightning,New York Islanders,4,1,0,28.0,26.0,,
2021-11-15,2021020231,Columbus Blue Jackets,Detroit Red Wings,5,3,0,,,,
2021-11-16,2021020232,Toronto Maple Leafs,Nashville Predators,3,0,0,34.0,,,
2021-11-16,2021020233,Florida Panthers,New York Islanders,6,1,0,,,,
2021-11-16,2021020235,New York Rangers,Montréal Canadiens,3,2,0,34.0,,,
2021-11-16,2021020236,Philadelphia Flyers,Calgary Flames,2,1,1,43.0,34.0,,
2021-11-16,2021020237,Pittsburgh Penguins,Buffalo Sabres,1,2,0,46.0,,,
2021-11-16,2021020238,St. Louis Blues,Arizona Coyotes,2,3,0,,23.0,,
2021-11-16,2021020239,Dallas Stars,Detroit Red Wings,5,2,0,30.0,,,
2021-11-16,2021020240,Minnesota Wild,San Jose Sharks,1,4,0,27.0,,,
2021-11-16,2021020241,Winnipeg Jets,Edmonton Oilers,5,2,0,35.0,34.0,,
2021-11-16,2021020242,Vegas Golden Knights,Carolina Hurricanes,2,4,0,23.0,42.0,,
2021-11-16,2021020243,Anaheim Ducks,Washington Capitals,3,2,1,31.0,,,
2021-11-17,2021020244,Vancouver Canucks,Colorado Avalanche,2,4,0,34.0,30.0,,
2021-11-17,2021020245,Los Angeles Kings,Washington Capitals,0,2,0,34.0,,,
2021-11-17,2021020246,Seattle Kraken,Chicago Blackhawks,2,4,0,33.0,19.0,,
2021-11-18,2021020247,Buffalo Sabres,Calgary Flames,0,5,0,27.0,33.0,,
2021-11-18,2021020248,Toronto Maple Leafs,New York Rangers,2,1,0,30.0,,,
2021-11-18,2021020249,Montréal Canadiens,Pittsburgh Penguins,0,6,0,24.0,43.0,,
2021-11-18,2021020251,Florida Panthers,New Jersey Devils,4,1,0,41.0,46.0,,
2021-11-18,2021020252,Philadelphia Flyers,Tampa Bay Lightning,3,4,1,30.0,,,
2021-11-18,2021020253,St. Louis Blues,San Jose Sharks,4,1,0,,27.0,,
2021-11-18,2021020254,Minnesota Wild,Dallas Stars,7,2,0,26.0,38.0,,
2021-11-18,2021020255,Edmonton Oilers,Winnipeg Jets,2,1,1,32.0,47.0,,
2021-11-18,2021020256,Arizona Coyotes,Columbus Blue Jackets,4,5,1,29.0,46.0,,
2021-11-18,2021020257,Vegas Golden Knights,Detroit Red Wings,5,2,0,32.0,,,
2021-11-18,2021020258,Anaheim Ducks,Carolina Hurricanes,1,2,0,32.0,31.0,,
2021-11-19,2021020259,Vancouver Canucks,Winnipeg Jets,3,2,0,,39.0,,
2021-11-19,2021020260,Seattle Kraken,Colorado Avalanche,3,7,0,28.0,30.0,,
2021-11-20,2021020261,Toronto Maple Leafs,Pittsburgh Penguins,0,2,0,26.0,,,
2021-11-20,2021020262,Montréal Canadiens,Nashville Predators,6,3,0,29.0,36.0,,
2021-11-20,2021020264,Tampa Bay Lightning,New Jersey Devils,3,5,0,34.0,27.0,,
2021-11-20,2021020265,Florida Panthers,Minnesota Wild,5,4,0,37.0,,,
2021-11-20,2021020266,New York Islanders,Calgary Flames,2,5,0,,31.0,,
2021-11-20,2021020267,Philadelphia Flyers,Boston Bruins,2,5,0,31.0,44.0,,
2021-11-20,2021020268,Dallas Stars,St. Louis Blues,4,1,0,,36.0,,
2021-11-20,2021020269,Edmonton Oilers,Chicago Blackhawks,5,2,0,,31.0,,
2021-11-20,2021020270,Arizona Coyotes,Detroit Red Wings,2,1,1,29.0,,,
2021-11-20,2021020271,Vegas Golden Knights,Columbus Blue Jackets,3,2,0,,,,
2021-11-20,2021020272,Los Angeles Kings,Carolina Hurricanes,4,5,0,43.0,20.0,,
2021-11-20,2021020273,San Jose Sharks,Washington Capitals,0,4,0,22.0,21.0,,
2021-11-21,2021020274,Boston Bruins,Calgary Flames,0,4,0,28.0,32.0,,
2021-11-21,2021020275,Tampa Bay Lightning,Minnesota Wild,5,4,1,24.0,32.0,,
2021-11-21,2021020276,New York Islanders,Toronto Maple Leafs,0,3,0,,40.0,,
2021-11-21,2021020277,New York Rangers,Buffalo Sabres,5,4,0,36.0,22.0,,
2021-11-21,2021020278,Vancouver Canucks,Chicago Blackhawks,0,1,0,,24.0,,
2021-11-21,2021020279,Los Angeles Kings,Arizona Coyotes,1,2,1,38.0,27.0,,
2021-11-21,2021020280,Seattle Kraken,Washington Capitals,5,2,0,,,,
2021-11-22,2021020281,Buffalo Sabres,Columbus Blue Jackets,4,7,0,33.0,29.0,,
2021-11-22,2021020282,St. Louis Blues,Vegas Golden Knights,5,2,0,,34.0,,
2021-11-22,2021020283,Nashville Predators,Anaheim Ducks,3,2,0,,,,
2021-11-22,2021020284,Winnipeg Jets,Pittsburgh Penguins,1,3,0,31.0,36.0,,
2021-11-22,2021020285,Colorado Avalanche,Ottawa Senators,7,5,0,40.0,21.0,,
2021-11-22,2021020286,San Jose Sharks,Carolina Hurricanes,2,1,1,27.0,23.0,,
2021-11-23,2021020287,Tampa Bay Lightning,Philadelphia Flyers,4,0,0,35.0,34.0,,
2021-11-23,2021020288,Dallas Stars,Edmonton Oilers,4,1,0,33.0,22.0,,
2021-11-23,2021020289,Calgary Flames,Chicago Blackhawks,5,2,0,39.0,21.0,,
2021-11-24,2021020290,Buffalo Sabres,Boston Bruins,1,5,0,25.0,47.0,,
2021-11-24,2021020291,Detroit Red Wings,St. Louis Blues,4,2,0,23.0,,,
2021-11-24,2021020292,Florida Panthers,Philadelphia Flyers,2,1,1,45.0,,,
2021-11-24,2021020293,New Jersey Devils,Minnesota Wild,2,3,1,42.0,27.0,,
2021-11-24,2021020294,New York Islanders,New York Rangers,1,4,0,21.0,21.0,,
2021-11-24,2021020295,Pittsburgh Penguins,Vancouver Canucks,4,1,0,37.0,37.0,,
2021-11-24,2021020296,Washington Capitals,Montréal Canadiens,6,3,0,34.0,28.0,,
2021-11-24,2021020297,Columbus Blue Jackets,Winnipeg Jets,3,0,0,32.0,36.0,,
2021-11-24,2021020298,Nashville Predators,Vegas Golden Knights,2,5,0,,,,
2021-11-24,2021020299,Colorado Avalanche,Anaheim Ducks,5,2,0,36.0,26.0,,
2021-11-24,2021020300,Arizona Coyotes,Edmonton Oilers,3,5,0,,44.0,,
2021-11-24,2021020301,Los Angeles Kings,Toronto Maple Leafs,2,6,0,,,,
2021-11-24,2021020302,San Jose Sharks,Ottawa Senators,6,3,0,29.0,29.0,,
2021-11-24,2021020303,Seattle Kraken,Carolina Hurricanes,2,1,0,22.0,36.0,,
2021-11-26,2021020304,Boston Bruins,New York Rangers,2,5,0,36.0,31.0,,
2021-11-26,2021020305,Buffalo Sabres,Montréal Canadiens,4,1,0,,,,
2021-11-26,2021020306,Tampa Bay Lightning,Seattle Kraken,3,0,0,26.0,17.0,,
2021-11-26,2021020307,New York Islanders,Pittsburgh Penguins,0,1,0,25.0,,,
2021-11-26,2021020308,Philadelphia Flyers,Carolina Hurricanes,3,6,0,,,,
