date,id,home,away,hs,as,type,hfg,afg,h3,a3,hreb,areb,hto,ato,spread,total,hml,aml
2024-10-25,401704643,Orlando Magic,Brooklyn Nets,116,101,,,,,,,,,,,,,
2024-10-25,401704644,Toronto Raptors,Philadelphia 76ers,115,107,,,,,,,,,,,,,
2024-10-25,401704645,Atlanta Hawks,Charlotte Hornets,125,120,,,,,,,,,,,,,
2024-10-25,401704646,Cleveland Cavaliers,Detroit Pistons,113,101,,,,,,,,,,,,,
2024-10-25,401704647,New York Knicks,Indiana Pacers,123,98,,,,,,,,,,,,,
2024-10-26,401704648,Houston Rockets,Memphis Grizzlies,128,108,,,,,,,,,,,,,
2024-10-26,401704649,Milwaukee Bucks,Chicago Bulls,122,133,,,,,,,,,,,,,
2024-10-26,401704650,Utah Jazz,Golden State Warriors,86,127,,,,,,,,,,,,,
2024-10-26,401704651,Los Angeles Lakers,Phoenix Suns,123,116,,,,,,,,,,,,,
2024-10-26,401704652,Portland Trail Blazers,New Orleans Pelicans,103,105,,,,,,,,,,,,,
2024-10-26,401704653,Denver Nuggets,LA Clippers,104,109,,,,,,,,,,,,,
2024-10-26,401704654,Charlotte Hornets,Miami Heat,106,114,,,,,,,,,,,,,
2024-10-26,401704655,Detroit Pistons,Boston Celtics,118,124,,,,,,,,,,,,,
2024-10-26,401704656,Washington Wizards,Cleveland Cavaliers,116,135,,,,,,,,,,,,,
2024-10-27,401704657,Chicago Bulls,Oklahoma City Thunder,95,114,,,,,,,,,,,,,
2024-10-27,401704658,Memphis Grizzlies,Orlando Magic,124,111,,,,,,,,,,,,,
2024-10-27,401704659,Minnesota Timberwolves,Toronto Raptors,112,101,,,,,,,,,,,,,
2024-10-27,401704660,San Antonio Spurs,Houston Rockets,109,106,,,,,,,,,,,,,
2024-10-27,401704661,Phoenix Suns,Dallas Mavericks,114,102,,,,,,,,,,,,,
2024-10-27,401704662,Los Angeles Lakers,Sacramento Kings,131,127,,,,,,,,,,,,,
2024-10-27,401704663,Indiana Pacers,Philadelphia 76ers,114,118,,,,,,,,,,,,,
2024-10-27,401704664,Brooklyn Nets,Milwaukee Bucks,115,102,,,,,,,,,,,,,
2024-10-27,401704665,Portland Trail Blazers,New Orleans Pelicans,125,103,,,,,,,,,,,,,
2024-10-27,401704666,Oklahoma City Thunder,Atlanta Hawks,128,104,,,,,,,,,,,,,
2024-10-28,401704667,Golden State Warriors,LA Clippers,104,112,,,,,,,,,,,,,
2024-10-28,401704668,Orlando Magic,Indiana Pacers,119,115,,,,,,,,,,,,,
2024-10-28,401704669,Atlanta Hawks,Washington Wizards,119,121,,,,,,,,,,,,,
2024-10-28,401704670,Boston Celtics,Milwaukee Bucks,119,108,,,,,,,,,,,,,
2024-10-28,401704671,Miami Heat,Detroit Pistons,106,98,,,,,,,,,,,,,
2024-10-28,401704672,New York Knicks,Cleveland Cavaliers,104,110,,,,,,,,,,,,,
2024-10-28,401704673,Toronto Raptors,Denver Nuggets,125,127,,,,,,,,,,,,,
2024-10-29,401704674,Memphis Grizzlies,Chicago Bulls,123,126,,,,,,,,,,,,,
2024-10-29,401704675,San Antonio Spurs,Houston Rockets,101,106,,,,,,,,,,,,,
2024-10-29,401704676,Dallas Mavericks,Utah Jazz,110,102,,,,,,,,,,,,,
2024-10-29,401704677,Phoenix Suns,Los Angeles Lakers,109,105,,,,,,,,,,,,,
2024-10-29,401704678,Sacramento Kings,Portland Trail Blazers,111,98,,,,,,,,,,,,,
2024-10-29,401704679,Brooklyn Nets,Denver Nuggets,139,144,,,,,,,,,,,,,
2024-10-29,401704680,Minnesota Timberwolves,Dallas Mavericks,114,120,,,,,,,,,,,,,
2024-10-30,401704681,Utah Jazz,Sacramento Kings,96,113,,,,,,,,,,,,,
2024-10-30,401704682,Golden State Warriors,New Orleans Pelicans,124,106,,,,,,,,,,,,,
2024-10-30,401704683,Charlotte Hornets,Toronto Raptors,138,133,,,,,,,,,,,,,
2024-10-30,401704684,Cleveland Cavaliers,Los Angeles Lakers,134,110,,,,,,,,,,,,,
2024-10-30,401704685,Indiana Pacers,Boston Celtics,135,132,,,,,,,,,,,,,
2024-10-30,401704686,Philadelphia 76ers,Detroit Pistons,95,105,,,,,,,,,,,,,
2024-10-30,401704687,Washington Wizards,Atlanta Hawks,133,120,,,,,,,,,,,,,
2024-10-30,401704688,Miami Heat,New York Knicks,107,116,,,,,,,,,,,,,
2024-10-31,401704689,Chicago Bulls,Orlando Magic,102,99,,,,,,,,,,,,,
2024-10-31,401704690,Memphis Grizzlies,Brooklyn Nets,106,119,,,,,,,,,,,,,
2024-10-31,401704691,Oklahoma City Thunder,San Antonio Spurs,105,93,,,,,,,,,,,,,
2024-10-31,401704692,Golden State Warriors,New Orleans Pelicans,104,89,,,,,,,,,,,,,
2024-10-31,401704693,LA Clippers,Portland Trail Blazers,105,106,,,,,,,,,,,,,
2024-11-01,401704694,Memphis Grizzlies,Milwaukee Bucks,122,99,,,,,,,,,,,,,
2024-11-01,401704695,Dallas Mavericks,Houston Rockets,102,108,,,,,,,,,,,,,
2024-11-01,401704696,Utah Jazz,San Antonio Spurs,88,106,,,,,,,,,,,,,
2024-11-01,401704697,LA Clippers,Phoenix Suns,119,125,,,,,,,,,,,,,
2024-11-01,401704698,Charlotte Hornets,Boston Celtics,109,124,,,,,,,,,,,,,
2024-11-01,401704699,Cleveland Cavaliers,Orlando Magic,120,109,,,,,,,,,,,,,
2024-11-01,401704700,Detroit Pistons,New York Knicks,98,128,,,,,,,,,,,,,
2024-11-01,401704701,Atlanta Hawks,Sacramento Kings,115,123,,,,,,,,,,,,,
2024-11-01,401704702,Brooklyn Nets,Chicago Bulls,120,112,,,,,,,,,,,,,
2024-11-01,401704703,Toronto Raptors,Los Angeles Lakers,125,131,,,,,,,,,,,,,
2024-11-02,401704704,New Orleans Pelicans,Indiana Pacers,125,118,,,,,,,,,,,,,
2024-11-02,401704705,Minnesota Timberwolves,Denver Nuggets,119,116,,,,,,,,,,,,,
2024-11-02,401704706,Portland Trail Blazers,Oklahoma City Thunder,114,137,,,,,,,,,,,,,
2024-11-02,401704707,Charlotte Hornets,Boston Celtics,103,113,,,,,,,,,,,,,
2024-11-02,401704708,Philadelphia 76ers,Memphis Grizzlies,107,124,,,,,,,,,,,,,
2024-11-02,401704709,Toronto Raptors,Sacramento Kings,131,128,,,,,,,,,,,,,
2024-11-03,401704710,Houston Rockets,Golden State Warriors,121,127,,,,,,,,,,,,,
2024-11-03,401704711,Milwaukee Bucks,Cleveland Cavaliers,113,114,,,,,,,,,,,,,
2024-11-03,401704712,San Antonio Spurs,Minnesota Timberwolves,113,103,,,,,,,,,,,,,
2024-11-03,401704713,Washington Wizards,Miami Heat,98,118,,,,,,,,,,,,,
2024-11-03,401704714,Denver Nuggets,Utah Jazz,129,103,,,,,,,,,,,,,
2024-11-03,401704715,Phoenix Suns,Portland Trail Blazers,103,97,,,,,,,,,,,,,
2024-11-03,401704716,LA Clippers,Oklahoma City Thunder,92,105,,,,,,,,,,,,,
2024-11-03,401704717,Brooklyn Nets,Detroit Pistons,92,106,,,,,,,,,,,,,
2024-11-04,401704718,New Orleans Pelicans,Atlanta Hawks,111,126,,,,,,,,,,,,,
2024-11-04,401704719,Dallas Mavericks,Orlando Magic,108,85,,,,,,,,,,,,,
2024-11-05,401704720,Cleveland Cavaliers,Milwaukee Bucks,116,114,,,,,,,,,,,,,
2024-11-05,401704721,Washington Wizards,Golden State Warriors,112,125,,,,,,,,,,,,,
2024-11-05,401704722,Detroit Pistons,Los Angeles Lakers,115,103,,,,,,,,,,,,,
2024-11-05,401704723,Atlanta Hawks,Boston Celtics,93,123,,,,,,,,,,,,,
2024-11-05,401704724,Brooklyn Nets,Memphis Grizzlies,106,104,,,,,,,,,,,,,
2024-11-05,401704725,Miami Heat,Sacramento Kings,110,111,,,,,,,,,,,,,
2024-11-05,401704726,Chicago Bulls,Utah Jazz,126,135,,,,,,,,,,,,,
2024-11-05,401704727,Houston Rockets,New York Knicks,109,97,,,,,,,,,,,,,
2024-11-05,401704728,Minnesota Timberwolves,Charlotte Hornets,114,93,,,,,,,,,,,,,
2024-11-05,401704729,Oklahoma City Thunder,Orlando Magic,102,86,,,,,,,,,,,,,
2024-11-05,401704730,New Orleans Pelicans,Portland Trail Blazers,100,118,,,,,,,,,,,,,
2024-11-05,401704731,Dallas Mavericks,Indiana Pacers,127,134,,,,,,,,,,,,,
2024-11-05,401704732,Denver Nuggets,Toronto Raptors,121,119,,,,,,,,,,,,,
2024-11-05,401704733,Phoenix Suns,Philadelphia 76ers,118,116,,,,,,,,,,,,,
2024-11-05,401704734,LA Clippers,San Antonio Spurs,113,104,,,,,,,,,,,,,
2024-11-07,401704735,Charlotte Hornets,Detroit Pistons,108,107,,,,,,,,,,,,,
2024-11-07,401704736,Indiana Pacers,Orlando Magic,118,111,,,,,,,,,,,,,
2024-11-07,401704737,Atlanta Hawks,New York Knicks,121,116,,,,,,,,,,,,,
2024-11-07,401704738,Boston Celtics,Golden State Warriors,112,118,,,,,,,,,,,,,
2024-11-07,401704739,Houston Rockets,San Antonio Spurs,127,100,,,,,,,,,,,,,
2024-11-07,401704740,Memphis Grizzlies,Los Angeles Lakers,131,114,,,,,,,,,,,,,
2024-11-07,401704741,New Orleans Pelicans,Cleveland Cavaliers,122,131,,,,,,,,,,,,,
2024-11-07,401704742,Dallas Mavericks,Chicago Bulls,119,99,,,,,,,,,,,,,
2024-11-07,401704743,Denver Nuggets,Oklahoma City Thunder,124,122,,,,,,,,,,,,,
2024-11-07,401704744,Phoenix Suns,Miami Heat,115,112,,,,,,,,,,,,,
2024-11-07,401704745,LA Clippers,Philadelphia 76ers,110,98,,,,,,,,,,,,,
2024-11-07,401704746,Sacramento Kings,Toronto Raptors,122,107,,,,,,,,,,,,,
2024-11-08,401704747,Chicago Bulls,Minnesota Timberwolves,119,135,,,,,,,,,,,,,
2024-11-08,401704748,Milwaukee Bucks,Utah Jazz,123,100,,,,,,,,,,,,,
2024-11-08,401704749,San Antonio Spurs,Portland Trail Blazers,118,105,,,,,,,,,,,,,
2024-11-09,401704750,Charlotte Hornets,Indiana Pacers,103,83,,,,,,,,,,,,,
2024-11-09,401704751,Detroit Pistons,Atlanta Hawks,122,121,,,,,,,,,,,,,
2024-11-09,401704752,Orlando Magic,New Orleans Pelicans,115,88,,,,,,,,,,,,,
2024-11-09,401704753,Boston Celtics,Brooklyn Nets,108,104,,,,,,,,,,,,,
2024-11-09,401704754,Cleveland Cavaliers,Golden State Warriors,136,117,,,,,,,,,,,,,
2024-11-09,401704755,New York Knicks,Milwaukee Bucks,116,94,,,,,,,,,,,,,
2024-11-09,401704756,Dallas Mavericks,Phoenix Suns,113,114,,,,,,,,,,,,,
2024-11-09,401704757,Memphis Grizzlies,Washington Wizards,128,104,,,,,,,,,,,,,
2024-11-09,401704758,Oklahoma City Thunder,Houston Rockets,126,107,,,,,,,,,,,,,
2024-11-09,401704759,Minnesota Timberwolves,Portland Trail Blazers,127,102,,,,,,,,,,,,,
2024-11-09,401704760,Denver Nuggets,Miami Heat,135,122,,,,,,,,,,,,,
2024-11-09,401704761,Los Angeles Lakers,Philadelphia 76ers,116,106,,,,,,,,,,,,,
2024-11-09,401704762,Sacramento Kings,LA Clippers,98,107,,,,,,,,,,,,,
2024-11-09,401704763,San Antonio Spurs,Utah Jazz,110,111,,,,,,,,,,,,,
2024-11-10,401704764,Atlanta Hawks,Chicago Bulls,113,125,,,,,,,,,,,,,
2024-11-10,401704765,Cleveland Cavaliers,Brooklyn Nets,105,100,,,,,,,,,,,,,
2024-11-10,401704766,LA Clippers,Toronto Raptors,105,103,,,,,,,,,,,,,
2024-11-10,401704767,Detroit Pistons,Houston Rockets,99,101,,,,,,,,,,,,,
2024-11-10,401704768,Milwaukee Bucks,Boston Celtics,107,113,,,,,,,,,,,,,
2024-11-10,401704769,Indiana Pacers,New York Knicks,132,121,,,,,,,,,,,,,
2024-11-10,401704770,Orlando Magic,Washington Wizards,121,94,,,,,,,,,,,,,
2024-11-11,401704771,Philadelphia 76ers,Charlotte Hornets,107,105,,,,,,,,,,,,,
2024-11-11,401704772,Minnesota Timberwolves,Miami Heat,94,95,,,,,,,,,,,,,
2024-11-11,401704773,Oklahoma City Thunder,Golden State Warriors,116,127,,,,,,,,,,,,,
2024-11-11,401704774,Denver Nuggets,Dallas Mavericks,122,120,,,,,,,,,,,,,
2024-11-11,401704775,Phoenix Suns,Sacramento Kings,118,127,,,,,,,,,,,,,
2024-11-11,401704776,Portland Trail Blazers,Memphis Grizzlies,89,134,,,,,,,,,,,,,
2024-11-11,401704777,Los Angeles Lakers,Toronto Raptors,123,103,,,,,,,,,,,,,
2024-11-12,401704778,Chicago Bulls,Cleveland Cavaliers,113,119,,,,,,,,,,,,,
2024-11-12,401704779,Houston Rockets,Washington Wizards,107,92,,,,,,,,,,,,,
2024-11-12,401704780,New Orleans Pelicans,Brooklyn Nets,105,107,,,,,,,,,,,,,
2024-11-12,401704781,Oklahoma City Thunder,LA Clippers,134,128,,,,,,,,,,,,,
2024-11-12,401704782,San Antonio Spurs,Sacramento Kings,116,96,,,,,,,,,,,,,
2024-11-13,401703370,Boston Celtics,Atlanta Hawks,116,117,,,,,,,,,,,,,
2024-11-13,401703371,Detroit Pistons,Miami Heat,123,121,,,,,,,,,,,,,
2024-11-13,401703372,Orlando Magic,Charlotte Hornets,114,89,,,,,,,,,,,,,
2024-11-13,401703373,Philadelphia 76ers,New York Knicks,99,111,,,,,,,,,,,,,
2024-11-13,401703374,Milwaukee Bucks,Toronto Raptors,99,85,,,,,,,,,,,,,
2024-11-13,401703375,Utah Jazz,Phoenix Suns,112,120,,,,,,,,,,,,,
2024-11-13,401703376,Golden State Warriors,Dallas Mavericks,120,117,,,,,,,,,,,,,
2024-11-13,401703377,Portland Trail Blazers,Minnesota Timberwolves,122,108,,,,,,,,,,,,,
2024-11-14,401704783,Orlando Magic,Indiana Pacers,94,90,,,,,,,,,,,,,
2024-11-14,401704784,Brooklyn Nets,Boston Celtics,114,139,,,,,,,,,,,,,
2024-11-14,401704785,New York Knicks,Chicago Bulls,123,124,,,,,,,,,,,,,
2024-11-14,401704786,Philadelphia 76ers,Cleveland Cavaliers,106,114,,,,,,,,,,,,,
2024-11-14,401704787,Oklahoma City Thunder,New Orleans Pelicans,106,88,,,,,,,,,,,,,
2024-11-14,401704788,Houston Rockets,LA Clippers,111,103,,,,,,,,,,,,,
2024-11-14,401704789,Milwaukee Bucks,Detroit Pistons,127,120,,,,,,,,,,,,,
2024-11-14,401704790,San Antonio Spurs,Washington Wizards,139,130,,,,,,,,,,,,,
2024-11-14,401704791,Los Angeles Lakers,Memphis Grizzlies,128,123,,,,,,,,,,,,,
2024-11-14,401704792,Portland Trail Blazers,Minnesota Timberwolves,106,98,,,,,,,,,,,,,
2024-11-14,401704793,Sacramento Kings,Phoenix Suns,127,104,,,,,,,,,,,,,
2024-11-15,401704794,Utah Jazz,Dallas Mavericks,115,113,,,,,,,,,,,,,
2024-11-16,401703378,Indiana Pacers,Miami Heat,111,124,,,,,,,,,,,,,
2024-11-16,401703379,Orlando Magic,Philadelphia 76ers,98,86,,,,,,,,,,,,,
2024-11-16,401703380,Toronto Raptors,Detroit Pistons,95,99,,,,,,,,,,,,,
2024-11-16,401703381,Atlanta Hawks,Washington Wizards,129,117,,,,,,,,,,,,,
2024-11-16,401703382,Cleveland Cavaliers,Chicago Bulls,144,126,,,,,,,,,,,,,
2024-11-16,401703383,New York Knicks,Brooklyn Nets,124,122,,,,,,,,,,,,,
2024-11-16,401703384,San Antonio Spurs,Los Angeles Lakers,115,120,,,,,,,,,,,,,
2024-11-16,401703385,Houston Rockets,LA Clippers,125,104,,,,,,,,,,,,,
2024-11-16,401703386,New Orleans Pelicans,Denver Nuggets,101,94,,,,,,,,,,,,,
2024-11-16,401703387,Oklahoma City Thunder,Phoenix Suns,99,83,,,,,,,,,,,,,
2024-11-16,401703388,Golden State Warriors,Memphis Grizzlies,123,118,,,,,,,,,,,,,
2024-11-16,401703389,Sacramento Kings,Minnesota Timberwolves,126,130,,,,,,,,,,,,,
2024-11-16,401704795,Charlotte Hornets,Milwaukee Bucks,115,114,,,,,,,,,,,,,
2024-11-17,401704796,Boston Celtics,Toronto Raptors,126,123,,,,,,,,,,,,,
2024-11-17,401704797,New Orleans Pelicans,Los Angeles Lakers,99,104,,,,,,,,,,,,,
2024-11-17,401704798,Dallas Mavericks,San Antonio Spurs,110,93,,,,,,,,,,,,,
2024-11-17,401704799,Sacramento Kings,Utah Jazz,121,117,,,,,,,,,,,,,
2024-11-17,401704800,Minnesota Timberwolves,Phoenix Suns,120,117,,,,,,,,,,,,,
2024-11-17,401704801,Indiana Pacers,Miami Heat,119,110,,,,,,,,,,,,,
2024-11-17,401704802,Cleveland Cavaliers,Charlotte Hornets,128,114,,,,,,,,,,,,,
2024-11-17,401704803,Washington Wizards,Detroit Pistons,104,124,,,,,,,,,,,,,
2024-11-17,401704804,Memphis Grizzlies,Denver Nuggets,105,90,,,,,,,,,,,,,
2024-11-17,401704805,Portland Trail Blazers,Atlanta Hawks,114,110,,,,,,,,,,,,,
2024-11-18,401704806,New York Knicks,Brooklyn Nets,114,104,,,,,,,,,,,,,
2024-11-18,401704807,Chicago Bulls,Houston Rockets,107,143,,,,,,,,,,,,,
2024-11-18,401704808,Oklahoma City Thunder,Dallas Mavericks,119,121,,,,,,,,,,,,,
2024-11-18,401704809,LA Clippers,Utah Jazz,116,105,,,,,,,,,,,,,
2024-11-19,401704810,Detroit Pistons,Chicago Bulls,112,122,,,,,,,,,,,,,
2024-11-19,401704811,Miami Heat,Philadelphia 76ers,106,89,,,,,,,,,,,,,
2024-11-19,401704812,New York Knicks,Washington Wizards,134,106,,,,,,,,,,,,,
2024-11-19,401704813,Toronto Raptors,Indiana Pacers,130,119,,,,,,,,,,,,,
2024-11-19,401704814,Milwaukee Bucks,Houston Rockets,101,100,,,,,,,,,,,,,
2024-11-19,401704815,Phoenix Suns,Orlando Magic,99,109,,,,,,,,,,,,,
2024-11-19,401704816,Sacramento Kings,Atlanta Hawks,108,109,,,,,,,,,,,,,
2024-11-19,401704817,LA Clippers,Golden State Warriors,102,99,,,,,,,,,,,,,
2024-11-20,401703390,Boston Celtics,Cleveland Cavaliers,120,117,,,,,,,,,,,,,
2024-11-20,401703391,Brooklyn Nets,Charlotte Hornets,116,115,,,,,,,,,,,,,
2024-11-20,401703392,Memphis Grizzlies,Denver Nuggets,110,122,,,,,,,,,,,,,
2024-11-20,401703393,Dallas Mavericks,New Orleans Pelicans,132,91,,,,,,,,,,,,,
2024-11-20,401703394,San Antonio Spurs,Oklahoma City Thunder,110,104,,,,,,,,,,,,,
2024-11-20,401703395,Los Angeles Lakers,Utah Jazz,124,118,,,,,,,,,,,,,
2024-11-21,401704818,Cleveland Cavaliers,New Orleans Pelicans,128,100,,,,,,,,,,,,,
2024-11-21,401704819,Milwaukee Bucks,Chicago Bulls,122,106,,,,,,,,,,,,,
2024-11-21,401704820,Houston Rockets,Indiana Pacers,130,113,,,,,,,,,,,,,
2024-11-21,401704821,Memphis Grizzlies,Philadelphia 76ers,117,111,,,,,,,,,,,,,
2024-11-21,401704822,Oklahoma City Thunder,Portland Trail Blazers,109,99,,,,,,,,,,,,,
2024-11-21,401704823,Phoenix Suns,New York Knicks,122,138,,,,,,,,,,,,,
2024-11-21,401704824,Golden State Warriors,Atlanta Hawks,120,97,,,,,,,,,,,,,
2024-11-21,401704825,LA Clippers,Orlando Magic,104,93,,,,,,,,,,,,,
2024-11-22,401704826,Charlotte Hornets,Detroit Pistons,123,121,,,,,,,,,,,,,
2024-11-22,401704827,Toronto Raptors,Minnesota Timberwolves,110,105,,,,,,,,,,,,,
2024-11-22,401704828,San Antonio Spurs,Utah Jazz,126,118,,,,,,,,,,,,,
2024-11-22,401704829,Los Angeles Lakers,Orlando Magic,118,119,,,,,,,,,,,,,
2024-11-23,401703396,Philadelphia 76ers,Brooklyn Nets,113,98,,,,,,,,,,,,,
2024-11-23,401703397,Washington Wizards,Boston Celtics,96,108,,,,,,,,,,,,,
2024-11-23,401703398,Milwaukee Bucks,Indiana Pacers,129,117,,,,,,,,,,,,,
2024-11-23,401703399,Chicago Bulls,Atlanta Hawks,136,122,,,,,,,,,,,,,
2024-11-23,401703400,Houston Rockets,Portland Trail Blazers,116,88,,,,,,,,,,,,,
2024-11-23,401703401,New Orleans Pelicans,Golden State Warriors,108,112,,,,,,,,,,,,,
2024-11-23,401703402,Denver Nuggets,Dallas Mavericks,120,123,,,,,,,,,,,,,
2024-11-23,401703403,LA Clippers,Sacramento Kings,104,88,,,,,,,,,,,,,
2024-11-23,401704830,Utah Jazz,New York Knicks,121,106,,,,,,,,,,,,,
2024-11-24,401704831,Orlando Magic,Detroit Pistons,111,100,,,,,,,,,,,,,
2024-11-24,401704832,Chicago Bulls,Memphis Grizzlies,131,142,,,,,,,,,,,,,
2024-11-24,401704833,Houston Rockets,Portland Trail Blazers,98,104,,,,,,,,,,,,,
2024-11-24,401704834,Milwaukee Bucks,Charlotte Hornets,125,119,,,,,,,,,,,,,
2024-11-24,401704835,San Antonio Spurs,Golden State Warriors,104,94,,,,,,,,,,,,,
2024-11-24,401704836,Los Angeles Lakers,Denver Nuggets,102,127,,,,,,,,,,,,,
2024-11-24,401704837,Boston Celtics,Minnesota Timberwolves,107,105,,,,,,,,,,,,,
2024-11-24,401704838,Indiana Pacers,Washington Wizards,115,103,,,,,,,,,,,,,
2024-11-24,401704839,Miami Heat,Dallas Mavericks,123,118,,,,,,,,,,,,,
2024-11-24,401704840,Philadelphia 76ers,LA Clippers,99,125,,,,,,,,,,,,,
2024-11-25,401704841,Cleveland Cavaliers,Toronto Raptors,122,108,,,,,,,,,,,,,
2024-11-25,401704842,Sacramento Kings,Brooklyn Nets,103,108,,,,,,,,,,,,,
2024-11-26,401704843,Charlotte Hornets,Orlando Magic,84,95,,,,,,,,,,,,,
2024-11-26,401704844,Detroit Pistons,Toronto Raptors,102,100,,,,,,,,,,,,,
2024-11-26,401704845,Indiana Pacers,New Orleans Pelicans,114,110,,,,,,,,,,,,,
2024-11-26,401704846,Atlanta Hawks,Dallas Mavericks,119,129,,,,,,,,,,,,,
2024-11-26,401704847,Boston Celtics,LA Clippers,126,94,,,,,,,,,,,,,
2024-11-26,401704848,Memphis Grizzlies,Portland Trail Blazers,123,98,,,,,,,,,,,,,
2024-11-26,401704849,Denver Nuggets,New York Knicks,118,145,,,,,,,,,,,,,
2024-11-26,401704850,Golden State Warriors,Brooklyn Nets,120,128,,,,,,,,,,,,,
2024-11-26,401704851,Sacramento Kings,Oklahoma City Thunder,109,130,,,,,,,,,,,,,
2024-11-27,401703404,Washington Wizards,Chicago Bulls,108,127,,,,,,,,,,,,,
2024-11-27,401703405,Miami Heat,Milwaukee Bucks,103,106,,,,,,,,,,,,,
2024-11-27,401703406,Minnesota Timberwolves,Houston Rockets,111,117,,,,,,,,,,,,,
2024-11-27,401703407,Utah Jazz,San Antonio Spurs,115,128,,,,,,,,,,,,,
2024-11-27,401703408,Phoenix Suns,Los Angeles Lakers,127,100,,,,,,,,,,,,,
2024-11-28,401704852,Charlotte Hornets,Miami Heat,94,98,,,,,,,,,,,,,
2024-11-28,401704853,Cleveland Cavaliers,Atlanta Hawks,124,135,,,,,,,,,,,,,
2024-11-28,401704854,Indiana Pacers,Portland Trail Blazers,121,114,,,,,,,,,,,,,
2024-11-28,401704855,Orlando Magic,Chicago Bulls,133,119,,,,,,,,,,,,,
2024-11-28,401704856,Philadelphia 76ers,Houston Rockets,115,122,,,,,,,,,,,,,
2024-11-28,401704857,Washington Wizards,LA Clippers,96,121,,,,,,,,,,,,,
2024-11-28,401704858,Dallas Mavericks,New York Knicks,129,114,,,,,,,,,,,,,
2024-11-28,401704859,Memphis Grizzlies,Detroit Pistons,131,111,,,,,,,,,,,,,
2024-11-28,401704860,Minnesota Timberwolves,Sacramento Kings,104,115,,,,,,,,,,,,,
2024-11-28,401704861,New Orleans Pelicans,Toronto Raptors,93,119,,,,,,,,,,,,,
2024-11-28,401704862,San Antonio Spurs,Los Angeles Lakers,101,119,,,,,,,,,,,,,
2024-11-28,401704863,Phoenix Suns,Brooklyn Nets,117,127,,,,,,,,,,,,,
2024-11-28,401704864,Utah Jazz,Denver Nuggets,103,122,,,,,,,,,,,,,
2024-11-28,401704865,Golden State Warriors,Oklahoma City Thunder,101,105,,,,,,,,,,,,,
2024-11-29,401703409,Charlotte Hornets,New York Knicks,98,99,,,,,,,,,,,,,
2024-11-29,401703410,Atlanta Hawks,Cleveland Cavaliers,117,101,,,,,,,,,,,,,
2024-11-29,401703411,Memphis Grizzlies,New Orleans Pelicans,120,109,,,,,,,,,,,,,
2024-11-30,401703412,Brooklyn Nets,Orlando Magic,100,123,,,,,,,,,,,,,
2024-11-30,401703413,Minnesota Timberwolves,LA Clippers,93,92,,,,,,,,,,,,,
2024-11-30,401703414,Indiana Pacers,Detroit Pistons,106,130,,,,,,,,,,,,,
2024-11-30,401703415,Miami Heat,Toronto Raptors,121,111,,,,,,,,,,,,,
2024-11-30,401703416,Chicago Bulls,Boston Celtics,129,138,,,,,,,,,,,,,
2024-11-30,401703417,Los Angeles Lakers,Oklahoma City Thunder,93,101,,,,,,,,,,,,,
2024-11-30,401703418,Portland Trail Blazers,Sacramento Kings,115,106,,,,,,,,,,,,,
