date,id,home,away,hs,as,hsp,hsp_name,asp,asp_name,dh,venue
2024-03-30,746410,Houston Astros,New York Yankees,3,5,686613,Hunter Brown,573186,Marcus Stroman,1,2392
2024-03-30,747221,Arizona Diamondbacks,Colorado Rockies,4,9,674072,Tommy Henry,596295,Austin Gomber,1,15
2024-03-30,746168,Los Angeles Dodgers,St. Louis Cardinals,5,6,808967,Yoshinobu Yamamoto,458681,Lance Lynn,1,22
2024-03-30,745278,Seattle Mariners,Boston Red Sox,4,3,669302,Logan Gilbert,676710,Kutter Crawford,1,680
2024-03-31,747062,Baltimore Orioles,Los Angeles Angels,1,4,669330,Tyler Wells,672282,Reid Detmers,1,2
2024-03-31,745602,Philadelphia Phillies,Atlanta Braves,5,4,624133,Ranger Suarez,519242,Chris Sale,1,2681
2024-03-31,746739,Cincinnati Reds,Washington Nationals,6,5,607259,Nick Martinez,663623,Jake Irvin,1,2602
2024-03-31,745115,Tampa Bay Rays,Toronto Blue Jays,2,9,542888,Shawn Armstrong,592332,Kevin Gausman,1,12
2024-03-31,746090,Miami Marlins,Pittsburgh Pirates,7,9,669432,Trevor Rogers,663559,Bailey Falter,1,4169
2024-03-31,745845,New York Mets,Milwaukee Brewers,1,4,656731,Tylor Megill,607067,Colin Rea,1,3289
2024-03-31,746332,Kansas City Royals,Minnesota Twins,11,0,663903,Brady Singer,641927,Bailey Ober,1,7
2024-03-31,746815,Chicago White Sox,Detroit Tigers,2,3,607200,Erick Fedde,656427,Jack Flaherty,1,4
2024-03-31,746413,Houston Astros,New York Yankees,3,4,641585,J.P. France,657376,Clarke Schmidt,1,2392
2024-03-31,745035,Texas Rangers,Chicago Cubs,5,9,592351,Jon Gray,696136,Jordan Wicks,1,5325
2024-03-31,745683,Oakland Athletics,Cleveland Guardians,4,3,621112,Paul Blackburn,471911,Carlos Carrasco,1,10
2024-03-31,747222,Arizona Diamondbacks,Colorado Rockies,5,1,694297,Brandon Pfaadt,663372,Ryan Feltner,1,15
2024-03-31,745279,Seattle Mariners,Boston Red Sox,1,5,682243,Bryce Miller,676477,Garrett Whitlock,1,680
2024-03-31,745438,San Diego Padres,San Francisco Giants,13,4,650633,Michael King,641726,Daulton Jefferies,1,2680
2024-03-31,746166,Los Angeles Dodgers,St. Louis Cardinals,5,4,694813,Gavin Stone,571927,Steven Matz,1,22
2024-04-01,746817,Chicago White Sox,Atlanta Braves,0,9,623167,Chris Flexen,450203,Charlie Morton,1,4
2024-04-01,746899,Chicago Cubs,Colorado Rockies,5,0,684007,Shota Imanaga,641712,Dakota Hudson,1,17
2024-04-01,744875,Washington Nationals,Pittsburgh Pirates,4,8,669022,MacKenzie Gore,594835,Marco Gonzales,1,3309
2024-04-01,747058,Baltimore Orioles,Kansas City Royals,6,4,665152,Dean Kremer,608379,Michael Wacha,1,2
2024-04-01,745600,Philadelphia Phillies,Cincinnati Reds,3,6,650911,Cristopher Sánchez,671096,Andrew Abbott,1,2681
2024-04-01,746085,Miami Marlins,Los Angeles Angels,4,7,676974,Max Meyer,681217,Chase Silseth,1,4169
2024-04-01,745109,Tampa Bay Rays,Texas Rangers,3,9,686752,Ryan Pepiot,641540,Dane Dunning,1,12
2024-04-01,745842,New York Mets,Detroit Tigers,0,5,640455,Sean Manaea,681857,Reese Olson,1,3289
2024-04-01,746409,Houston Astros,Toronto Blue Jays,10,0,669854,Ronel Blanco,670102,Bowden Francis,1,2392
2024-04-01,745675,Oakland Athletics,Boston Red Sox,0,9,671212,Joe Boyle,656557,Tanner Houck,1,10
2024-04-01,745277,Seattle Mariners,Cleveland Guardians,5,4,676106,Emerson Hancock,663474,Triston McKenzie,1,680
2024-04-01,745437,San Diego Padres,St. Louis Cardinals,2,6,663362,Matt Waldron,502043,Kyle Gibson,1,2680
2024-04-01,747218,Arizona Diamondbacks,New York Yankees,2,5,669194,Ryne Nelson,661563,Luis Gil,1,15
2024-04-01,746170,Los Angeles Dodgers,San Francisco Giants,8,3,572020,James Paxton,676775,Keaton Winn,1,22
2024-04-02,746009,Milwaukee Brewers,Minnesota Twins,3,2,596001,Jakob Junis,686973,Louis Varland,1,32
2024-04-02,747057,Baltimore Orioles,Kansas City Royals,1,4,608344,Cole Irvin,679525,Alec Marsh,1,2
2024-04-02,745598,Philadelphia Phillies,Cincinnati Reds,9,4,605513,Spencer Turnbull,668933,Graham Ashcraft,1,2681
2024-04-02,746086,Miami Marlins,Los Angeles Angels,1,3,666200,Jesús Luzardo,542881,Tyler Anderson,1,4169
2024-04-02,745111,Tampa Bay Rays,Texas Rangers,5,2,621107,Zach Eflin,571760,Andrew Heaney,1,12
2024-04-02,746898,Chicago Cubs,Colorado Rockies,12,2,665871,Javier Assad,607536,Kyle Freeland,1,17
2024-04-02,746814,Chicago White Sox,Atlanta Braves,3,2,676979,Garrett Crochet,625643,Reynaldo López,1,4
2024-04-02,746411,Houston Astros,Toronto Blue Jays,1,2,664285,Framber Valdez,621244,José Berríos,1,2392
2024-04-02,745680,Oakland Athletics,Boston Red Sox,4,5,622072,Alex Wood,678394,Brayan Bello,1,10
2024-04-02,745273,Seattle Mariners,Cleveland Guardians,2,5,622491,Luis Castillo,669456,Shane Bieber,1,680
2024-04-02,745439,San Diego Padres,St. Louis Cardinals,2,5,506433,Yu Darvish,571945,Miles Mikolas,1,2680
2024-04-02,747220,Arizona Diamondbacks,New York Yankees,7,0,668678,Zac Gallen,641482,Nestor Cortes,1,15
2024-04-02,746169,Los Angeles Dodgers,San Francisco Giants,5,4,518489,Ryan Brasier,657277,Logan Webb,1,22
2024-04-03,747059,Baltimore Orioles,Kansas City Royals,4,3,669203,Corbin Burnes,666142,Cole Ragans,1,2
2024-04-03,745114,Tampa Bay Rays,Texas Rangers,1,4,650644,Aaron Civale,543135,Nathan Eovaldi,1,12
2024-04-03,746083,Miami Marlins,Los Angeles Angels,2,10,640462,A.J. Puk,663776,Patrick Sandoval,1,4169
2024-04-03,746008,Milwaukee Brewers,Minnesota Twins,3,7,605452,Joe Ross,663978,Chris Paddack,1,32
2024-04-03,745678,Oakland Athletics,Boston Red Sox,0,1,548389,Ross Stripling,601713,Nick Pivetta,1,10
2024-04-03,747219,Arizona Diamondbacks,New York Yankees,5,6,518876,Merrill Kelly,607074,Carlos Rodón,1,15
2024-04-03,745603,Philadelphia Phillies,Cincinnati Reds,1,4,554430,Zack Wheeler,593423,Frankie Montas,1,2681
2024-04-03,745275,Seattle Mariners,Cleveland Guardians,0,8,669923,George Kirby,671106,Logan Allen,1,680
2024-04-03,745440,San Diego Padres,St. Louis Cardinals,3,2,605397,Joe Musgrove,668868,Zack Thompson,1,2680
2024-04-03,744869,Washington Nationals,Pittsburgh Pirates,5,3,592866,Trevor Williams,656605,Mitch Keller,1,3309
2024-04-03,746900,Chicago Cubs,Colorado Rockies,9,8,681432,Luke Little,615698,Cal Quantrill,1,17
2024-04-03,746407,Houston Astros,Toronto Blue Jays,8,0,664299,Cristian Javier,605135,Chris Bassitt,1,2392
2024-04-03,746163,Los Angeles Dodgers,San Francisco Giants,5,4,607192,Tyler Glasnow,690986,Kyle Harrison,1,22
2024-04-04,745844,New York Mets,Detroit Tigers,3,6,605288,Adrian Houser,663554,Casey Mize,1,3289
2024-04-04,745843,New York Mets,Detroit Tigers,2,1,676130,José Buttó,666159,Matt Manning,2,3289
2024-04-04,744870,Washington Nationals,Pittsburgh Pirates,4,7,680686,Josiah Gray,527048,Martín Pérez,1,3309
2024-04-04,745928,Minnesota Twins,Cleveland Guardians,2,4,641154,Pablo López,676440,Tanner Bibee,1,3312
2024-04-04,745200,St. Louis Cardinals,Miami Marlins,8,5,458681,Lance Lynn,677960,Ryan Weathers,1,2889
2024-04-04,746327,Kansas City Royals,Chicago White Sox,10,1,607625,Seth Lugo,647336,Michael Soroka,1,7
2024-04-05,745764,New York Yankees,Toronto Blue Jays,0,3,573186,Marcus Stroman,579328,Yusei Kikuchi,1,3313
2024-04-05,746497,Detroit Tigers,Oakland Athletics,5,4,669373,Tarik Skubal,676664,JP Sears,1,2394
2024-04-05,746897,Chicago Cubs,Los Angeles Dodgers,9,7,543294,Kyle Hendricks,676272,Bobby Miller,1,17
2024-04-05,746576,Colorado Rockies,Tampa Bay Rays,10,7,596295,Austin Gomber,641793,Zack Littell,1,19
2024-04-05,745524,Pittsburgh Pirates,Baltimore Orioles,2,5,683003,Jared Jones,680570,Grayson Rodriguez,1,31
2024-04-05,745361,San Francisco Giants,San Diego Padres,3,2,663855,Jordan Hicks,656302,Dylan Cease,1,2395
2024-04-05,746733,Cincinnati Reds,New York Mets,2,3,668881,Hunter Greene,500779,Jose Quintana,1,2602
2024-04-05,744874,Washington Nationals,Philadelphia Phillies,0,4,571578,Patrick Corbin,605400,Aaron Nola,1,3309
2024-04-05,747143,Atlanta Braves,Arizona Diamondbacks,6,5,675911,Spencer Strider,674072,Tommy Henry,1,4705
2024-04-05,746328,Kansas City Royals,Chicago White Sox,2,1,663903,Brady Singer,607200,Erick Fedde,1,7
2024-04-05,745033,Texas Rangers,Houston Astros,10,2,674003,Cody Bradford,686613,Hunter Brown,1,5325
2024-04-05,746007,Milwaukee Brewers,Seattle Mariners,6,5,642547,Freddy Peralta,669302,Logan Gilbert,1,32
2024-04-05,746249,Los Angeles Angels,Boston Red Sox,6,8,656288,Griffin Canning,676710,Kutter Crawford,1,1
2024-04-06,746498,Detroit Tigers,Oakland Athletics,0,4,628317,Kenta Maeda,621112,Paul Blackburn,1,2394
2024-04-06,745926,Minnesota Twins,Cleveland Guardians,1,3,657746,Joe Ryan,471911,Carlos Carrasco,1,3312
2024-04-06,745197,St. Louis Cardinals,Miami Marlins,3,1,571927,Steven Matz,669432,Trevor Rogers,1,2889
2024-04-06,746896,Chicago Cubs,Los Angeles Dodgers,1,4,696136,Jordan Wicks,808967,Yoshinobu Yamamoto,1,17
2024-04-06,745522,Pittsburgh Pirates,Baltimore Orioles,5,4,663559,Bailey Falter,669330,Tyler Wells,1,31
2024-04-06,744873,Washington Nationals,Philadelphia Phillies,2,5,663623,Jake Irvin,624133,Ranger Suarez,1,3309
2024-04-06,746731,Cincinnati Reds,New York Mets,9,6,607259,Nick Martinez,622663,Luis Severino,1,2602
2024-04-06,745031,Texas Rangers,Houston Astros,7,2,592351,Jon Gray,641585,J.P. France,1,5325
2024-04-06,745766,New York Yankees,Toronto Blue Jays,9,8,657376,Clarke Schmidt,592332,Kevin Gausman,1,3313
2024-04-06,746329,Kansas City Royals,Chicago White Sox,3,0,608379,Michael Wacha,623167,Chris Flexen,1,7
2024-04-06,746006,Milwaukee Brewers,Seattle Mariners,3,5,669084,DL Hall,682243,Bryce Miller,1,32
2024-04-06,747140,Atlanta Braves,Arizona Diamondbacks,9,8,608331,Max Fried,694297,Brandon Pfaadt,1,4705
2024-04-06,746575,Colorado Rockies,Tampa Bay Rays,6,8,663372,Ryan Feltner,641302,Tyler Alexander,1,19
2024-04-06,745359,San Francisco Giants,San Diego Padres,0,4,676775,Keaton Winn,650633,Michael King,1,2395
2024-04-06,746248,Los Angeles Angels,Boston Red Sox,2,1,672282,Reid Detmers,676477,Garrett Whitlock,1,1
2024-04-07,745523,Pittsburgh Pirates,Baltimore Orioles,3,2,594835,Marco Gonzales,665152,Dean Kremer,1,31
2024-04-07,744871,Washington Nationals,Philadelphia Phillies,3,2,669022,MacKenzie Gore,650911,Cristopher Sánchez,1,3309
2024-04-07,747141,Atlanta Braves,Arizona Diamondbacks,5,2,519242,Chris Sale,669194,Ryne Nelson,1,4705
2024-04-07,745765,New York Yankees,Toronto Blue Jays,8,3,661563,Luis Gil,670102,Bowden Francis,1,3313
2024-04-07,746734,Cincinnati Reds,New York Mets,1,3,671096,Andrew Abbott,640455,Sean Manaea,1,2602
2024-04-07,746493,Detroit Tigers,Oakland Athletics,1,7,656427,Jack Flaherty,671212,Joe Boyle,1,2394
2024-04-07,746330,Kansas City Royals,Chicago White Sox,5,3,679525,Alec Marsh,676979,Garrett Crochet,1,7
2024-04-07,746003,Milwaukee Brewers,Seattle Mariners,12,4,607067,Colin Rea,676106,Emerson Hancock,1,32
2024-04-07,745198,St. Louis Cardinals,Miami Marlins,3,10,502043,Kyle Gibson,676974,Max Meyer,1,2889
2024-04-07,746895,Chicago Cubs,Los Angeles Dodgers,8,1,684007,Shota Imanaga,694813,Gavin Stone,1,17
2024-04-07,746574,Colorado Rockies,Tampa Bay Rays,2,3,641712,Dakota Hudson,686752,Ryan Pepiot,1,19
2024-04-07,745362,San Francisco Giants,San Diego Padres,3,2,657277,Logan Webb,663362,Matt Waldron,1,2395
2024-04-07,746251,Los Angeles Angels,Boston Red Sox,2,12,681217,Chase Silseth,656557,Tanner Houck,1,1
2024-04-07,745032,Texas Rangers,Houston Astros,1,3,641540,Dane Dunning,669854,Ronel Blanco,1,5325
2024-04-08,746654,Cleveland Guardians,Chicago White Sox,4,0,663474,Triston McKenzie,621383,Tanner Banks,1,5
2024-04-08,745761,New York Yankees,Miami Marlins,7,0,641482,Nestor Cortes,666200,Jesús Luzardo,1,3313
2024-04-08,745520,Pittsburgh Pirates,Detroit Tigers,7,4,656605,Mitch Keller,681857,Reese Olson,1,31
2024-04-08,746735,Cincinnati Reds,Milwaukee Brewers,10,8,668933,Graham Ashcraft,676879,Aaron Ashby,1,2602
2024-04-08,744956,Toronto Blue Jays,Seattle Mariners,5,2,621244,José Berríos,622491,Luis Castillo,1,14
2024-04-08,747142,Atlanta Braves,New York Mets,7,8,450203,Charlie Morton,527054,Julio Teheran,1,4705
2024-04-08,745925,Minnesota Twins,Los Angeles Dodgers,2,4,641927,Bailey Ober,572020,James Paxton,1,3312
2024-04-08,745194,St. Louis Cardinals,Philadelphia Phillies,3,5,571945,Miles Mikolas,605513,Spencer Turnbull,1,2889
2024-04-08,745034,Texas Rangers,Houston Astros,5,10,571760,Andrew Heaney,668874,Blair Henley,1,5325
2024-04-08,746569,Colorado Rockies,Arizona Diamondbacks,7,5,607536,Kyle Freeland,668678,Zac Gallen,1,19
2024-04-08,746252,Los Angeles Angels,Tampa Bay Rays,7,1,542881,Tyler Anderson,621107,Zach Eflin,1,1
2024-04-08,745432,San Diego Padres,Chicago Cubs,9,8,506433,Yu Darvish,665871,Javier Assad,1,2680
2024-04-08,745363,San Francisco Giants,Washington Nationals,1,8,605483,Blake Snell,592866,Trevor Williams,1,2395
2024-04-09,745517,Pittsburgh Pirates,Detroit Tigers,3,5,527048,Martín Pérez,663554,Casey Mize,1,31
2024-04-09,746981,Boston Red Sox,Baltimore Orioles,1,7,678394,Brayan Bello,669203,Corbin Burnes,1,3
2024-04-09,746653,Cleveland Guardians,Chicago White Sox,5,7,671106,Logan Allen,647336,Michael Soroka,1,5
2024-04-09,746732,Cincinnati Reds,Milwaukee Brewers,5,9,593423,Frankie Montas,605452,Joe Ross,1,2602
2024-04-09,745762,New York Yankees,Miami Marlins,3,2,607074,Carlos Rodón,640462,A.J. Puk,1,3313
2024-04-09,744957,Toronto Blue Jays,Seattle Mariners,5,3,605135,Chris Bassitt,669923,George Kirby,1,14
2024-04-09,747138,Atlanta Braves,New York Mets,6,5,625643,Reynaldo López,605288,Adrian Houser,1,4705
2024-04-09,746326,Kansas City Royals,Houston Astros,4,3,666142,Cole Ragans,664299,Cristian Javier,1,7
2024-04-09,745924,Minnesota Twins,Los Angeles Dodgers,3,6,686973,Louis Varland,607192,Tyler Glasnow,1,3312
2024-04-09,745195,St. Louis Cardinals,Philadelphia Phillies,3,0,543243,Sonny Gray,554430,Zack Wheeler,1,2889
2024-04-09,745030,Texas Rangers,Oakland Athletics,3,4,543135,Nathan Eovaldi,622072,Alex Wood,1,5325
2024-04-09,746571,Colorado Rockies,Arizona Diamondbacks,2,3,615698,Cal Quantrill,518876,Merrill Kelly,1,19
2024-04-09,746250,Los Angeles Angels,Tampa Bay Rays,4,6,663776,Patrick Sandoval,650644,Aaron Civale,1,1
2024-04-09,745357,San Francisco Giants,Washington Nationals,3,5,690986,Kyle Harrison,672851,Joan Adon,1,2395
2024-04-09,745433,San Diego Padres,Chicago Cubs,1,5,605397,Joe Musgrove,676962,Ben Brown,1,2680
2024-04-10,745923,Minnesota Twins,Los Angeles Dodgers,3,2,663978,Chris Paddack,676272,Bobby Miller,1,3312
2024-04-10,745196,St. Louis Cardinals,Philadelphia Phillies,3,4,458681,Lance Lynn,605400,Aaron Nola,1,2889
2024-04-10,744950,Toronto Blue Jays,Seattle Mariners,1,6,579328,Yusei Kikuchi,669302,Logan Gilbert,1,14
2024-04-10,746573,Colorado Rockies,Arizona Diamondbacks,3,5,596295,Austin Gomber,674072,Tommy Henry,1,19
2024-04-10,745355,San Francisco Giants,Washington Nationals,7,1,663855,Jordan Hicks,571578,Patrick Corbin,1,2395
2024-04-10,746247,Los Angeles Angels,Tampa Bay Rays,2,4,667755,José Soriano,641793,Zack Littell,1,1
2024-04-10,746655,Cleveland Guardians,Chicago White Sox,7,6,676440,Tanner Bibee,607200,Erick Fedde,1,5
2024-04-10,745429,San Diego Padres,Chicago Cubs,10,2,656302,Dylan Cease,543294,Kyle Hendricks,1,2680
2024-04-10,746728,Cincinnati Reds,Milwaukee Brewers,2,7,668881,Hunter Greene,489119,Wade Miley,1,2602
2024-04-10,745763,New York Yankees,Miami Marlins,2,5,573186,Marcus Stroman,677960,Ryan Weathers,1,3313
2024-04-10,746980,Boston Red Sox,Baltimore Orioles,5,7,676710,Kutter Crawford,608344,Cole Irvin,1,3
2024-04-10,746323,Kansas City Royals,Houston Astros,11,2,607625,Seth Lugo,681293,Spencer Arrighetti,1,7
2024-04-10,745024,Texas Rangers,Oakland Athletics,6,2,674003,Cody Bradford,548389,Ross Stripling,1,5325
2024-04-11,747137,Atlanta Braves,New York Mets,4,16,642216,Allan Winans,500779,Jose Quintana,1,4705
2024-04-11,746322,Kansas City Royals,Houston Astros,13,3,663903,Brady Singer,686613,Hunter Brown,1,7
2024-04-11,745029,Texas Rangers,Oakland Athletics,0,1,592351,Jon Gray,676664,JP Sears,1,5325
2024-04-11,745601,Philadelphia Phillies,Pittsburgh Pirates,5,1,624133,Ranger Suarez,683003,Jared Jones,1,2681
2024-04-11,746977,Boston Red Sox,Baltimore Orioles,4,9,676477,Garrett Whitlock,680570,Grayson Rodriguez,1,3
2024-04-12,746491,Detroit Tigers,Minnesota Twins,8,2,669373,Tarik Skubal,641154,Pablo López,1,2394
2024-04-12,745596,Philadelphia Phillies,Pittsburgh Pirates,2,5,650911,Cristopher Sánchez,663559,Bailey Falter,1,2681
2024-04-12,745112,Tampa Bay Rays,San Francisco Giants,2,1,621097,Jacob Waguespack,676775,Keaton Winn,1,12
2024-04-12,747055,Baltimore Orioles,Milwaukee Brewers,1,11,669330,Tyler Wells,642547,Freddy Peralta,1,2
2024-04-12,744954,Toronto Blue Jays,Colorado Rockies,4,12,592332,Kevin Gausman,663372,Ryan Feltner,1,14
2024-04-12,746978,Boston Red Sox,Los Angeles Angels,0,7,656557,Tanner Houck,672282,Reid Detmers,1,3
2024-04-12,745838,New York Mets,Kansas City Royals,6,1,622663,Luis Severino,608379,Michael Wacha,1,3289
2024-04-12,746084,Miami Marlins,Atlanta Braves,1,8,669432,Trevor Rogers,608331,Max Fried,1,4169
2024-04-12,746812,Chicago White Sox,Cincinnati Reds,1,11,623167,Chris Flexen,671096,Andrew Abbott,1,4
2024-04-12,746408,Houston Astros,Texas Rangers,8,12,641585,J.P. France,641540,Dane Dunning,1,2392
2024-04-12,745679,Oakland Athletics,Washington Nationals,2,1,621112,Paul Blackburn,663623,Jake Irvin,1,10
2024-04-12,745274,Seattle Mariners,Chicago Cubs,4,2,682243,Bryce Miller,696136,Jordan Wicks,1,680
2024-04-12,747217,Arizona Diamondbacks,St. Louis Cardinals,6,9,694297,Brandon Pfaadt,571927,Steven Matz,1,15
2024-04-12,746162,Los Angeles Dodgers,San Diego Padres,7,8,808967,Yoshinobu Yamamoto,650633,Michael King,1,22
2024-04-13,746656,Cleveland Guardians,New York Yankees,2,3,471911,Carlos Carrasco,657376,Clarke Schmidt,1,5
2024-04-13,746658,Cleveland Guardians,New York Yankees,2,8,663474,Triston McKenzie,547001,Cody Poteet,2,5
2024-04-13,746489,Detroit Tigers,Minnesota Twins,5,11,628317,Kenta Maeda,657746,Joe Ryan,1,2394
2024-04-13,746490,Detroit Tigers,Minnesota Twins,1,4,666159,Matt Manning,680573,Simeon Woods Richardson,2,2394
2024-04-13,745839,New York Mets,Kansas City Royals,7,11,640455,Sean Manaea,679525,Alec Marsh,1,3289
2024-04-13,746811,Chicago White Sox,Cincinnati Reds,0,5,676979,Garrett Crochet,666157,Nick Lodolo,1,4
2024-04-13,744953,Toronto Blue Jays,Colorado Rockies,5,3,684320,Yariel Rodríguez,641712,Dakota Hudson,1,14
2024-04-13,746405,Houston Astros,Texas Rangers,9,2,669854,Ronel Blanco,571760,Andrew Heaney,1,2392
2024-04-13,745594,Philadelphia Phillies,Pittsburgh Pirates,4,3,605513,Spencer Turnbull,594835,Marco Gonzales,1,2681
2024-04-13,747054,Baltimore Orioles,Milwaukee Brewers,5,11,665152,Dean Kremer,669084,DL Hall,1,2
2024-04-13,745676,Oakland Athletics,Washington Nationals,1,3,671212,Joe Boyle,669022,MacKenzie Gore,1,10
2024-04-13,746979,Boston Red Sox,Los Angeles Angels,7,2,681867,Cooper Criswell,656288,Griffin Canning,1,3
2024-04-13,745110,Tampa Bay Rays,San Francisco Giants,2,11,686752,Ryan Pepiot,657277,Logan Webb,1,12
2024-04-13,746082,Miami Marlins,Atlanta Braves,5,1,676974,Max Meyer,519242,Chris Sale,1,4169
2024-04-13,747215,Arizona Diamondbacks,St. Louis Cardinals,4,2,669194,Ryne Nelson,502043,Kyle Gibson,1,15
2024-04-13,746161,Los Angeles Dodgers,San Diego Padres,5,2,694813,Gavin Stone,663362,Matt Waldron,1,22
2024-04-13,745272,Seattle Mariners,Chicago Cubs,1,4,676106,Emerson Hancock,684007,Shota Imanaga,1,680
2024-04-14,746975,Boston Red Sox,Los Angeles Angels,5,4,678394,Brayan Bello,542881,Tyler Anderson,1,3
2024-04-14,745595,Philadelphia Phillies,Pittsburgh Pirates,2,9,554430,Zack Wheeler,656605,Mitch Keller,1,2681
2024-04-14,747056,Baltimore Orioles,Milwaukee Brewers,6,4,669203,Corbin Burnes,607067,Colin Rea,1,2
2024-04-14,744952,Toronto Blue Jays,Colorado Rockies,5,0,621244,José Berríos,607536,Kyle Freeland,1,14
2024-04-14,745841,New York Mets,Kansas City Royals,2,1,676130,José Buttó,666142,Cole Ragans,1,3289
2024-04-14,745113,Tampa Bay Rays,San Francisco Giants,9,4,542888,Shawn Armstrong,605483,Blake Snell,1,12
2024-04-14,746492,Detroit Tigers,Minnesota Twins,4,3,656427,Jack Flaherty,641927,Bailey Ober,1,2394
2024-04-14,746079,Miami Marlins,Atlanta Braves,7,9,666200,Jesús Luzardo,450203,Charlie Morton,1,4169
2024-04-14,746648,Cleveland Guardians,New York Yankees,8,7,671106,Logan Allen,641482,Nestor Cortes,1,5
2024-04-14,746404,Houston Astros,Texas Rangers,8,5,664299,Cristian Javier,543135,Nathan Eovaldi,1,2392
2024-04-14,746810,Chicago White Sox,Cincinnati Reds,4,11,647336,Michael Soroka,668933,Graham Ashcraft,1,4
2024-04-14,745681,Oakland Athletics,Washington Nationals,7,6,622072,Alex Wood,592866,Trevor Williams,1,10
