date,id,home,away,hs,as,hsp,hsp_name,asp,asp_name,dh,venue
2024-05-06,745182,St. Louis Cardinals,New York Mets,3,4,502043,Kyle Gibson,640455,Sean Manaea,1,2889
2024-05-06,745669,Oakland Athletics,Texas Rangers,2,4,622072,Alex Wood,571760,Andrew Heaney,1,10
2024-05-06,746149,Los Angeles Dodgers,Miami Marlins,6,3,621111,Walker Buehler,682610,Roddery Muñoz,1,22
2024-05-07,745668,Oakland Athletics,Texas Rangers,8,15,548389,Ross Stripling,570632,José Ureña,1,10
2024-05-07,746638,Cleveland Guardians,Detroit Tigers,7,11,671106,Logan Allen,628317,Kenta Maeda,1,5
2024-05-07,746718,Cincinnati Reds,Arizona Diamondbacks,2,6,593423,Frankie Montas,668678,Zac Gallen,1,2602
2024-05-07,745508,Pittsburgh Pirates,Los Angeles Angels,0,9,682990,Quinn Priester,663776,Patrick Sandoval,1,31
2024-05-07,745586,Philadelphia Phillies,Toronto Blue Jays,10,1,650911,Cristopher Sánchez,621244,José Berríos,1,2681
2024-05-07,744859,Washington Nationals,Baltimore Orioles,3,0,592866,Trevor Williams,669203,Corbin Burnes,1,3309
2024-05-07,745095,Tampa Bay Rays,Chicago White Sox,5,1,621107,Zach Eflin,647336,Michael Soroka,1,12
2024-05-07,745752,New York Yankees,Houston Astros,10,3,661563,Luis Gil,434378,Justin Verlander,1,3313
2024-05-07,747126,Atlanta Braves,Boston Red Sox,4,2,625643,Reynaldo López,676710,Kutter Crawford,1,4705
2024-05-07,746885,Chicago Cubs,San Diego Padres,3,2,684007,Shota Imanaga,681190,Randy Vásquez,1,17
2024-05-07,745915,Minnesota Twins,Seattle Mariners,6,10,641927,Bailey Ober,676106,Emerson Hancock,1,3312
2024-05-07,746315,Kansas City Royals,Milwaukee Brewers,5,6,607625,Seth Lugo,607067,Colin Rea,1,7
2024-05-07,745186,St. Louis Cardinals,New York Mets,5,7,571945,Miles Mikolas,676130,José Buttó,1,2889
2024-05-07,746559,Colorado Rockies,San Francisco Giants,0,5,641712,Dakota Hudson,690986,Kyle Harrison,1,19
2024-05-07,746147,Los Angeles Dodgers,Miami Marlins,8,2,808967,Yoshinobu Yamamoto,665795,Edward Cabrera,1,22
2024-05-08,745507,Pittsburgh Pirates,Los Angeles Angels,4,5,527048,Martín Pérez,667755,José Soriano,1,31
2024-05-08,745584,Philadelphia Phillies,Toronto Blue Jays,3,5,605400,Aaron Nola,605135,Chris Bassitt,1,2681
2024-05-08,746640,Cleveland Guardians,Detroit Tigers,5,4,676440,Tanner Bibee,681857,Reese Olson,1,5
2024-05-08,746312,Kansas City Royals,Milwaukee Brewers,6,4,663903,Brady Singer,605452,Joe Ross,1,7
2024-05-08,746879,Chicago Cubs,San Diego Padres,0,3,669713,Hayden Wesneski,656302,Dylan Cease,1,17
2024-05-08,746151,Los Angeles Dodgers,Miami Marlins,3,1,694813,Gavin Stone,677960,Ryan Weathers,1,22
2024-05-08,745664,Oakland Athletics,Texas Rangers,9,4,676664,JP Sears,547179,Michael Lorenzen,1,10
2024-05-08,745659,Oakland Athletics,Texas Rangers,11,12,674370,Osvaldo Bido,683004,Jack Leiter,2,10
2024-05-08,746717,Cincinnati Reds,Arizona Diamondbacks,3,4,668933,Graham Ashcraft,656756,Jordan Montgomery,1,2602
2024-05-08,744858,Washington Nationals,Baltimore Orioles,6,7,680730,Mitchell Parker,680694,Kyle Bradish,1,3309
2024-05-08,745097,Tampa Bay Rays,Chicago White Sox,1,4,650644,Aaron Civale,623167,Chris Flexen,1,12
2024-05-08,745749,New York Yankees,Houston Astros,9,4,607074,Carlos Rodón,681293,Spencer Arrighetti,1,3313
2024-05-08,747127,Atlanta Braves,Boston Red Sox,5,0,519242,Chris Sale,601713,Nick Pivetta,1,4705
2024-05-08,745906,Minnesota Twins,Seattle Mariners,6,3,663978,Chris Paddack,669923,George Kirby,1,3312
2024-05-08,746562,Colorado Rockies,San Francisco Giants,6,8,663567,Peter Lambert,663855,Jordan Hicks,1,19
2024-05-09,746715,Cincinnati Reds,Arizona Diamondbacks,4,5,668881,Hunter Greene,677944,Slade Cecconi,1,2602
2024-05-09,745910,Minnesota Twins,Seattle Mariners,11,1,641154,Pablo López,669302,Logan Gilbert,1,3312
2024-05-09,746563,Colorado Rockies,San Francisco Giants,9,1,615698,Cal Quantrill,676775,Keaton Winn,1,19
2024-05-09,745748,New York Yankees,Houston Astros,3,4,573186,Marcus Stroman,669854,Ronel Blanco,1,3313
2024-05-09,746802,Chicago White Sox,Cleveland Guardians,3,2,607200,Erick Fedde,594902,Ben Lively,1,4
2024-05-09,745995,Milwaukee Brewers,St. Louis Cardinals,7,1,668964,Tobias Myers,543243,Sonny Gray,1,32
2024-05-09,746241,Los Angeles Angels,Kansas City Royals,4,10,672282,Reid Detmers,608379,Michael Wacha,1,1
2024-05-10,746479,Detroit Tigers,Houston Astros,2,5,663554,Casey Mize,664285,Framber Valdez,1,2394
2024-05-10,745506,Pittsburgh Pirates,Chicago Cubs,2,7,683003,Jared Jones,665871,Javier Assad,1,31
2024-05-10,745094,Tampa Bay Rays,New York Yankees,0,2,671737,Taj Bradley,657376,Clarke Schmidt,1,12
2024-05-10,747043,Baltimore Orioles,Arizona Diamondbacks,4,2,608344,Cole Irvin,694297,Brandon Pfaadt,1,2
2024-05-10,744940,Toronto Blue Jays,Minnesota Twins,2,3,579328,Yusei Kikuchi,657746,Joe Ryan,1,14
2024-05-10,746964,Boston Red Sox,Washington Nationals,1,5,656557,Tanner Houck,571578,Patrick Corbin,1,3
2024-05-10,745827,New York Mets,Atlanta Braves,2,4,500779,Jose Quintana,450203,Charlie Morton,1,3289
2024-05-10,746071,Miami Marlins,Philadelphia Phillies,2,8,669432,Trevor Rogers,624133,Ranger Suarez,1,4169
2024-05-10,746801,Chicago White Sox,Cleveland Guardians,6,3,676979,Garrett Crochet,471911,Carlos Carrasco,1,4
2024-05-10,745993,Milwaukee Brewers,St. Louis Cardinals,11,2,688107,Robert Gasser,458681,Lance Lynn,1,32
2024-05-10,746553,Colorado Rockies,Texas Rangers,4,2,596295,Austin Gomber,592351,Jon Gray,1,19
2024-05-10,746240,Los Angeles Angels,Kansas City Royals,1,2,656288,Griffin Canning,679525,Alec Marsh,1,1
2024-05-10,745421,San Diego Padres,Los Angeles Dodgers,2,1,650633,Michael King,607192,Tyler Glasnow,1,2680
2024-05-10,745264,Seattle Mariners,Oakland Athletics,8,1,693433,Bryan Woo,621112,Paul Blackburn,1,680
2024-05-10,745340,San Francisco Giants,Cincinnati Reds,2,4,657277,Logan Webb,671096,Andrew Abbott,1,2395
2024-05-11,744943,Toronto Blue Jays,Minnesota Twins,10,8,592332,Kevin Gausman,680573,Simeon Woods Richardson,1,14
2024-05-11,747041,Baltimore Orioles,Arizona Diamondbacks,5,4,607644,John Means,669194,Ryne Nelson,1,2
2024-05-11,745505,Pittsburgh Pirates,Chicago Cubs,10,9,694973,Paul Skenes,657006,Justin Steele,1,31
2024-05-11,746963,Boston Red Sox,Washington Nationals,4,2,681867,Cooper Criswell,663623,Jake Irvin,1,3
2024-05-11,745828,New York Mets,Atlanta Braves,1,4,681035,Christian Scott,608331,Max Fried,1,3289
2024-05-11,746069,Miami Marlins,Philadelphia Phillies,3,8,666200,Jesús Luzardo,592836,Taijuan Walker,1,4169
2024-05-11,745096,Tampa Bay Rays,New York Yankees,7,2,641793,Zack Littell,641482,Nestor Cortes,1,12
2024-05-11,746480,Detroit Tigers,Houston Astros,8,2,669373,Tarik Skubal,664299,Cristian Javier,1,2394
2024-05-11,746797,Chicago White Sox,Cleveland Guardians,3,1,605182,Mike Clevinger,663474,Triston McKenzie,1,4
2024-05-11,745344,San Francisco Giants,Cincinnati Reds,5,1,696131,Mason Black,666157,Nick Lodolo,1,2395
2024-05-11,745994,Milwaukee Brewers,St. Louis Cardinals,5,3,642547,Freddy Peralta,502043,Kyle Gibson,1,32
2024-05-11,746554,Colorado Rockies,Texas Rangers,8,3,663372,Ryan Feltner,571760,Andrew Heaney,1,19
2024-05-11,745422,San Diego Padres,Los Angeles Dodgers,0,5,663362,Matt Waldron,572020,James Paxton,1,2680
2024-05-11,746232,Los Angeles Angels,Kansas City Royals,9,3,542881,Tyler Anderson,666142,Cole Ragans,1,1
2024-05-11,745262,Seattle Mariners,Oakland Athletics,1,8,682243,Bryce Miller,683155,Joey Estes,1,680
2024-05-12,747042,Baltimore Orioles,Arizona Diamondbacks,2,9,665152,Dean Kremer,668678,Zac Gallen,1,2
2024-05-12,746965,Boston Red Sox,Washington Nationals,3,2,678394,Brayan Bello,669022,MacKenzie Gore,1,3
2024-05-12,745499,Pittsburgh Pirates,Chicago Cubs,4,5,663559,Bailey Falter,543294,Kyle Hendricks,1,31
2024-05-12,744941,Toronto Blue Jays,Minnesota Twins,1,5,666201,Alek Manoah,641927,Bailey Ober,1,14
2024-05-12,746476,Detroit Tigers,Houston Astros,3,9,656427,Jack Flaherty,434378,Justin Verlander,1,2394
2024-05-12,746068,Miami Marlins,Philadelphia Phillies,7,6,666129,Braxton Garrett,554430,Zack Wheeler,1,4169
2024-05-12,745092,Tampa Bay Rays,New York Yankees,6,10,641302,Tyler Alexander,661563,Luis Gil,1,12
2024-05-12,746798,Chicago White Sox,Cleveland Guardians,0,7,647336,Michael Soroka,671106,Logan Allen,1,4
2024-05-12,745990,Milwaukee Brewers,St. Louis Cardinals,3,4,669060,Bryse Wilson,571945,Miles Mikolas,1,32
2024-05-12,746555,Colorado Rockies,Texas Rangers,3,1,621389,Ty Blach,570632,José Ureña,1,19
2024-05-12,745345,San Francisco Giants,Cincinnati Reds,6,5,690986,Kyle Harrison,593423,Frankie Montas,1,2395
2024-05-12,746234,Los Angeles Angels,Kansas City Royals,2,4,663776,Patrick Sandoval,607625,Seth Lugo,1,1
2024-05-12,745419,San Diego Padres,Los Angeles Dodgers,4,0,506433,Yu Darvish,621111,Walker Buehler,1,2680
2024-05-12,745255,Seattle Mariners,Oakland Athletics,8,4,622491,Luis Castillo,622072,Alex Wood,1,680
2024-05-12,745825,New York Mets,Atlanta Braves,4,3,622663,Luis Severino,693821,Bryce Elder,1,3289
2024-05-13,747040,Baltimore Orioles,Toronto Blue Jays,2,3,669203,Corbin Burnes,621244,José Berríos,1,2
2024-05-13,746471,Detroit Tigers,Miami Marlins,6,5,666159,Matt Manning,664350,Sixto Sánchez,1,2394
2024-05-13,746961,Boston Red Sox,Tampa Bay Rays,3,5,676710,Kutter Crawford,621107,Zach Eflin,1,3
2024-05-13,745826,New York Mets,Philadelphia Phillies,4,5,640455,Sean Manaea,650911,Cristopher Sánchez,1,3289
2024-05-13,747128,Atlanta Braves,Chicago Cubs,2,0,625643,Reynaldo López,684007,Shota Imanaga,1,4705
2024-05-13,745991,Milwaukee Brewers,Pittsburgh Pirates,6,8,607067,Colin Rea,656605,Mitch Keller,1,32
2024-05-13,745019,Texas Rangers,Cleveland Guardians,0,7,547179,Michael Lorenzen,676440,Tanner Bibee,1,5325
2024-05-13,746393,Houston Astros,Oakland Athletics,9,2,681293,Spencer Arrighetti,548389,Ross Stripling,1,2392
2024-05-13,746233,Los Angeles Angels,St. Louis Cardinals,5,10,667755,José Soriano,669461,Matthew Liberatore,1,1
2024-05-13,747204,Arizona Diamondbacks,Cincinnati Reds,6,5,656756,Jordan Montgomery,668933,Graham Ashcraft,1,15
2024-05-13,745420,San Diego Padres,Colorado Rockies,4,5,681190,Randy Vásquez,641712,Dakota Hudson,1,2680
2024-05-13,745256,Seattle Mariners,Kansas City Royals,6,2,669923,George Kirby,663903,Brady Singer,1,680
2024-05-13,745343,San Francisco Giants,Los Angeles Dodgers,4,6,663855,Jordan Hicks,808967,Yoshinobu Yamamoto,1,2395
2024-05-14,745821,New York Mets,Philadelphia Phillies,0,4,676130,José Buttó,605400,Aaron Nola,1,3289
2024-05-14,746796,Chicago White Sox,Washington Nationals,3,6,623167,Chris Flexen,592866,Trevor Williams,1,4
2024-05-14,746799,Chicago White Sox,Washington Nationals,4,0,607200,Erick Fedde,680730,Mitchell Parker,2,4
2024-05-14,746473,Detroit Tigers,Miami Marlins,0,1,681857,Reese Olson,677960,Ryan Weathers,1,2394
2024-05-14,746962,Boston Red Sox,Tampa Bay Rays,5,4,601713,Nick Pivetta,650644,Aaron Civale,1,3
2024-05-14,747124,Atlanta Braves,Chicago Cubs,7,0,519242,Chris Sale,592791,Jameson Taillon,1,4705
2024-05-14,745909,Minnesota Twins,New York Yankees,1,5,663978,Chris Paddack,607074,Carlos Rodón,1,3312
2024-05-14,745989,Milwaukee Brewers,Pittsburgh Pirates,4,3,605452,Joe Ross,682990,Quinn Priester,1,32
2024-05-14,745014,Texas Rangers,Cleveland Guardians,4,7,683004,Jack Leiter,594902,Ben Lively,1,5325
2024-05-14,746396,Houston Astros,Oakland Athletics,2,1,669854,Ronel Blanco,676664,JP Sears,1,2392
2024-05-14,746235,Los Angeles Angels,St. Louis Cardinals,6,7,672282,Reid Detmers,543243,Sonny Gray,1,1
2024-05-14,747205,Arizona Diamondbacks,Cincinnati Reds,2,6,677944,Slade Cecconi,668881,Hunter Greene,1,15
2024-05-14,745418,San Diego Padres,Colorado Rockies,3,6,656302,Dylan Cease,615698,Cal Quantrill,1,2680
2024-05-14,745257,Seattle Mariners,Kansas City Royals,2,4,669302,Logan Gilbert,608379,Michael Wacha,1,680
2024-05-14,745342,San Francisco Giants,Los Angeles Dodgers,2,10,676775,Keaton Winn,694813,Gavin Stone,1,2395
2024-05-15,747038,Baltimore Orioles,Toronto Blue Jays,3,2,680694,Kyle Bradish,579328,Yusei Kikuchi,1,2
2024-05-15,746472,Detroit Tigers,Miami Marlins,0,2,663554,Casey Mize,669432,Trevor Rogers,1,2394
2024-05-15,745992,Milwaukee Brewers,Pittsburgh Pirates,10,2,688107,Robert Gasser,527048,Martín Pérez,1,32
2024-05-15,746795,Chicago White Sox,Washington Nationals,2,0,676979,Garrett Crochet,571578,Patrick Corbin,1,4
2024-05-15,747203,Arizona Diamondbacks,Cincinnati Reds,2,1,694297,Brandon Pfaadt,671096,Andrew Abbott,1,15
2024-05-15,745417,San Diego Padres,Colorado Rockies,0,8,650633,Michael King,596295,Austin Gomber,1,2680
2024-05-15,745259,Seattle Mariners,Kansas City Royals,4,2,693433,Bryan Woo,679525,Alec Marsh,1,680
2024-05-15,745582,Philadelphia Phillies,New York Mets,10,5,624133,Ranger Suarez,664192,Joey Lucchesi,1,2681
2024-05-15,746960,Boston Red Sox,Tampa Bay Rays,3,4,656557,Tanner Houck,671737,Taj Bradley,1,3
2024-05-15,747123,Atlanta Braves,Chicago Cubs,1,7,450203,Charlie Morton,665871,Javier Assad,1,4705
2024-05-15,745908,Minnesota Twins,New York Yankees,0,4,641154,Pablo López,573186,Marcus Stroman,1,3312
2024-05-15,745015,Texas Rangers,Cleveland Guardians,4,0,592351,Jon Gray,471911,Carlos Carrasco,1,5325
2024-05-15,746397,Houston Astros,Oakland Athletics,3,0,664285,Framber Valdez,605156,Aaron Brooks,1,2392
2024-05-15,746231,Los Angeles Angels,St. Louis Cardinals,7,2,656288,Griffin Canning,458681,Lance Lynn,1,1
2024-05-15,745341,San Francisco Giants,Los Angeles Dodgers,4,1,657277,Logan Webb,622694,Elieser Hernández,1,2395
2024-05-16,745907,Minnesota Twins,New York Yankees,0,5,657746,Joe Ryan,657376,Clarke Schmidt,1,3312
2024-05-16,745580,Philadelphia Phillies,New York Mets,5,6,592836,Taijuan Walker,500779,Jose Quintana,1,2681
2024-05-16,746959,Boston Red Sox,Tampa Bay Rays,5,7,681867,Cooper Criswell,641793,Zack Littell,1,3
2024-05-16,746881,Chicago Cubs,Pittsburgh Pirates,4,5,657006,Justin Steele,683003,Jared Jones,1,17
2024-05-16,746391,Houston Astros,Oakland Athletics,8,1,664299,Cristian Javier,683155,Joey Estes,1,2392
2024-05-16,746150,Los Angeles Dodgers,Cincinnati Reds,2,7,607192,Tyler Glasnow,608718,Brent Suter,1,22
2024-05-17,746878,Chicago Cubs,Pittsburgh Pirates,3,9,543294,Kyle Hendricks,694973,Paul Skenes,1,17
2024-05-17,745579,Philadelphia Phillies,Washington Nationals,4,2,554430,Zack Wheeler,663623,Jake Irvin,1,2681
2024-05-17,747037,Baltimore Orioles,Seattle Mariners,9,2,607644,John Means,682243,Bryce Miller,1,2
2024-05-17,745747,New York Yankees,Chicago White Sox,4,2,641482,Nestor Cortes,605182,Mike Clevinger,1,3313
2024-05-17,744934,Toronto Blue Jays,Tampa Bay Rays,3,4,605135,Chris Bassitt,641302,Tyler Alexander,1,14
2024-05-17,746641,Cleveland Guardians,Minnesota Twins,3,2,663474,Triston McKenzie,680573,Simeon Woods Richardson,1,5
2024-05-17,746065,Miami Marlins,New York Mets,8,0,666200,Jesús Luzardo,681035,Christian Scott,1,4169
2024-05-17,747122,Atlanta Braves,San Diego Padres,1,3,608331,Max Fried,663362,Matt Waldron,1,4705
2024-05-17,746310,Kansas City Royals,Oakland Athletics,6,2,666142,Cole Ragans,687765,Mitch Spence,1,7
2024-05-17,745016,Texas Rangers,Los Angeles Angels,3,9,571760,Andrew Heaney,542881,Tyler Anderson,1,5325
2024-05-17,746388,Houston Astros,Milwaukee Brewers,5,4,686613,Hunter Brown,642547,Freddy Peralta,1,2392
2024-05-17,745178,St. Louis Cardinals,Boston Red Sox,10,6,502043,Kyle Gibson,678394,Brayan Bello,1,2889
2024-05-17,747201,Arizona Diamondbacks,Detroit Tigers,0,13,669194,Ryne Nelson,669373,Tarik Skubal,1,15
2024-05-17,746148,Los Angeles Dodgers,Cincinnati Reds,7,3,572020,James Paxton,593423,Frankie Montas,1,22
2024-05-17,745335,San Francisco Giants,Colorado Rockies,10,5,696131,Mason Black,663372,Ryan Feltner,1,2395
2024-05-18,745744,New York Yankees,Chicago White Sox,6,1,661563,Luis Gil,641745,Brad Keller,1,3313
2024-05-18,746882,Chicago Cubs,Pittsburgh Pirates,1,0,684007,Shota Imanaga,663559,Bailey Falter,1,17
2024-05-18,744938,Toronto Blue Jays,Tampa Bay Rays,4,5,592332,Kevin Gausman,621107,Zach Eflin,1,14
2024-05-18,747036,Baltimore Orioles,Seattle Mariners,3,4,680570,Grayson Rodriguez,622491,Luis Castillo,1,2
2024-05-18,745339,San Francisco Giants,Colorado Rockies,14,4,690986,Kyle Harrison,621389,Ty Blach,1,2395
2024-05-18,746067,Miami Marlins,New York Mets,10,9,666129,Braxton Garrett,622663,Luis Severino,1,4169
2024-05-18,745581,Philadelphia Phillies,Washington Nationals,4,3,650911,Cristopher Sánchez,669022,MacKenzie Gore,1,2681
2024-05-18,746642,Cleveland Guardians,Minnesota Twins,11,4,671106,Logan Allen,641927,Bailey Ober,1,5
2024-05-18,746308,Kansas City Royals,Oakland Athletics,5,3,607625,Seth Lugo,548389,Ross Stripling,1,7
2024-05-18,746389,Houston Astros,Milwaukee Brewers,2,4,434378,Justin Verlander,669060,Bryse Wilson,1,2392
2024-05-18,745177,St. Louis Cardinals,Boston Red Sox,7,2,571945,Miles Mikolas,676710,Kutter Crawford,1,2889
2024-05-18,745013,Texas Rangers,Los Angeles Angels,3,2,570632,José Ureña,663776,Patrick Sandoval,1,5325
2024-05-18,747202,Arizona Diamondbacks,Detroit Tigers,3,8,668678,Zac Gallen,656427,Jack Flaherty,1,15
2024-05-18,746142,Los Angeles Dodgers,Cincinnati Reds,4,0,621111,Walker Buehler,668933,Graham Ashcraft,1,22
2024-05-19,745179,St. Louis Cardinals,Boston Red Sox,3,11,669461,Matthew Liberatore,601713,Nick Pivetta,1,2889
2024-05-19,747035,Baltimore Orioles,Seattle Mariners,6,3,669203,Corbin Burnes,669923,George Kirby,1,2
2024-05-19,745577,Philadelphia Phillies,Washington Nationals,11,5,605400,Aaron Nola,592866,Trevor Williams,1,2681
2024-05-19,745745,New York Yankees,Chicago White Sox,7,2,607074,Carlos Rodón,623167,Chris Flexen,1,3313
2024-05-19,744937,Toronto Blue Jays,Tampa Bay Rays,5,2,666201,Alek Manoah,650644,Aaron Civale,1,14
2024-05-19,746636,Cleveland Guardians,Minnesota Twins,5,2,676440,Tanner Bibee,663978,Chris Paddack,1,5
2024-05-19,746064,Miami Marlins,New York Mets,3,7,664350,Sixto Sánchez,640455,Sean Manaea,1,4169
2024-05-19,746306,Kansas City Royals,Oakland Athletics,8,4,663903,Brady Singer,676664,JP Sears,1,7
2024-05-19,746392,Houston Astros,Milwaukee Brewers,9,4,681293,Spencer Arrighetti,607067,Colin Rea,1,2392
2024-05-19,746880,Chicago Cubs,Pittsburgh Pirates,2,3,592791,Jameson Taillon,656605,Mitch Keller,1,17
2024-05-19,745012,Texas Rangers,Los Angeles Angels,1,4,547179,Michael Lorenzen,667755,José Soriano,1,5325
2024-05-19,745336,San Francisco Giants,Colorado Rockies,4,1,663855,Jordan Hicks,641712,Dakota Hudson,1,2395
2024-05-19,747198,Arizona Diamondbacks,Detroit Tigers,6,4,656756,Jordan Montgomery,666159,Matt Manning,1,15
2024-05-19,746144,Los Angeles Dodgers,Cincinnati Reds,3,2,689017,Landon Knack,668881,Hunter Greene,1,22
2024-05-19,747120,Atlanta Braves,San Diego Padres,1,9,693821,Bryce Elder,506433,Yu Darvish,1,4705
2024-05-20,747119,Atlanta Braves,San Diego Padres,5,6,625643,Reynaldo López,656302,Dylan Cease,1,4705
2024-05-20,747121,Atlanta Braves,San Diego Padres,3,0,519242,Chris Sale,681190,Randy Vásquez,2,4705
2024-05-20,744935,Toronto Blue Jays,Chicago White Sox,9,3,621244,José Berríos,607200,Erick Fedde,1,14
2024-05-20,746637,Cleveland Guardians,New York Mets,3,1,594902,Ben Lively,656731,Tylor Megill,1,5
2024-05-20,746066,Miami Marlins,Milwaukee Brewers,3,2,677960,Ryan Weathers,605452,Joe Ross,1,4169
2024-05-20,744857,Washington Nationals,Minnesota Twins,12,3,680730,Mitchell Parker,641154,Pablo López,1,3309
2024-05-20,745093,Tampa Bay Rays,Boston Red Sox,0,5,671737,Taj Bradley,656557,Tanner Houck,1,12
2024-05-20,745746,New York Yankees,Seattle Mariners,4,5,573186,Marcus Stroman,669302,Logan Gilbert,1,3313
2024-05-20,746307,Kansas City Royals,Detroit Tigers,8,3,608379,Michael Wacha,681857,Reese Olson,1,7
2024-05-20,745181,St. Louis Cardinals,Baltimore Orioles,6,3,543243,Sonny Gray,665152,Dean Kremer,1,2889
2024-05-20,746390,Houston Astros,Los Angeles Angels,7,9,664285,Framber Valdez,672282,Reid Detmers,1,2392
2024-05-20,746146,Los Angeles Dodgers,Arizona Diamondbacks,6,4,808967,Yoshinobu Yamamoto,573009,Joe Mantiply,1,22
2024-05-21,746633,Cleveland Guardians,New York Mets,7,6,675540,Xzavion Curry,605288,Adrian Houser,1,5
2024-05-21,746716,Cincinnati Reds,San Diego Padres,2,0,671096,Andrew Abbott,605397,Joe Musgrove,1,2602
2024-05-21,745503,Pittsburgh Pirates,San Francisco Giants,7,6,527048,Martín Pérez,657277,Logan Webb,1,31
2024-05-21,745578,Philadelphia Phillies,Texas Rangers,5,2,624133,Ranger Suarez,592351,Jon Gray,1,2681
2024-05-21,746058,Miami Marlins,Milwaukee Brewers,5,7,669432,Trevor Rogers,688107,Robert Gasser,1,4169
2024-05-21,744860,Washington Nationals,Minnesota Twins,0,10,571578,Patrick Corbin,657746,Joe Ryan,1,3309
2024-05-21,745090,Tampa Bay Rays,Boston Red Sox,2,5,641793,Zack Littell,681867,Cooper Criswell,1,12
2024-05-21,745742,New York Yankees,Seattle Mariners,3,6,657376,Clarke Schmidt,693433,Bryan Woo,1,3313
2024-05-21,744936,Toronto Blue Jays,Chicago White Sox,0,5,579328,Yusei Kikuchi,676979,Garrett Crochet,1,14
2024-05-21,746309,Kansas City Royals,Detroit Tigers,10,3,679525,Alec Marsh,663554,Casey Mize,1,7
2024-05-21,746875,Chicago Cubs,Atlanta Braves,4,3,665871,Javier Assad,450203,Charlie Morton,1,17
2024-05-21,745180,St. Louis Cardinals,Baltimore Orioles,3,1,458681,Lance Lynn,680694,Kyle Bradish,1,2889
2024-05-21,746385,Houston Astros,Los Angeles Angels,6,5,664299,Cristian Javier,656288,Griffin Canning,1,2392
2024-05-21,745662,Oakland Athletics,Colorado Rockies,5,4,605156,Aaron Brooks,615698,Cal Quantrill,1,10
2024-05-21,746145,Los Angeles Dodgers,Arizona Diamondbacks,3,7,694813,Gavin Stone,694297,Brandon Pfaadt,1,22
2024-05-21,745180,St. Louis Cardinals,Baltimore Orioles,3,1,458681,Lance Lynn,680694,Kyle Bradish,1,2889
2024-05-22,744856,Washington Nationals,Minnesota Twins,2,3,663623,Jake Irvin,680573,Simeon Woods Richardson,1,3309
2024-05-22,746634,Cleveland Guardians,New York Mets,6,3,663474,Triston McKenzie,500779,Jose Quintana,1,5
2024-05-22,745173,St. Louis Cardinals,Baltimore Orioles,5,4,502043,Kyle Gibson,607644,John Means,1,2889
2024-05-22,746386,Houston Astros,Los Angeles Angels,1,2,686613,Hunter Brown,542881,Tyler Anderson,1,2392
2024-05-22,746304,Kansas City Royals,Detroit Tigers,8,3,666142,Cole Ragans,669373,Tarik Skubal,1,7
2024-05-22,746712,Cincinnati Reds,San Diego Padres,3,7,607259,Nick Martinez,650633,Michael King,1,2602
2024-05-22,745502,Pittsburgh Pirates,San Francisco Giants,5,9,683003,Jared Jones,605483,Blake Snell,1,31
2024-05-22,745576,Philadelphia Phillies,Texas Rangers,11,4,592836,Taijuan Walker,641540,Dane Dunning,1,2681
2024-05-22,746063,Miami Marlins,Milwaukee Brewers,1,0,666200,Jesús Luzardo,642547,Freddy Peralta,1,4169
2024-05-22,745089,Tampa Bay Rays,Boston Red Sox,5,8,686752,Ryan Pepiot,678394,Brayan Bello,1,12
2024-05-22,745743,New York Yankees,Seattle Mariners,7,3,641482,Nestor Cortes,682243,Bryce Miller,1,3313
2024-05-22,744933,Toronto Blue Jays,Chicago White Sox,9,2,605135,Chris Bassitt,680897,Nick Nastrini,1,14
2024-05-22,746876,Chicago Cubs,Atlanta Braves,2,9,657006,Justin Steele,608331,Max Fried,1,17
2024-05-22,745661,Oakland Athletics,Colorado Rockies,3,4,687765,Mitch Spence,596295,Austin Gomber,1,10
2024-05-22,746143,Los Angeles Dodgers,Arizona Diamondbacks,0,6,607192,Tyler Glasnow,676714,Brandon Hughes,1,22
2024-05-23,745500,Pittsburgh Pirates,San Francisco Giants,6,7,694973,Paul Skenes,669062,Erik Miller,1,31
2024-05-23,745741,New York Yankees,Seattle Mariners,5,0,661563,Luis Gil,622491,Luis Castillo,1,3313
2024-05-23,745573,Philadelphia Phillies,Texas Rangers,5,2,554430,Zack Wheeler,571760,Andrew Heaney,1,2681
2024-05-23,746714,Cincinnati Reds,San Diego Padres,4,6,593423,Frankie Montas,663362,Matt Waldron,1,2602
2024-05-23,746874,Chicago Cubs,Atlanta Braves,0,3,676962,Ben Brown,700363,AJ Smith-Shawver,1,17
2024-05-23,745660,Oakland Athletics,Colorado Rockies,10,9,683155,Joey Estes,663372,Ryan Feltner,1,10
2024-05-23,746474,Detroit Tigers,Toronto Blue Jays,1,9,656427,Jack Flaherty,592332,Kevin Gausman,1,2394
2024-05-23,746792,Chicago White Sox,Baltimore Orioles,6,8,605182,Mike Clevinger,680570,Grayson Rodriguez,1,4
2024-05-24,746475,Detroit Tigers,Toronto Blue Jays,6,2,628317,Kenta Maeda,666201,Alek Manoah,1,2394
2024-05-24,745501,Pittsburgh Pirates,Atlanta Braves,11,5,663559,Bailey Falter,678061,Ray Kerr,1,31
2024-05-24,744853,Washington Nationals,Seattle Mariners,6,1,669022,MacKenzie Gore,669923,George Kirby,1,3309
2024-05-24,745087,Tampa Bay Rays,Kansas City Royals,1,8,542888,Shawn Armstrong,607625,Seth Lugo,1,12
