date,id,home,away,hs,as,type,hfg,afg,h3,a3,hreb,areb,hto,ato,spread,total,hml,aml
2022-10-21,401468178,New York Knicks,Detroit Pistons,130,106,,,,,,,,,,,,,
2022-10-22,401468179,Houston Rockets,Memphis Grizzlies,122,129,,,,,,,,,,,,,
2022-10-22,401468180,Minnesota Timberwolves,Utah Jazz,126,132,,,,,,,,,,,,,
2022-10-22,401468181,Golden State Warriors,Denver Nuggets,123,128,,,,,,,,,,,,,
2022-10-22,401468182,Portland Trail Blazers,Phoenix Suns,113,111,,,,,,,,,,,,,
2022-10-22,401468183,Philadelphia 76ers,San Antonio Spurs,105,114,,,,,,,,,,,,,
2022-10-22,401468184,Indiana Pacers,Detroit Pistons,124,115,,,,,,,,,,,,,
2022-10-22,401468185,Orlando Magic,Boston Celtics,120,126,,,,,,,,,,,,,
2022-10-23,401468186,Miami Heat,Toronto Raptors,112,109,,,,,,,,,,,,,
2022-10-23,401468187,Chicago Bulls,Cleveland Cavaliers,96,128,,,,,,,,,,,,,
2022-10-23,401468188,Milwaukee Bucks,Houston Rockets,125,105,,,,,,,,,,,,,
2022-10-23,401468189,Dallas Mavericks,Memphis Grizzlies,137,96,,,,,,,,,,,,,
2022-10-23,401468190,Denver Nuggets,Oklahoma City Thunder,122,117,,,,,,,,,,,,,
2022-10-23,401468191,Sacramento Kings,LA Clippers,109,111,,,,,,,,,,,,,
2022-10-23,401468192,Los Angeles Lakers,Portland Trail Blazers,104,106,,,,,,,,,,,,,
2022-10-23,401468193,Atlanta Hawks,Charlotte Hornets,109,126,,,,,,,,,,,,,
2022-10-23,401468194,Cleveland Cavaliers,Washington Wizards,117,107,,,,,,,,,,,,,
2022-10-23,401468195,New Orleans Pelicans,Utah Jazz,121,122,,,,,,,,,,,,,
2022-10-24,401468196,Oklahoma City Thunder,Minnesota Timberwolves,106,116,,,,,,,,,,,,,
2022-10-24,401468197,Golden State Warriors,Sacramento Kings,130,125,,,,,,,,,,,,,
2022-10-24,401468198,LA Clippers,Phoenix Suns,95,112,,,,,,,,,,,,,
2022-10-24,401468199,Philadelphia 76ers,Indiana Pacers,120,106,,,,,,,,,,,,,
2022-10-24,401468200,Miami Heat,Toronto Raptors,90,98,,,,,,,,,,,,,
2022-10-24,401468201,New York Knicks,Orlando Magic,115,102,,,,,,,,,,,,,
2022-10-25,401468202,Chicago Bulls,Boston Celtics,120,102,,,,,,,,,,,,,
2022-10-25,401468203,Houston Rockets,Utah Jazz,114,108,,,,,,,,,,,,,
2022-10-25,401468204,Memphis Grizzlies,Brooklyn Nets,134,124,,,,,,,,,,,,,
2022-10-25,401468205,Minnesota Timberwolves,San Antonio Spurs,106,115,,,,,,,,,,,,,
2022-10-25,401468206,Portland Trail Blazers,Denver Nuggets,135,110,,,,,,,,,,,,,
2022-10-25,401468207,Washington Wizards,Detroit Pistons,120,99,,,,,,,,,,,,,
2022-10-25,401468208,New Orleans Pelicans,Dallas Mavericks,113,111,,,,,,,,,,,,,
2022-10-26,401468209,Oklahoma City Thunder,LA Clippers,108,94,,,,,,,,,,,,,
2022-10-26,401468210,Phoenix Suns,Golden State Warriors,134,105,,,,,,,,,,,,,
2022-10-26,401468211,Cleveland Cavaliers,Orlando Magic,103,92,,,,,,,,,,,,,
2022-10-26,401468212,Detroit Pistons,Atlanta Hawks,113,118,,,,,,,,,,,,,
2022-10-26,401468213,New York Knicks,Charlotte Hornets,134,131,,,,,,,,,,,,,
2022-10-26,401468214,Toronto Raptors,Philadelphia 76ers,119,109,,,,,,,,,,,,,
2022-10-26,401468215,Milwaukee Bucks,Brooklyn Nets,110,99,,,,,,,,,,,,,
2022-10-27,401468216,Chicago Bulls,Indiana Pacers,124,109,,,,,,,,,,,,,
2022-10-27,401468217,Minnesota Timberwolves,San Antonio Spurs,134,122,,,,,,,,,,,,,
2022-10-27,401468218,Utah Jazz,Houston Rockets,109,101,,,,,,,,,,,,,
2022-10-27,401468219,Denver Nuggets,Los Angeles Lakers,110,99,,,,,,,,,,,,,
2022-10-27,401468220,Portland Trail Blazers,Miami Heat,98,119,,,,,,,,,,,,,
2022-10-27,401468221,Brooklyn Nets,Dallas Mavericks,125,129,,,,,,,,,,,,,
2022-10-28,401468222,Oklahoma City Thunder,LA Clippers,118,110,,,,,,,,,,,,,
2022-10-28,401468223,Golden State Warriors,Miami Heat,123,110,,,,,,,,,,,,,
2022-10-28,401468224,Sacramento Kings,Memphis Grizzlies,110,125,,,,,,,,,,,,,
2022-10-28,401468225,Detroit Pistons,Atlanta Hawks,112,136,,,,,,,,,,,,,
2022-10-28,401468226,Orlando Magic,Charlotte Hornets,113,93,,,,,,,,,,,,,
2022-10-28,401468227,Boston Celtics,Cleveland Cavaliers,123,132,,,,,,,,,,,,,
2022-10-28,401468228,Toronto Raptors,Philadelphia 76ers,90,112,,,,,,,,,,,,,
2022-10-28,401468229,Washington Wizards,Indiana Pacers,117,127,,,,,,,,,,,,,
2022-10-29,401468230,Milwaukee Bucks,New York Knicks,119,108,,,,,,,,,,,,,
2022-10-29,401468231,Minnesota Timberwolves,Los Angeles Lakers,111,102,,,,,,,,,,,,,
2022-10-29,401468232,San Antonio Spurs,Chicago Bulls,129,124,,,,,,,,,,,,,
2022-10-29,401468233,Denver Nuggets,Utah Jazz,117,101,,,,,,,,,,,,,
2022-10-29,401468234,Phoenix Suns,New Orleans Pelicans,124,111,,,,,,,,,,,,,
2022-10-29,401468235,Portland Trail Blazers,Houston Rockets,125,111,,,,,,,,,,,,,
2022-10-29,401468236,Sacramento Kings,Miami Heat,119,113,,,,,,,,,,,,,
2022-10-29,401468237,Charlotte Hornets,Golden State Warriors,120,113,,,,,,,,,,,,,
2022-10-29,401468238,Brooklyn Nets,Indiana Pacers,116,125,,,,,,,,,,,,,
2022-10-30,401468239,Chicago Bulls,Philadelphia 76ers,109,114,,,,,,,,,,,,,
2022-10-30,401468240,Milwaukee Bucks,Atlanta Hawks,123,115,,,,,,,,,,,,,
2022-10-30,401468241,Dallas Mavericks,Oklahoma City Thunder,111,117,,,,,,,,,,,,,
2022-10-30,401468242,Utah Jazz,Memphis Grizzlies,124,123,,,,,,,,,,,,,
2022-10-30,401468243,LA Clippers,New Orleans Pelicans,91,112,,,,,,,,,,,,,
2022-10-30,401468244,Boston Celtics,Washington Wizards,112,94,,,,,,,,,,,,,
2022-10-30,401468245,Cleveland Cavaliers,New York Knicks,121,108,,,,,,,,,,,,,
2022-10-30,401468246,Detroit Pistons,Golden State Warriors,128,114,,,,,,,,,,,,,
2022-10-30,401468247,San Antonio Spurs,Minnesota Timberwolves,107,98,,,,,,,,,,,,,
2022-10-30,401468248,Dallas Mavericks,Orlando Magic,114,105,,,,,,,,,,,,,
2022-10-31,401468249,Phoenix Suns,Houston Rockets,124,109,,,,,,,,,,,,,
2022-10-31,401468250,Los Angeles Lakers,Denver Nuggets,121,110,,,,,,,,,,,,,
2022-10-31,401468251,Charlotte Hornets,Sacramento Kings,108,115,,,,,,,,,,,,,
2022-10-31,401468252,Washington Wizards,Philadelphia 76ers,111,118,,,,,,,,,,,,,
2022-10-31,401468253,Brooklyn Nets,Indiana Pacers,116,109,,,,,,,,,,,,,
2022-10-31,401468254,Toronto Raptors,Atlanta Hawks,139,109,,,,,,,,,,,,,
2022-11-01,401468255,Milwaukee Bucks,Detroit Pistons,110,108,,,,,,,,,,,,,
2022-11-01,401468256,Utah Jazz,Memphis Grizzlies,121,105,,,,,,,,,,,,,
2022-11-01,401468257,LA Clippers,Houston Rockets,95,93,,,,,,,,,,,,,
2022-11-01,401468258,Brooklyn Nets,Chicago Bulls,99,108,,,,,,,,,,,,,
2022-11-01,401468259,Miami Heat,Golden State Warriors,116,109,,,,,,,,,,,,,
2022-11-02,401468260,Oklahoma City Thunder,Orlando Magic,116,108,,,,,,,,,,,,,
2022-11-02,401468261,Phoenix Suns,Minnesota Timberwolves,116,107,,,,,,,,,,,,,
2022-11-02,401468262,Cleveland Cavaliers,Boston Celtics,114,113,,,,,,,,,,,,,
2022-11-02,401468263,Philadelphia 76ers,Washington Wizards,111,121,,,,,,,,,,,,,
2022-11-02,401468264,Miami Heat,Sacramento Kings,110,107,,,,,,,,,,,,,
2022-11-02,401468265,New York Knicks,Atlanta Hawks,99,112,,,,,,,,,,,,,
2022-11-03,401468266,Chicago Bulls,Charlotte Hornets,106,88,,,,,,,,,,,,,
2022-11-03,401468267,Houston Rockets,LA Clippers,101,109,,,,,,,,,,,,,
2022-11-03,401468268,Milwaukee Bucks,Detroit Pistons,116,91,,,,,,,,,,,,,
2022-11-03,401468269,San Antonio Spurs,Toronto Raptors,100,143,,,,,,,,,,,,,
2022-11-03,401468270,Dallas Mavericks,Utah Jazz,103,100,,,,,,,,,,,,,
2022-11-03,401468271,Portland Trail Blazers,Memphis Grizzlies,106,111,,,,,,,,,,,,,
2022-11-03,401468272,Los Angeles Lakers,New Orleans Pelicans,120,117,,,,,,,,,,,,,
2022-11-03,401468273,Orlando Magic,Golden State Warriors,130,129,,,,,,,,,,,,,
2022-11-04,401468274,Oklahoma City Thunder,Denver Nuggets,110,122,,,,,,,,,,,,,
2022-11-04,401468275,Detroit Pistons,Cleveland Cavaliers,88,112,,,,,,,,,,,,,
2022-11-04,401468276,Indiana Pacers,Miami Heat,101,99,,,,,,,,,,,,,
2022-11-04,401468277,Philadelphia 76ers,New York Knicks,104,106,,,,,,,,,,,,,
2022-11-04,401468278,Washington Wizards,Brooklyn Nets,86,128,,,,,,,,,,,,,
2022-11-04,401468279,Boston Celtics,Chicago Bulls,123,119,,,,,,,,,,,,,
2022-11-05,401468280,Memphis Grizzlies,Charlotte Hornets,130,99,,,,,,,,,,,,,
2022-11-05,401468281,San Antonio Spurs,LA Clippers,106,113,,,,,,,,,,,,,
2022-11-05,401468282,Dallas Mavericks,Toronto Raptors,111,110,,,,,,,,,,,,,
2022-11-05,401468283,New Orleans Pelicans,Golden State Warriors,114,105,,,,,,,,,,,,,
2022-11-05,401468284,Minnesota Timberwolves,Milwaukee Bucks,102,115,,,,,,,,,,,,,
2022-11-05,401468285,Phoenix Suns,Portland Trail Blazers,106,108,,,,,,,,,,,,,
2022-11-05,401468286,Los Angeles Lakers,Utah Jazz,116,130,,,,,,,,,,,,,
2022-11-05,401468287,Orlando Magic,Sacramento Kings,123,126,,,,,,,,,,,,,
2022-11-05,401468288,Charlotte Hornets,Brooklyn Nets,94,98,,,,,,,,,,,,,
2022-11-05,401468289,Atlanta Hawks,New Orleans Pelicans,124,121,,,,,,,,,,,,,
2022-11-05,401468290,New York Knicks,Boston Celtics,118,133,,,,,,,,,,,,,
2022-11-06,401468291,Milwaukee Bucks,Oklahoma City Thunder,108,94,,,,,,,,,,,,,
2022-11-06,401468292,Minnesota Timberwolves,Houston Rockets,129,117,,,,,,,,,,,,,
2022-11-06,401468293,Denver Nuggets,San Antonio Spurs,126,101,,,,,,,,,,,,,
2022-11-06,401468294,Phoenix Suns,Portland Trail Blazers,102,82,,,,,,,,,,,,,
2022-11-06,401468295,Los Angeles Lakers,Cleveland Cavaliers,100,114,,,,,,,,,,,,,
2022-11-06,401468296,Toronto Raptors,Chicago Bulls,113,104,,,,,,,,,,,,,
2022-11-06,401468297,Memphis Grizzlies,Washington Wizards,103,97,,,,,,,,,,,,,
2022-11-07,401468298,LA Clippers,Utah Jazz,102,110,,,,,,,,,,,,,
2022-11-08,401468299,Charlotte Hornets,Washington Wizards,100,108,,,,,,,,,,,,,
2022-11-08,401468300,Orlando Magic,Houston Rockets,127,134,,,,,,,,,,,,,
2022-11-08,401468301,Detroit Pistons,Oklahoma City Thunder,112,103,,,,,,,,,,,,,
2022-11-08,401468302,Indiana Pacers,New Orleans Pelicans,129,122,,,,,,,,,,,,,
2022-11-08,401468303,Philadelphia 76ers,Phoenix Suns,100,88,,,,,,,,,,,,,
2022-11-08,401468304,Atlanta Hawks,Milwaukee Bucks,117,98,,,,,,,,,,,,,
2022-11-08,401468305,Miami Heat,Portland Trail Blazers,107,110,,,,,,,,,,,,,
2022-11-08,401468306,Chicago Bulls,Toronto Raptors,111,97,,,,,,,,,,,,,
2022-11-08,401468307,Memphis Grizzlies,Boston Celtics,106,109,,,,,,,,,,,,,
2022-11-08,401468308,Minnesota Timberwolves,New York Knicks,107,120,,,,,,,,,,,,,
2022-11-08,401468309,San Antonio Spurs,Denver Nuggets,109,115,,,,,,,,,,,,,
2022-11-08,401468310,Dallas Mavericks,Brooklyn Nets,96,94,,,,,,,,,,,,,
2022-11-08,401468311,Golden State Warriors,Sacramento Kings,116,113,,,,,,,,,,,,,
2022-11-08,401468312,Utah Jazz,Los Angeles Lakers,139,116,,,,,,,,,,,,,
2022-11-08,401468313,LA Clippers,Cleveland Cavaliers,119,117,,,,,,,,,,,,,
2022-11-09,401468316,Orlando Magic,Dallas Mavericks,94,87,,,,,,,,,,,,,
2022-11-10,401468314,Charlotte Hornets,Portland Trail Blazers,95,105,,,,,,,,,,,,,
2022-11-10,401468315,Indiana Pacers,Denver Nuggets,119,122,,,,,,,,,,,,,
2022-11-10,401468317,Atlanta Hawks,Utah Jazz,119,125,,,,,,,,,,,,,
2022-11-10,401468318,Boston Celtics,Detroit Pistons,128,112,,,,,,,,,,,,,
2022-11-10,401468319,Brooklyn Nets,New York Knicks,112,85,,,,,,,,,,,,,
2022-11-10,401468320,Toronto Raptors,Houston Rockets,116,109,,,,,,,,,,,,,
2022-11-10,401468321,Chicago Bulls,New Orleans Pelicans,111,115,,,,,,,,,,,,,
2022-11-10,401468322,Minnesota Timberwolves,Phoenix Suns,117,129,,,,,,,,,,,,,
2022-11-10,401468323,Oklahoma City Thunder,Milwaukee Bucks,132,136,,,,,,,,,,,,,
2022-11-10,401468324,San Antonio Spurs,Memphis Grizzlies,122,124,,,,,,,,,,,,,
2022-11-10,401468325,LA Clippers,Los Angeles Lakers,114,101,,,,,,,,,,,,,
2022-11-10,401468326,Sacramento Kings,Cleveland Cavaliers,127,120,,,,,,,,,,,,,
2022-11-11,401468327,Washington Wizards,Dallas Mavericks,113,105,,,,,,,,,,,,,
2022-11-11,401468328,Atlanta Hawks,Philadelphia 76ers,104,95,,,,,,,,,,,,,
2022-11-11,401468329,Miami Heat,Charlotte Hornets,117,112,,,,,,,,,,,,,
2022-11-11,401468330,New Orleans Pelicans,Portland Trail Blazers,95,106,,,,,,,,,,,,,
2022-11-12,401468331,Boston Celtics,Denver Nuggets,131,112,,,,,,,,,,,,,
2022-11-12,401468332,Orlando Magic,Phoenix Suns,114,97,,,,,,,,,,,,,
2022-11-12,401468333,New York Knicks,Detroit Pistons,121,112,,,,,,,,,,,,,
2022-11-12,401468334,Oklahoma City Thunder,Toronto Raptors,132,113,,,,,,,,,,,,,
2022-11-12,401468335,San Antonio Spurs,Milwaukee Bucks,111,93,,,,,,,,,,,,,
2022-11-12,401468336,Memphis Grizzlies,Minnesota Timberwolves,114,103,,,,,,,,,,,,,
2022-11-12,401468337,Golden State Warriors,Cleveland Cavaliers,106,101,,,,,,,,,,,,,
2022-11-12,401468338,Los Angeles Lakers,Sacramento Kings,114,120,,,,,,,,,,,,,
2022-11-12,401468339,LA Clippers,Brooklyn Nets,95,110,,,,,,,,,,,,,
2022-11-12,401468340,Washington Wizards,Utah Jazz,121,112,,,,,,,,,,,,,
2022-11-13,401468341,Detroit Pistons,Boston Celtics,108,117,,,,,,,,,,,,,
2022-11-13,401468342,Indiana Pacers,Toronto Raptors,118,104,,,,,,,,,,,,,
2022-11-13,401468343,Philadelphia 76ers,Atlanta Hawks,121,109,,,,,,,,,,,,,
2022-11-13,401468344,Miami Heat,Charlotte Hornets,132,115,,,,,,,,,,,,,
2022-11-13,401468345,Dallas Mavericks,Portland Trail Blazers,117,112,,,,,,,,,,,,,
2022-11-13,401468346,New Orleans Pelicans,Houston Rockets,119,106,,,,,,,,,,,,,
2022-11-13,401468347,New York Knicks,Oklahoma City Thunder,135,145,,,,,,,,,,,,,
2022-11-13,401468348,Cleveland Cavaliers,Minnesota Timberwolves,124,129,,,,,,,,,,,,,
2022-11-13,401468349,Washington Wizards,Memphis Grizzlies,102,92,,,,,,,,,,,,,
2022-11-14,401468350,Philadelphia 76ers,Utah Jazz,105,98,,,,,,,,,,,,,
2022-11-14,401468351,Chicago Bulls,Denver Nuggets,103,126,,,,,,,,,,,,,
2022-11-14,401468352,Sacramento Kings,Golden State Warriors,122,115,,,,,,,,,,,,,
2022-11-14,401468353,Los Angeles Lakers,Brooklyn Nets,116,103,,,,,,,,,,,,,
2022-11-15,401468354,Detroit Pistons,Toronto Raptors,111,115,,,,,,,,,,,,,
2022-11-15,401468355,Orlando Magic,Charlotte Hornets,105,112,,,,,,,,,,,,,
2022-11-15,401468356,Boston Celtics,Oklahoma City Thunder,126,122,,,,,,,,,,,,,
2022-11-15,401468357,Miami Heat,Phoenix Suns,113,112,,,,,,,,,,,,,
2022-11-15,401468358,Houston Rockets,LA Clippers,106,122,,,,,,,,,,,,,
2022-11-15,401468359,Milwaukee Bucks,Atlanta Hawks,106,121,,,,,,,,,,,,,
2022-11-15,401468360,Golden State Warriors,San Antonio Spurs,132,95,,,,,,,,,,,,,
2022-11-16,401468361,New Orleans Pelicans,Memphis Grizzlies,113,102,,,,,,,,,,,,,
2022-11-16,401468362,Dallas Mavericks,LA Clippers,103,101,,,,,,,,,,,,,
2022-11-16,401468363,Utah Jazz,New York Knicks,111,118,,,,,,,,,,,,,
2022-11-16,401468364,Portland Trail Blazers,San Antonio Spurs,117,110,,,,,,,,,,,,,
2022-11-16,401468365,Sacramento Kings,Brooklyn Nets,153,121,,,,,,,,,,,,,
2022-11-17,401468366,Charlotte Hornets,Indiana Pacers,113,125,,,,,,,,,,,,,
2022-11-17,401468367,Orlando Magic,Minnesota Timberwolves,108,126,,,,,,,,,,,,,
2022-11-17,401468368,Washington Wizards,Oklahoma City Thunder,120,121,,,,,,,,,,,,,
2022-11-17,401468369,Atlanta Hawks,Boston Celtics,101,126,,,,,,,,,,,,,
2022-11-17,401468370,Toronto Raptors,Miami Heat,112,104,,,,,,,,,,,,,
2022-11-17,401468371,Milwaukee Bucks,Cleveland Cavaliers,113,98,,,,,,,,,,,,,
2022-11-17,401468372,New Orleans Pelicans,Chicago Bulls,124,110,,,,,,,,,,,,,
2022-11-17,401468373,Dallas Mavericks,Houston Rockets,92,101,,,,,,,,,,,,,
2022-11-17,401468374,Denver Nuggets,New York Knicks,103,106,,,,,,,,,,,,,
2022-11-17,401468375,Phoenix Suns,Golden State Warriors,130,119,,,,,,,,,,,,,
2022-11-18,401468376,Portland Trail Blazers,Brooklyn Nets,107,109,,,,,,,,,,,,,
2022-11-18,401468377,Sacramento Kings,San Antonio Spurs,130,112,,,,,,,,,,,,,
2022-11-18,401468378,LA Clippers,Detroit Pistons,96,91,,,,,,,,,,,,,
2022-11-19,401468379,Washington Wizards,Miami Heat,107,106,,,,,,,,,,,,,
2022-11-19,401468380,Cleveland Cavaliers,Charlotte Hornets,132,122,,,,,,,,,,,,,
2022-11-19,401468381,Philadelphia 76ers,Milwaukee Bucks,110,102,,,,,,,,,,,,,
2022-11-19,401468382,Chicago Bulls,Orlando Magic,107,108,,,,,,,,,,,,,
2022-11-19,401468383,Houston Rockets,Indiana Pacers,91,99,,,,,,,,,,,,,
2022-11-19,401468384,Memphis Grizzlies,Oklahoma City Thunder,121,110,,,,,,,,,,,,,
2022-11-19,401468385,Dallas Mavericks,Denver Nuggets,127,99,,,,,,,,,,,,,
2022-11-19,401468386,New Orleans Pelicans,Boston Celtics,109,117,,,,,,,,,,,,,
2022-11-19,401468387,Utah Jazz,Phoenix Suns,134,133,,,,,,,,,,,,,
2022-11-19,401468388,Golden State Warriors,New York Knicks,111,101,,,,,,,,,,,,,
2022-11-19,401468389,Los Angeles Lakers,Detroit Pistons,128,121,,,,,,,,,,,,,
2022-11-19,401468390,Atlanta Hawks,Toronto Raptors,124,122,,,,,,,,,,,,,
2022-11-20,401468391,Indiana Pacers,Orlando Magic,114,113,,,,,,,,,,,,,
2022-11-20,401468392,Philadelphia 76ers,Minnesota Timberwolves,109,112,,,,,,,,,,,,,
2022-11-20,401468393,Portland Trail Blazers,Utah Jazz,113,118,,,,,,,,,,,,,
2022-11-20,401468394,LA Clippers,San Antonio Spurs,119,97,,,,,,,,,,,,,
2022-11-20,401468395,Phoenix Suns,New York Knicks,116,95,,,,,,,,,,,,,
2022-11-20,401468396,Washington Wizards,Charlotte Hornets,106,102,,,,,,,,,,,,,
2022-11-20,401468397,Sacramento Kings,Detroit Pistons,137,129,,,,,,,,,,,,,
2022-11-21,401468398,Brooklyn Nets,Memphis Grizzlies,127,115,,,,,,,,,,,,,
2022-11-21,401468399,Cleveland Cavaliers,Miami Heat,113,87,,,,,,,,,,,,,
2022-11-21,401468400,Houston Rockets,Golden State Warriors,120,127,,,,,,,,,,,,,
2022-11-21,401468401,Dallas Mavericks,Denver Nuggets,97,98,,,,,,,,,,,,,
2022-11-21,401468402,Los Angeles Lakers,San Antonio Spurs,123,92,,,,,,,,,,,,,
2022-11-22,401468403,Cleveland Cavaliers,Atlanta Hawks,114,102,,,,,,,,,,,,,
2022-11-22,401468404,Indiana Pacers,Orlando Magic,123,102,,,,,,,,,,,,,
2022-11-22,401468405,Chicago Bulls,Boston Celtics,121,107,,,,,,,,,,,,,
2022-11-22,401468406,Milwaukee Bucks,Portland Trail Blazers,119,111,,,,,,,,,,,,,
2022-11-22,401468407,Minnesota Timberwolves,Miami Heat,105,101,,,,,,,,,,,,,
2022-11-22,401468408,New Orleans Pelicans,Golden State Warriors,128,83,,,,,,,,,,,,,
2022-11-22,401468409,Oklahoma City Thunder,New York Knicks,119,129,,,,,,,,,,,,,
2022-11-22,401468410,LA Clippers,Utah Jazz,121,114,,,,,,,,,,,,,
2022-11-23,401468411,Philadelphia 76ers,Brooklyn Nets,115,106,,,,,,,,,,,,,
2022-11-23,401468412,Memphis Grizzlies,Sacramento Kings,109,113,,,,,,,,,,,,,
2022-11-23,401468413,Denver Nuggets,Detroit Pistons,108,110,,,,,,,,,,,,,
2022-11-23,401468414,Phoenix Suns,Los Angeles Lakers,115,105,,,,,,,,,,,,,
2022-11-24,401468415,Charlotte Hornets,Philadelphia 76ers,107,101,,,,,,,,,,,,,
2022-11-24,401468416,Cleveland Cavaliers,Portland Trail Blazers,114,96,,,,,,,,,,,,,
2022-11-24,401468417,Indiana Pacers,Minnesota Timberwolves,101,115,,,,,,,,,,,,,
2022-11-24,401468418,Atlanta Hawks,Sacramento Kings,115,106,,,,,,,,,,,,,
2022-11-24,401468419,Boston Celtics,Dallas Mavericks,125,112,,,,,,,,,,,,,
2022-11-24,401468420,Miami Heat,Washington Wizards,113,105,,,,,,,,,,,,,
2022-11-24,401468421,Toronto Raptors,Brooklyn Nets,98,112,,,,,,,,,,,,,
2022-11-24,401468422,Milwaukee Bucks,Chicago Bulls,113,118,,,,,,,,,,,,,
2022-11-24,401468423,Oklahoma City Thunder,Denver Nuggets,126,131,,,,,,,,,,,,,
2022-11-24,401468424,San Antonio Spurs,New Orleans Pelicans,110,129,,,,,,,,,,,,,
2022-11-24,401468425,Utah Jazz,Detroit Pistons,116,125,,,,,,,,,,,,,
2022-11-24,401468426,Golden State Warriors,LA Clippers,124,107,,,,,,,,,,,,,
2022-11-25,401468427,Charlotte Hornets,Minnesota Timberwolves,110,108,,,,,,,,,,,,,
2022-11-26,401468428,Orlando Magic,Philadelphia 76ers,99,107,,,,,,,,,,,,,
2022-11-26,401468429,New York Knicks,Portland Trail Blazers,129,132,,,,,,,,,,,,,
2022-11-26,401468430,Boston Celtics,Sacramento Kings,122,104,,,,,,,,,,,,,
2022-11-26,401468431,Indiana Pacers,Brooklyn Nets,128,117,,,,,,,,,,,,,
2022-11-26,401468432,Miami Heat,Washington Wizards,110,107,,,,,,,,,,,,,
2022-11-26,401468433,Houston Rockets,Atlanta Hawks,128,122,,,,,,,,,,,,,
2022-11-26,401468434,Memphis Grizzlies,New Orleans Pelicans,132,111,,,,,,,,,,,,,
2022-11-26,401468435,Milwaukee Bucks,Cleveland Cavaliers,117,102,,,,,,,,,,,,,
2022-11-26,401468436,Oklahoma City Thunder,Chicago Bulls,123,119,,,,,,,,,,,,,
2022-11-26,401468437,San Antonio Spurs,Los Angeles Lakers,94,105,,,,,,,,,,,,,
2022-11-26,401468438,Phoenix Suns,Detroit Pistons,108,102,,,,,,,,,,,,,
2022-11-26,401468439,Golden State Warriors,Utah Jazz,129,118,,,,,,,,,,,,,
2022-11-26,401468440,LA Clippers,Denver Nuggets,104,114,,,,,,,,,,,,,
2022-11-26,401468441,Toronto Raptors,Dallas Mavericks,105,100,,,,,,,,,,,,,
2022-11-27,401468442,Houston Rockets,Oklahoma City Thunder,118,105,,,,,,,,,,,,,
2022-11-27,401468443,San Antonio Spurs,Los Angeles Lakers,138,143,,,,,,,,,,,,,
2022-11-27,401468444,Phoenix Suns,Utah Jazz,113,112,,,,,,,,,,,,,
2022-11-27,401468445,Brooklyn Nets,Portland Trail Blazers,111,97,,,,,,,,,,,,,
2022-11-27,401468446,Minnesota Timberwolves,Golden State Warriors,114,137,,,,,,,,,,,,,
2022-11-27,401468447,LA Clippers,Indiana Pacers,114,100,,,,,,,,,,,,,
2022-11-27,401468448,Atlanta Hawks,Miami Heat,98,106,,,,,,,,,,,,,
2022-11-27,401468449,Boston Celtics,Washington Wizards,130,121,,,,,,,,,,,,,
2022-11-27,401468450,Detroit Pistons,Cleveland Cavaliers,94,102,,,,,,,,,,,,,
