date,id,home,away,hs,as,ot,hsog,asog,hpp,app
2023-10-17,2023020044,Nashville Predators,Edmonton Oilers,1,6,0,44.0,30.0,,
2023-10-17,2023020045,Winnipeg Jets,Los Angeles Kings,1,5,0,27.0,29.0,,
2023-10-17,2023020046,Seattle Kraken,Colorado Avalanche,1,4,0,38.0,28.0,,
2023-10-17,2023020047,San Jose Sharks,Carolina Hurricanes,3,6,0,16.0,42.0,,
2023-10-17,2023020048,Vegas Golden Knights,Dallas Stars,3,2,1,34.0,26.0,,
2023-10-18,2023020049,Ottawa Senators,Washington Capitals,6,1,0,29.0,24.0,,
2023-10-18,2023020050,Detroit Red Wings,Pittsburgh Penguins,6,3,0,29.0,33.0,,
2023-10-19,2023020051,Buffalo Sabres,Calgary Flames,3,4,0,27.0,36.0,,
2023-10-19,2023020052,Florida Panthers,Toronto Maple Leafs,3,1,0,24.0,30.0,,
2023-10-19,2023020053,New York Rangers,Nashville Predators,1,4,0,24.0,27.0,,
2023-10-19,2023020054,Philadelphia Flyers,Edmonton Oilers,4,1,0,32.0,23.0,,
2023-10-19,2023020055,Tampa Bay Lightning,Vancouver Canucks,4,3,0,36.0,29.0,,
2023-10-19,2023020056,Minnesota Wild,Los Angeles Kings,3,7,0,32.0,27.0,,
2023-10-19,2023020057,St. Louis Blues,Arizona Coyotes,2,6,0,26.0,42.0,,
2023-10-19,2023020058,Winnipeg Jets,Vegas Golden Knights,3,5,0,39.0,27.0,,
2023-10-19,2023020059,Anaheim Ducks,Dallas Stars,2,3,0,29.0,24.0,,
2023-10-19,2023020060,Seattle Kraken,Carolina Hurricanes,7,4,0,36.0,36.0,,
2023-10-19,2023020061,Colorado Avalanche,Chicago Blackhawks,4,0,0,,18.0,,
2023-10-19,2023020062,San Jose Sharks,Boston Bruins,1,3,0,27.0,36.0,,
2023-10-20,2023020063,Columbus Blue Jackets,Calgary Flames,3,1,0,29.0,37.0,,
2023-10-20,2023020064,New York Islanders,New Jersey Devils,4,5,1,32.0,39.0,,
2023-10-21,2023020065,Ottawa Senators,Detroit Red Wings,2,5,0,37.0,23.0,,
2023-10-21,2023020066,Arizona Coyotes,Anaheim Ducks,2,1,0,27.0,33.0,,
2023-10-21,2023020067,Buffalo Sabres,New York Islanders,3,1,0,42.0,25.0,,
2023-10-21,2023020068,Florida Panthers,Vancouver Canucks,3,5,0,36.0,31.0,,
2023-10-21,2023020069,Montréal Canadiens,Washington Capitals,3,2,1,28.0,33.0,,
2023-10-21,2023020070,Tampa Bay Lightning,Toronto Maple Leafs,3,4,1,31.0,52.0,,
2023-10-21,2023020071,Chicago Blackhawks,Vegas Golden Knights,3,5,0,24.0,24.0,,
2023-10-21,2023020072,Dallas Stars,Philadelphia Flyers,5,4,1,25.0,40.0,,
2023-10-21,2023020073,Minnesota Wild,Columbus Blue Jackets,4,5,1,28.0,54.0,,
2023-10-21,2023020074,Nashville Predators,San Jose Sharks,5,1,0,34.0,32.0,,
2023-10-21,2023020075,St. Louis Blues,Pittsburgh Penguins,4,2,0,21.0,33.0,,
2023-10-21,2023020076,Colorado Avalanche,Carolina Hurricanes,6,4,0,27.0,27.0,,
2023-10-21,2023020077,Edmonton Oilers,Winnipeg Jets,2,3,1,40.0,27.0,,
2023-10-21,2023020078,Seattle Kraken,New York Rangers,1,4,0,19.0,27.0,,
2023-10-21,2023020079,Los Angeles Kings,Boston Bruins,2,4,0,34.0,25.0,,
2023-10-22,2023020080,Detroit Red Wings,Calgary Flames,6,2,0,30.0,31.0,,
2023-10-22,2023020081,Anaheim Ducks,Boston Bruins,1,3,0,31.0,26.0,,
2023-10-23,2023020082,Buffalo Sabres,Montréal Canadiens,1,3,0,37.0,,,
2023-10-24,2023020083,Washington Capitals,Toronto Maple Leafs,1,4,0,38.0,17.0,,
2023-10-24,2023020084,Columbus Blue Jackets,Anaheim Ducks,2,3,1,37.0,27.0,,
2023-10-24,2023020085,Ottawa Senators,Buffalo Sabres,4,6,0,38.0,24.0,,
2023-10-24,2023020086,Tampa Bay Lightning,Carolina Hurricanes,3,0,0,23.0,32.0,,
2023-10-24,2023020087,Montréal Canadiens,New Jersey Devils,2,5,0,29.0,34.0,,
2023-10-24,2023020088,Pittsburgh Penguins,Dallas Stars,1,4,0,39.0,34.0,,
2023-10-24,2023020089,Florida Panthers,San Jose Sharks,3,1,0,36.0,28.0,,
2023-10-24,2023020090,New York Islanders,Colorado Avalanche,4,7,0,32.0,38.0,,
2023-10-24,2023020091,Detroit Red Wings,Seattle Kraken,4,5,1,27.0,38.0,,
2023-10-24,2023020092,Chicago Blackhawks,Boston Bruins,0,3,0,23.0,43.0,,
2023-10-24,2023020093,Winnipeg Jets,St. Louis Blues,4,2,0,30.0,20.0,,
2023-10-24,2023020094,Minnesota Wild,Edmonton Oilers,7,4,0,32.0,28.0,,
2023-10-24,2023020095,Nashville Predators,Vancouver Canucks,2,3,0,18.0,24.0,,
2023-10-24,2023020096,Calgary Flames,New York Rangers,1,3,0,26.0,20.0,,
2023-10-24,2023020097,Los Angeles Kings,Arizona Coyotes,6,3,0,28.0,27.0,,
2023-10-24,2023020098,Vegas Golden Knights,Philadelphia Flyers,3,2,0,29.0,28.0,,
2023-10-25,2023020099,New Jersey Devils,Washington Capitals,4,6,0,22.0,25.0,,
2023-10-26,2023020100,Boston Bruins,Anaheim Ducks,3,4,1,30.0,32.0,,
2023-10-26,2023020101,Carolina Hurricanes,Seattle Kraken,3,2,1,45.0,26.0,,
2023-10-26,2023020102,Detroit Red Wings,Winnipeg Jets,1,4,0,36.0,29.0,,
2023-10-26,2023020103,Montréal Canadiens,Columbus Blue Jackets,4,3,1,29.0,36.0,,
2023-10-26,2023020104,Philadelphia Flyers,Minnesota Wild,6,2,0,35.0,28.0,,
2023-10-26,2023020105,Pittsburgh Penguins,Colorado Avalanche,4,0,0,29.0,31.0,,
2023-10-26,2023020106,Tampa Bay Lightning,San Jose Sharks,6,0,0,31.0,23.0,,
2023-10-26,2023020107,New York Islanders,Ottawa Senators,3,2,0,38.0,47.0,,
2023-10-26,2023020108,Dallas Stars,Toronto Maple Leafs,1,4,0,32.0,24.0,,
2023-10-26,2023020109,Calgary Flames,St. Louis Blues,0,3,0,27.0,35.0,,
2023-10-26,2023020110,Edmonton Oilers,New York Rangers,0,3,0,29.0,32.0,,
2023-10-27,2023020111,Vegas Golden Knights,Chicago Blackhawks,3,4,1,21.0,24.0,,
2023-10-27,2023020112,Carolina Hurricanes,San Jose Sharks,3,0,0,40.0,20.0,,
2023-10-27,2023020113,New Jersey Devils,Buffalo Sabres,5,4,0,39.0,27.0,,
2023-10-27,2023020114,Washington Capitals,Minnesota Wild,3,2,1,33.0,41.0,,
2023-10-27,2023020115,Arizona Coyotes,Los Angeles Kings,4,5,0,24.0,41.0,,
2023-10-27,2023020116,Vancouver Canucks,St. Louis Blues,5,0,0,35.0,22.0,,
2023-10-28,2023020117,Philadelphia Flyers,Anaheim Ducks,4,7,0,30.0,25.0,,
2023-10-28,2023020118,Florida Panthers,Seattle Kraken,3,2,0,37.0,33.0,,
2023-10-28,2023020119,Boston Bruins,Detroit Red Wings,4,1,0,31.0,24.0,,
2023-10-28,2023020120,Columbus Blue Jackets,New York Islanders,0,2,0,34.0,34.0,,
2023-10-28,2023020121,Montréal Canadiens,Winnipeg Jets,4,3,1,29.0,45.0,,
2023-10-28,2023020122,Nashville Predators,Toronto Maple Leafs,3,2,1,24.0,35.0,,
2023-10-28,2023020123,Pittsburgh Penguins,Ottawa Senators,2,5,0,43.0,26.0,,
2023-10-28,2023020124,Vancouver Canucks,New York Rangers,3,4,1,33.0,24.0,,
2023-10-28,2023020125,Los Angeles Kings,Vegas Golden Knights,3,4,1,40.0,30.0,,
2023-10-29,2023020126,Buffalo Sabres,Colorado Avalanche,4,0,0,29.0,23.0,,
2023-10-29,2023020127,New Jersey Devils,Minnesota Wild,4,3,0,30.0,34.0,,
2023-10-29,2023020128,Washington Capitals,San Jose Sharks,3,1,0,42.0,31.0,,
2023-10-29,2023020129,Edmonton Oilers,Calgary Flames,5,2,0,,26.0,,
2023-10-30,2023020130,Boston Bruins,Florida Panthers,3,2,1,26.0,37.0,,
2023-10-30,2023020131,Philadelphia Flyers,Carolina Hurricanes,2,3,0,28.0,32.0,,
2023-10-30,2023020132,Pittsburgh Penguins,Anaheim Ducks,3,4,0,42.0,27.0,,
2023-10-30,2023020133,Tampa Bay Lightning,Seattle Kraken,3,4,1,37.0,43.0,,
2023-10-30,2023020134,New York Islanders,Detroit Red Wings,3,4,1,40.0,,,
2023-10-30,2023020135,Winnipeg Jets,New York Rangers,2,3,1,29.0,26.0,,
2023-10-30,2023020136,Dallas Stars,Columbus Blue Jackets,5,3,0,33.0,25.0,,
2023-10-30,2023020137,Arizona Coyotes,Chicago Blackhawks,8,1,0,33.0,30.0,,
2023-10-30,2023020138,Vegas Golden Knights,Montréal Canadiens,3,2,1,25.0,39.0,,
2023-10-31,2023020139,Toronto Maple Leafs,Los Angeles Kings,1,4,0,30.0,27.0,,
2023-10-31,2023020140,Vancouver Canucks,Nashville Predators,5,2,0,,29.0,,
2023-11-01,2023020141,Philadelphia Flyers,Buffalo Sabres,2,5,0,40.0,15.0,,
2023-11-01,2023020142,Calgary Flames,Dallas Stars,3,4,0,47.0,30.0,,
2023-11-01,2023020143,Colorado Avalanche,St. Louis Blues,4,1,0,28.0,28.0,,
2023-11-01,2023020144,Anaheim Ducks,Arizona Coyotes,4,3,1,29.0,35.0,,
2023-11-02,2023020145,Boston Bruins,Toronto Maple Leafs,3,2,1,40.0,35.0,,
2023-11-02,2023020146,Columbus Blue Jackets,Tampa Bay Lightning,4,2,0,28.0,29.0,,
2023-11-02,2023020147,Detroit Red Wings,Florida Panthers,0,2,0,22.0,27.0,,
2023-11-02,2023020148,New York Rangers,Carolina Hurricanes,2,1,0,26.0,27.0,,
2023-11-02,2023020149,Ottawa Senators,Los Angeles Kings,2,3,0,26.0,38.0,,
2023-11-02,2023020150,Washington Capitals,New York Islanders,0,3,0,32.0,21.0,,
2023-11-02,2023020151,Minnesota Wild,New Jersey Devils,3,5,0,25.0,38.0,,
2023-11-02,2023020152,Edmonton Oilers,Dallas Stars,3,4,0,49.0,27.0,,
2023-11-02,2023020153,Arizona Coyotes,Montréal Canadiens,3,2,0,,30.0,,
2023-11-02,2023020154,Seattle Kraken,Nashville Predators,4,2,0,31.0,34.0,,
2023-11-02,2023020155,Vegas Golden Knights,Winnipeg Jets,5,2,0,26.0,,,
2023-11-02,2023020156,San Jose Sharks,Vancouver Canucks,1,10,0,31.0,33.0,,
2023-11-03,2023020157,Buffalo Sabres,Philadelphia Flyers,1,5,0,22.0,19.0,,
2023-11-03,2023020158,St. Louis Blues,New Jersey Devils,4,1,0,35.0,34.0,,
2023-11-04,2023020159,Edmonton Oilers,Nashville Predators,2,5,0,35.0,34.0,,
2023-11-04,2023020160,Arizona Coyotes,Winnipeg Jets,3,5,0,25.0,27.0,,
2023-11-04,2023020161,Detroit Red Wings,Boston Bruins,5,4,0,40.0,30.0,,
2023-11-04,2023020162,Ottawa Senators,Tampa Bay Lightning,4,6,0,28.0,38.0,,
2023-11-04,2023020163,Philadelphia Flyers,Los Angeles Kings,0,5,0,24.0,30.0,,
2023-11-04,2023020164,St. Louis Blues,Montréal Canadiens,6,3,0,35.0,33.0,,
2023-11-04,2023020165,Toronto Maple Leafs,Buffalo Sabres,4,6,0,28.0,41.0,,
2023-11-04,2023020166,Washington Capitals,Columbus Blue Jackets,2,1,0,27.0,35.0,,
2023-11-04,2023020167,New York Islanders,Carolina Hurricanes,3,4,1,25.0,46.0,,
2023-11-04,2023020168,Chicago Blackhawks,Florida Panthers,5,2,0,25.0,40.0,,
2023-11-04,2023020169,Minnesota Wild,New York Rangers,5,4,1,39.0,18.0,,
2023-11-04,2023020170,Seattle Kraken,Calgary Flames,3,6,0,20.0,31.0,,
2023-11-04,2023020171,San Jose Sharks,Pittsburgh Penguins,2,10,0,26.0,35.0,,
2023-11-04,2023020172,Vancouver Canucks,Dallas Stars,2,0,0,28.0,27.0,,
2023-11-04,2023020173,Vegas Golden Knights,Colorado Avalanche,7,0,0,,41.0,,
2023-11-05,2023020174,Chicago Blackhawks,New Jersey Devils,2,4,0,34.0,41.0,,
2023-11-05,2023020175,Anaheim Ducks,Vegas Golden Knights,4,2,0,23.0,,,
2023-11-06,2023020176,Florida Panthers,Columbus Blue Jackets,5,4,1,46.0,23.0,,
2023-11-06,2023020177,Toronto Maple Leafs,Tampa Bay Lightning,6,5,1,34.0,31.0,,
2023-11-06,2023020178,Dallas Stars,Boston Bruins,2,3,0,37.0,29.0,,
2023-11-06,2023020179,Vancouver Canucks,Edmonton Oilers,6,2,0,36.0,43.0,,
2023-11-07,2023020180,Carolina Hurricanes,Buffalo Sabres,3,2,1,27.0,21.0,,
2023-11-07,2023020181,Montréal Canadiens,Tampa Bay Lightning,3,5,0,26.0,32.0,,
2023-11-07,2023020182,New York Islanders,Minnesota Wild,2,4,0,29.0,31.0,,
2023-11-07,2023020183,New York Rangers,Detroit Red Wings,5,3,0,32.0,28.0,,
2023-11-07,2023020184,St. Louis Blues,Winnipeg Jets,2,5,0,22.0,37.0,,
2023-11-07,2023020185,Arizona Coyotes,Seattle Kraken,4,3,1,27.0,38.0,,
2023-11-07,2023020186,Calgary Flames,Nashville Predators,4,2,0,39.0,18.0,,
2023-11-07,2023020187,Anaheim Ducks,Pittsburgh Penguins,0,2,0,31.0,36.0,,
2023-11-07,2023020188,Colorado Avalanche,New Jersey Devils,6,3,0,32.0,23.0,,
2023-11-07,2023020189,San Jose Sharks,Philadelphia Flyers,2,1,0,19.0,39.0,,
2023-11-08,2023020190,Toronto Maple Leafs,Ottawa Senators,3,6,0,30.0,31.0,,
2023-11-08,2023020191,Washington Capitals,Florida Panthers,3,4,1,28.0,25.0,,
2023-11-08,2023020192,Vegas Golden Knights,Los Angeles Kings,1,4,0,38.0,33.0,,
2023-11-09,2023020193,Boston Bruins,New York Islanders,5,2,0,35.0,29.0,,
2023-11-09,2023020194,Columbus Blue Jackets,Dallas Stars,2,5,0,29.0,31.0,,
2023-11-09,2023020195,Detroit Red Wings,Montréal Canadiens,2,3,1,29.0,27.0,,
2023-11-09,2023020196,New York Rangers,Minnesota Wild,4,1,0,28.0,26.0,,
2023-11-09,2023020197,Ottawa Senators,Vancouver Canucks,2,5,0,30.0,16.0,,
2023-11-09,2023020198,Tampa Bay Lightning,Chicago Blackhawks,3,5,0,33.0,29.0,,
2023-11-09,2023020199,St. Louis Blues,Arizona Coyotes,2,1,0,,20.0,,
2023-11-09,2023020200,Winnipeg Jets,Nashville Predators,6,3,0,37.0,23.0,,
2023-11-09,2023020201,Colorado Avalanche,Seattle Kraken,3,4,0,26.0,22.0,,
2023-11-09,2023020202,Los Angeles Kings,Pittsburgh Penguins,3,4,1,36.0,20.0,,
2023-11-09,2023020203,San Jose Sharks,Edmonton Oilers,3,2,0,18.0,41.0,,
2023-11-10,2023020204,Buffalo Sabres,Minnesota Wild,3,2,0,25.0,35.0,,
2023-11-10,2023020205,Florida Panthers,Carolina Hurricanes,5,2,0,35.0,30.0,,
2023-11-10,2023020206,New Jersey Devils,Washington Capitals,2,4,0,26.0,27.0,,
2023-11-10,2023020207,Toronto Maple Leafs,Calgary Flames,5,4,1,36.0,28.0,,
2023-11-10,2023020208,Anaheim Ducks,Philadelphia Flyers,3,6,0,38.0,36.0,,
2023-11-10,2023020209,Vegas Golden Knights,San Jose Sharks,5,0,0,39.0,20.0,,
2023-11-11,2023020210,Detroit Red Wings,Columbus Blue Jackets,5,4,0,28.0,22.0,,
2023-11-11,2023020211,Winnipeg Jets,Dallas Stars,2,3,0,33.0,,,
2023-11-11,2023020212,Montréal Canadiens,Boston Bruins,3,2,1,27.0,28.0,,
2023-11-11,2023020213,Ottawa Senators,Calgary Flames,4,1,0,38.0,25.0,,
2023-11-11,2023020214,Tampa Bay Lightning,Carolina Hurricanes,0,4,0,22.0,32.0,,
2023-11-11,2023020215,Toronto Maple Leafs,Vancouver Canucks,5,2,0,22.0,33.0,,
2023-11-11,2023020216,New York Islanders,Washington Capitals,1,4,0,37.0,28.0,,
2023-11-11,2023020217,Pittsburgh Penguins,Buffalo Sabres,4,0,0,39.0,35.0,,
2023-11-11,2023020218,Nashville Predators,Arizona Coyotes,5,7,0,42.0,25.0,,
2023-11-11,2023020219,Colorado Avalanche,St. Louis Blues,2,8,0,38.0,42.0,,
2023-11-11,2023020220,Seattle Kraken,Edmonton Oilers,1,4,0,18.0,26.0,,
2023-11-11,2023020221,Los Angeles Kings,Philadelphia Flyers,2,4,0,37.0,26.0,,
2023-11-12,2023020222,Florida Panthers,Chicago Blackhawks,4,3,0,31.0,26.0,,
2023-11-12,2023020223,Minnesota Wild,Dallas Stars,3,8,0,26.0,37.0,,
2023-11-12,2023020224,Montréal Canadiens,Vancouver Canucks,2,5,0,32.0,37.0,,
2023-11-12,2023020225,New York Rangers,Columbus Blue Jackets,4,3,1,40.0,28.0,,
2023-11-12,2023020226,Anaheim Ducks,San Jose Sharks,4,1,0,,26.0,,
2023-11-13,2023020227,Edmonton Oilers,New York Islanders,4,1,0,32.0,33.0,,
2023-11-13,2023020228,Seattle Kraken,Colorado Avalanche,1,5,0,19.0,31.0,,
2023-11-14,2023020229,Buffalo Sabres,Boston Bruins,2,5,0,34.0,32.0,,
2023-11-14,2023020230,Columbus Blue Jackets,Pittsburgh Penguins,3,5,0,30.0,41.0,,
2023-11-14,2023020231,Montréal Canadiens,Calgary Flames,1,2,0,35.0,29.0,,
2023-11-14,2023020232,Washington Capitals,Vegas Golden Knights,3,0,0,31.0,35.0,,
2023-11-14,2023020233,Dallas Stars,Arizona Coyotes,4,3,1,36.0,26.0,,
2023-11-14,2023020234,Nashville Predators,Anaheim Ducks,2,3,0,30.0,20.0,,
2023-11-14,2023020235,St. Louis Blues,Tampa Bay Lightning,5,0,0,29.0,30.0,,
2023-11-14,2023020236,Winnipeg Jets,New Jersey Devils,6,3,0,31.0,34.0,,
2023-11-14,2023020237,San Jose Sharks,Florida Panthers,3,5,0,22.0,31.0,,
2023-11-15,2023020238,Carolina Hurricanes,Philadelphia Flyers,1,3,0,32.0,24.0,,
2023-11-15,2023020239,Edmonton Oilers,Seattle Kraken,4,3,1,31.0,35.0,,
2023-11-15,2023020240,Colorado Avalanche,Anaheim Ducks,8,2,0,38.0,17.0,,
2023-11-15,2023020241,Vancouver Canucks,New York Islanders,4,3,1,43.0,33.0,,
2023-11-16,2023020242,Ottawa Senators,Detroit Red Wings,5,4,1,,41.0,,
2023-11-16,2023020243,Columbus Blue Jackets,Arizona Coyotes,2,3,0,41.0,32.0,,
2023-11-16,2023020244,Montréal Canadiens,Vegas Golden Knights,5,6,0,28.0,42.0,,
2023-11-16,2023020245,Pittsburgh Penguins,New Jersey Devils,2,5,0,23.0,31.0,,
2023-11-16,2023020246,Chicago Blackhawks,Tampa Bay Lightning,2,4,0,14.0,32.0,,
2023-11-16,2023020247,Calgary Flames,Vancouver Canucks,5,2,0,39.0,22.0,,
2023-11-16,2023020248,Seattle Kraken,New York Islanders,4,3,1,32.0,23.0,,
2023-11-16,2023020249,Los Angeles Kings,Florida Panthers,2,1,0,27.0,31.0,,
2023-11-16,2023020250,San Jose Sharks,St. Louis Blues,5,1,0,35.0,45.0,,
2023-11-17,2023020251,Detroit Red Wings,Toronto Maple Leafs,2,3,0,29.0,29.0,,
2023-11-17,2023020252,Winnipeg Jets,Buffalo Sabres,3,2,0,,28.0,,
2023-11-17,2023020253,Anaheim Ducks,Florida Panthers,1,2,0,35.0,35.0,,
2023-11-18,2023020254,Ottawa Senators,Minnesota Wild,2,1,1,31.0,25.0,,
2023-11-18,2023020255,Philadelphia Flyers,Vegas Golden Knights,4,3,1,38.0,31.0,,
2023-11-18,2023020256,Nashville Predators,Chicago Blackhawks,4,2,0,31.0,31.0,,
2023-11-18,2023020257,Tampa Bay Lightning,Edmonton Oilers,6,4,0,24.0,42.0,,
2023-11-18,2023020258,Boston Bruins,Montréal Canadiens,5,2,0,44.0,22.0,,
2023-11-18,2023020259,Carolina Hurricanes,Pittsburgh Penguins,4,2,0,34.0,28.0,,
2023-11-18,2023020260,Calgary Flames,New York Islanders,4,5,1,39.0,33.0,,
2023-11-18,2023020261,New Jersey Devils,New York Rangers,3,5,0,33.0,,,
2023-11-18,2023020262,Winnipeg Jets,Arizona Coyotes,5,2,0,,18.0,,
2023-11-18,2023020263,Washington Capitals,Columbus Blue Jackets,4,3,0,26.0,36.0,,
2023-11-18,2023020264,Dallas Stars,Colorado Avalanche,3,6,0,28.0,38.0,,
2023-11-18,2023020265,Vancouver Canucks,Seattle Kraken,3,4,0,24.0,26.0,,
2023-11-18,2023020266,Los Angeles Kings,St. Louis Blues,5,1,0,31.0,30.0,,
2023-11-19,2023020267,Minnesota Wild,Toronto Maple Leafs,3,4,1,36.0,25.0,,
2023-11-19,2023020268,Philadelphia Flyers,Columbus Blue Jackets,5,2,0,27.0,22.0,,
2023-11-19,2023020269,Pittsburgh Penguins,Vegas Golden Knights,3,0,0,32.0,38.0,,
2023-11-19,2023020270,Chicago Blackhawks,Buffalo Sabres,2,3,0,26.0,20.0,,
2023-11-19,2023020271,Anaheim Ducks,St. Louis Blues,1,3,0,31.0,32.0,,
2023-11-20,2023020272,Florida Panthers,Edmonton Oilers,5,3,0,33.0,29.0,,
2023-11-20,2023020273,Tampa Bay Lightning,Boston Bruins,5,4,1,47.0,27.0,,
2023-11-20,2023020274,Dallas Stars,New York Rangers,6,3,0,36.0,33.0,,
2023-11-20,2023020275,Nashville Predators,Colorado Avalanche,4,3,0,30.0,29.0,,
2023-11-20,2023020276,Arizona Coyotes,Los Angeles Kings,1,4,0,31.0,25.0,,
2023-11-20,2023020277,Seattle Kraken,Calgary Flames,3,4,1,31.0,31.0,,
2023-11-20,2023020278,Vancouver Canucks,San Jose Sharks,3,1,0,37.0,28.0,,
2023-11-22,2023020279,Carolina Hurricanes,Edmonton Oilers,6,3,0,27.0,23.0,,
2023-11-22,2023020280,Columbus Blue Jackets,Chicago Blackhawks,7,3,0,26.0,36.0,,
2023-11-22,2023020281,Detroit Red Wings,New Jersey Devils,4,0,0,28.0,16.0,,
2023-11-22,2023020282,Florida Panthers,Boston Bruins,1,3,0,28.0,25.0,,
2023-11-22,2023020283,Pittsburgh Penguins,New York Rangers,0,1,0,32.0,36.0,,
2023-11-22,2023020284,Tampa Bay Lightning,Winnipeg Jets,2,3,1,33.0,,,
2023-11-22,2023020285,Washington Capitals,Buffalo Sabres,4,3,1,30.0,27.0,,
2023-11-22,2023020286,New York Islanders,Philadelphia Flyers,3,2,0,25.0,36.0,,
2023-11-22,2023020287,Arizona Coyotes,St. Louis Blues,5,6,0,25.0,31.0,,
2023-11-22,2023020288,Nashville Predators,Calgary Flames,4,2,0,45.0,26.0,,
2023-11-22,2023020289,Dallas Stars,Vegas Golden Knights,1,2,1,32.0,26.0,,
2023-11-22,2023020290,Anaheim Ducks,Montréal Canadiens,3,4,0,33.0,28.0,,
2023-11-22,2023020291,Colorado Avalanche,Vancouver Canucks,5,2,0,25.0,29.0,,
2023-11-22,2023020292,Seattle Kraken,San Jose Sharks,7,1,0,30.0,14.0,,
2023-11-24,2023020293,Boston Bruins,Detroit Red Wings,2,5,0,27.0,28.0,,
2023-11-24,2023020294,Philadelphia Flyers,New York Rangers,1,3,0,37.0,19.0,,
2023-11-24,2023020295,Chicago Blackhawks,Toronto Maple Leafs,4,3,1,34.0,37.0,,
2023-11-24,2023020296,New Jersey Devils,Columbus Blue Jackets,1,2,0,38.0,28.0,,
