date,id,home,away,hs,as,ot,hsog,asog,hpp,app
2023-11-24,2023020297,St. Louis Blues,Nashville Predators,3,8,0,39.0,35.0,,
2023-11-24,2023020298,Washington Capitals,Edmonton Oilers,0,5,0,25.0,35.0,,
2023-11-24,2023020299,Anaheim Ducks,Los Angeles Kings,2,5,0,31.0,,,
2023-11-24,2023020300,San Jose Sharks,Montréal Canadiens,2,3,1,33.0,24.0,,
2023-11-24,2023020301,Buffalo Sabres,Pittsburgh Penguins,3,2,0,34.0,33.0,,
2023-11-24,2023020302,Ottawa Senators,New York Islanders,3,5,0,31.0,26.0,,
2023-11-24,2023020303,Carolina Hurricanes,Tampa Bay Lightning,2,8,0,24.0,14.0,,
2023-11-24,2023020304,Florida Panthers,Winnipeg Jets,0,3,0,33.0,31.0,,
2023-11-24,2023020305,Dallas Stars,Calgary Flames,4,7,0,28.0,27.0,,
2023-11-24,2023020306,Minnesota Wild,Colorado Avalanche,2,3,0,21.0,25.0,,
2023-11-24,2023020307,Seattle Kraken,Vancouver Canucks,1,5,0,24.0,27.0,,
2023-11-25,2023020308,New York Rangers,Boston Bruins,7,4,0,40.0,31.0,,
2023-11-25,2023020309,Los Angeles Kings,Montréal Canadiens,4,0,0,30.0,18.0,,
2023-11-25,2023020310,New Jersey Devils,Buffalo Sabres,7,2,0,37.0,12.0,,
2023-11-25,2023020311,Pittsburgh Penguins,Toronto Maple Leafs,3,2,0,35.0,33.0,,
2023-11-25,2023020312,New York Islanders,Philadelphia Flyers,0,1,1,25.0,40.0,,
2023-11-25,2023020313,Colorado Avalanche,Calgary Flames,3,1,0,24.0,30.0,,
2023-11-25,2023020314,San Jose Sharks,Vancouver Canucks,4,3,0,22.0,33.0,,
2023-11-25,2023020315,Vegas Golden Knights,Arizona Coyotes,0,2,0,34.0,18.0,,
2023-11-26,2023020316,Detroit Red Wings,Minnesota Wild,4,1,0,23.0,38.0,,
2023-11-26,2023020317,Chicago Blackhawks,St. Louis Blues,2,4,0,33.0,28.0,,
2023-11-26,2023020318,Carolina Hurricanes,Columbus Blue Jackets,3,2,0,43.0,23.0,,
2023-11-26,2023020319,Nashville Predators,Winnipeg Jets,3,2,0,26.0,34.0,,
2023-11-26,2023020320,Edmonton Oilers,Anaheim Ducks,8,2,0,26.0,23.0,,
2023-11-27,2023020321,Columbus Blue Jackets,Boston Bruins,5,2,0,40.0,33.0,,
2023-11-27,2023020322,New York Rangers,Buffalo Sabres,1,5,0,26.0,39.0,,
2023-11-27,2023020323,Ottawa Senators,Florida Panthers,0,5,0,20.0,37.0,,
2023-11-27,2023020324,Colorado Avalanche,Tampa Bay Lightning,4,1,0,23.0,39.0,,
2023-11-27,2023020325,Calgary Flames,Vegas Golden Knights,2,1,1,34.0,28.0,,
2023-11-27,2023020326,San Jose Sharks,Washington Capitals,2,1,0,23.0,34.0,,
2023-11-28,2023020327,New Jersey Devils,New York Islanders,5,4,0,33.0,26.0,,
2023-11-28,2023020328,Philadelphia Flyers,Carolina Hurricanes,1,4,0,29.0,36.0,,
2023-11-28,2023020329,Toronto Maple Leafs,Florida Panthers,2,1,1,32.0,39.0,,
2023-11-28,2023020330,Minnesota Wild,St. Louis Blues,3,1,0,37.0,24.0,,
2023-11-28,2023020331,Nashville Predators,Pittsburgh Penguins,3,2,1,25.0,31.0,,
2023-11-28,2023020332,Winnipeg Jets,Dallas Stars,0,2,0,27.0,21.0,,
2023-11-28,2023020333,Chicago Blackhawks,Seattle Kraken,4,3,0,23.0,36.0,,
2023-11-28,2023020334,Arizona Coyotes,Tampa Bay Lightning,3,1,0,27.0,31.0,,
2023-11-28,2023020335,Edmonton Oilers,Vegas Golden Knights,5,4,1,34.0,27.0,,
2023-11-28,2023020336,Vancouver Canucks,Anaheim Ducks,3,1,0,27.0,31.0,,
2023-11-29,2023020337,Columbus Blue Jackets,Montréal Canadiens,2,4,0,28.0,31.0,,
2023-11-29,2023020338,New York Rangers,Detroit Red Wings,3,2,0,41.0,27.0,,
2023-11-29,2023020339,Los Angeles Kings,Washington Capitals,1,2,0,39.0,15.0,,
2023-11-30,2023020340,Boston Bruins,San Jose Sharks,3,0,0,37.0,26.0,,
2023-11-30,2023020341,Carolina Hurricanes,New York Islanders,4,5,1,,16.0,,
2023-11-30,2023020342,Detroit Red Wings,Chicago Blackhawks,5,1,0,29.0,35.0,,
2023-11-30,2023020343,Montréal Canadiens,Florida Panthers,1,5,0,,,,
2023-11-30,2023020344,Philadelphia Flyers,New Jersey Devils,3,4,1,47.0,35.0,,
2023-11-30,2023020345,Tampa Bay Lightning,Pittsburgh Penguins,2,4,0,41.0,29.0,,
2023-11-30,2023020346,Toronto Maple Leafs,Seattle Kraken,4,3,1,28.0,40.0,,
2023-11-30,2023020347,Nashville Predators,Minnesota Wild,1,6,0,27.0,31.0,,
2023-11-30,2023020348,St. Louis Blues,Buffalo Sabres,6,4,0,20.0,46.0,,
2023-11-30,2023020349,Winnipeg Jets,Edmonton Oilers,1,3,0,26.0,39.0,,
2023-11-30,2023020350,Arizona Coyotes,Colorado Avalanche,4,3,1,32.0,31.0,,
2023-11-30,2023020351,Calgary Flames,Dallas Stars,4,3,1,36.0,16.0,,
2023-11-30,2023020352,Anaheim Ducks,Washington Capitals,4,5,0,32.0,26.0,,
2023-11-30,2023020353,Vancouver Canucks,Vegas Golden Knights,1,4,0,22.0,44.0,,
2023-12-01,2023020354,Columbus Blue Jackets,Ottawa Senators,4,2,0,23.0,43.0,,
2023-12-01,2023020355,New Jersey Devils,San Jose Sharks,3,6,0,47.0,18.0,,
2023-12-02,2023020356,Dallas Stars,Tampa Bay Lightning,8,1,0,34.0,33.0,,
2023-12-02,2023020357,Winnipeg Jets,Chicago Blackhawks,3,1,0,28.0,21.0,,
2023-12-02,2023020358,Nashville Predators,New York Rangers,3,4,0,40.0,25.0,,
2023-12-02,2023020359,Florida Panthers,New York Islanders,3,4,0,45.0,27.0,,
2023-12-02,2023020360,Carolina Hurricanes,Buffalo Sabres,6,2,0,37.0,22.0,,
2023-12-02,2023020361,Montréal Canadiens,Detroit Red Wings,4,5,1,30.0,33.0,,
2023-12-02,2023020362,Ottawa Senators,Seattle Kraken,2,0,0,28.0,39.0,,
2023-12-02,2023020363,Pittsburgh Penguins,Philadelphia Flyers,3,4,1,32.0,33.0,,
2023-12-02,2023020364,Toronto Maple Leafs,Boston Bruins,3,4,1,40.0,37.0,,
2023-12-02,2023020365,Arizona Coyotes,St. Louis Blues,4,1,0,22.0,32.0,,
2023-12-02,2023020366,Anaheim Ducks,Colorado Avalanche,4,3,1,37.0,37.0,,
2023-12-02,2023020367,Calgary Flames,Vancouver Canucks,3,4,0,24.0,22.0,,
2023-12-02,2023020368,Vegas Golden Knights,Washington Capitals,4,1,0,36.0,22.0,,
2023-12-03,2023020369,Minnesota Wild,Chicago Blackhawks,4,1,0,34.0,29.0,,
2023-12-03,2023020370,New York Rangers,San Jose Sharks,6,5,0,36.0,28.0,,
2023-12-03,2023020371,Boston Bruins,Columbus Blue Jackets,3,1,0,28.0,25.0,,
2023-12-03,2023020372,Buffalo Sabres,Nashville Predators,1,2,0,35.0,29.0,,
2023-12-03,2023020373,Los Angeles Kings,Colorado Avalanche,4,1,0,38.0,21.0,,
2023-12-04,2023020374,Philadelphia Flyers,Pittsburgh Penguins,2,1,1,33.0,32.0,,
2023-12-04,2023020375,Tampa Bay Lightning,Dallas Stars,4,0,0,23.0,25.0,,
2023-12-04,2023020376,Montréal Canadiens,Seattle Kraken,4,2,0,30.0,33.0,,
2023-12-04,2023020377,Winnipeg Jets,Carolina Hurricanes,2,1,0,22.0,43.0,,
2023-12-04,2023020378,Arizona Coyotes,Washington Capitals,6,0,0,27.0,26.0,,
2023-12-04,2023020379,Vegas Golden Knights,St. Louis Blues,1,2,1,34.0,27.0,,
2023-12-05,2023020380,Buffalo Sabres,Detroit Red Wings,3,5,0,32.0,,,
2023-12-05,2023020381,Columbus Blue Jackets,Los Angeles Kings,3,4,1,29.0,39.0,,
2023-12-05,2023020382,Ottawa Senators,New York Rangers,6,2,0,36.0,35.0,,
2023-12-05,2023020383,New York Islanders,San Jose Sharks,4,5,1,39.0,37.0,,
2023-12-05,2023020384,Chicago Blackhawks,Nashville Predators,3,4,1,28.0,30.0,,
2023-12-05,2023020385,Calgary Flames,Minnesota Wild,2,5,0,30.0,29.0,,
2023-12-05,2023020386,Colorado Avalanche,Anaheim Ducks,3,2,0,30.0,33.0,,
2023-12-05,2023020387,Vancouver Canucks,New Jersey Devils,5,6,0,33.0,32.0,,
2023-12-06,2023020388,Florida Panthers,Dallas Stars,5,4,0,31.0,33.0,,
2023-12-06,2023020389,Tampa Bay Lightning,Pittsburgh Penguins,3,1,0,27.0,25.0,,
2023-12-06,2023020390,St. Louis Blues,Vegas Golden Knights,3,6,0,29.0,49.0,,
2023-12-06,2023020391,Edmonton Oilers,Carolina Hurricanes,6,1,0,34.0,39.0,,
2023-12-07,2023020392,Boston Bruins,Buffalo Sabres,1,3,0,32.0,35.0,,
2023-12-07,2023020393,Detroit Red Wings,San Jose Sharks,5,6,1,31.0,36.0,,
2023-12-07,2023020394,Montréal Canadiens,Los Angeles Kings,0,4,0,24.0,42.0,,
2023-12-07,2023020395,Ottawa Senators,Toronto Maple Leafs,3,4,0,41.0,22.0,,
2023-12-07,2023020396,Washington Capitals,Dallas Stars,4,5,1,27.0,38.0,,
2023-12-07,2023020397,New York Islanders,Columbus Blue Jackets,7,3,0,36.0,35.0,,
2023-12-07,2023020398,Nashville Predators,Tampa Bay Lightning,5,1,0,30.0,33.0,,
2023-12-07,2023020399,Chicago Blackhawks,Anaheim Ducks,1,0,0,25.0,37.0,,
2023-12-07,2023020400,Arizona Coyotes,Philadelphia Flyers,1,4,0,26.0,26.0,,
2023-12-07,2023020401,Calgary Flames,Carolina Hurricanes,3,2,0,27.0,30.0,,
2023-12-07,2023020402,Colorado Avalanche,Winnipeg Jets,2,4,0,34.0,28.0,,
2023-12-07,2023020403,Seattle Kraken,New Jersey Devils,1,2,0,38.0,17.0,,
2023-12-07,2023020404,Vancouver Canucks,Minnesota Wild,2,0,0,17.0,26.0,,
2023-12-08,2023020405,Columbus Blue Jackets,St. Louis Blues,5,2,0,22.0,,,
2023-12-08,2023020406,Florida Panthers,Pittsburgh Penguins,3,1,0,33.0,26.0,,
2023-12-08,2023020407,Edmonton Oilers,Minnesota Wild,4,3,0,40.0,20.0,,
2023-12-09,2023020408,Boston Bruins,Arizona Coyotes,5,3,0,29.0,33.0,,
2023-12-09,2023020409,Calgary Flames,New Jersey Devils,2,4,0,25.0,30.0,,
2023-12-09,2023020410,Dallas Stars,Vegas Golden Knights,1,6,0,20.0,27.0,,
2023-12-09,2023020411,Buffalo Sabres,Montréal Canadiens,2,3,1,48.0,31.0,,
2023-12-09,2023020412,Detroit Red Wings,Ottawa Senators,1,5,0,31.0,,,
2023-12-09,2023020413,Toronto Maple Leafs,Nashville Predators,4,0,0,37.0,18.0,,
2023-12-09,2023020414,Washington Capitals,New York Rangers,4,0,0,29.0,31.0,,
2023-12-09,2023020415,New York Islanders,Los Angeles Kings,3,2,1,30.0,35.0,,
2023-12-09,2023020416,Chicago Blackhawks,St. Louis Blues,3,1,0,24.0,39.0,,
2023-12-09,2023020417,Colorado Avalanche,Philadelphia Flyers,2,5,0,38.0,34.0,,
2023-12-09,2023020418,Seattle Kraken,Tampa Bay Lightning,3,4,1,29.0,30.0,,
2023-12-09,2023020419,Vancouver Canucks,Carolina Hurricanes,4,3,0,24.0,24.0,,
2023-12-10,2023020420,Columbus Blue Jackets,Florida Panthers,2,5,0,19.0,35.0,,
2023-12-10,2023020421,Edmonton Oilers,New Jersey Devils,4,1,0,30.0,,,
2023-12-10,2023020422,Chicago Blackhawks,Washington Capitals,2,4,0,34.0,27.0,,
2023-12-10,2023020423,Montréal Canadiens,Nashville Predators,1,2,0,37.0,32.0,,
2023-12-10,2023020424,New York Rangers,Los Angeles Kings,4,1,0,27.0,26.0,,
2023-12-10,2023020425,Anaheim Ducks,Winnipeg Jets,2,4,0,26.0,31.0,,
2023-12-10,2023020426,Seattle Kraken,Minnesota Wild,0,3,0,24.0,26.0,,
2023-12-10,2023020427,Vegas Golden Knights,San Jose Sharks,5,4,1,27.0,38.0,,
2023-12-11,2023020428,Buffalo Sabres,Arizona Coyotes,5,2,0,38.0,23.0,,
2023-12-11,2023020429,New York Islanders,Toronto Maple Leafs,4,3,1,29.0,40.0,,
2023-12-11,2023020430,Dallas Stars,Detroit Red Wings,6,3,0,35.0,30.0,,
2023-12-11,2023020431,Colorado Avalanche,Calgary Flames,6,5,0,38.0,32.0,,
2023-12-12,2023020432,New York Rangers,Toronto Maple Leafs,3,7,0,31.0,30.0,,
2023-12-12,2023020433,Ottawa Senators,Carolina Hurricanes,1,4,0,32.0,28.0,,
2023-12-12,2023020434,Pittsburgh Penguins,Arizona Coyotes,4,2,0,43.0,21.0,,
2023-12-12,2023020435,Nashville Predators,Philadelphia Flyers,3,2,1,22.0,39.0,,
2023-12-12,2023020436,St. Louis Blues,Detroit Red Wings,4,6,0,37.0,32.0,,
2023-12-12,2023020437,Edmonton Oilers,Chicago Blackhawks,4,1,0,29.0,23.0,,
2023-12-12,2023020438,Seattle Kraken,Florida Panthers,4,0,0,23.0,24.0,,
2023-12-12,2023020439,Vancouver Canucks,Tampa Bay Lightning,4,1,0,22.0,,,
2023-12-12,2023020440,Vegas Golden Knights,Calgary Flames,5,4,1,,31.0,,
2023-12-12,2023020441,San Jose Sharks,Winnipeg Jets,2,1,0,32.0,37.0,,
2023-12-13,2023020442,Montréal Canadiens,Pittsburgh Penguins,3,4,1,42.0,30.0,,
2023-12-13,2023020443,New Jersey Devils,Boston Bruins,2,1,1,35.0,24.0,,
2023-12-13,2023020444,New York Islanders,Anaheim Ducks,4,3,0,35.0,24.0,,
2023-12-13,2023020445,Colorado Avalanche,Buffalo Sabres,5,1,0,29.0,30.0,,
2023-12-13,2023020446,Los Angeles Kings,Winnipeg Jets,2,5,0,34.0,29.0,,
2023-12-14,2023020447,Detroit Red Wings,Carolina Hurricanes,1,2,0,26.0,39.0,,
2023-12-14,2023020448,Philadelphia Flyers,Washington Capitals,4,3,1,32.0,30.0,,
2023-12-14,2023020449,Toronto Maple Leafs,Columbus Blue Jackets,5,6,1,48.0,35.0,,
2023-12-14,2023020450,Minnesota Wild,Calgary Flames,3,2,1,32.0,37.0,,
2023-12-14,2023020451,St. Louis Blues,Ottawa Senators,4,2,0,30.0,34.0,,
2023-12-14,2023020452,Edmonton Oilers,Tampa Bay Lightning,4,7,0,57.0,24.0,,
2023-12-14,2023020453,Seattle Kraken,Chicago Blackhawks,7,1,0,29.0,22.0,,
2023-12-14,2023020454,Vancouver Canucks,Florida Panthers,4,0,0,18.0,36.0,,
2023-12-15,2023020455,Carolina Hurricanes,Nashville Predators,5,6,1,31.0,30.0,,
2023-12-15,2023020456,New York Rangers,Anaheim Ducks,5,1,0,39.0,30.0,,
2023-12-15,2023020457,New York Islanders,Boston Bruins,4,5,1,37.0,34.0,,
2023-12-15,2023020458,Dallas Stars,Ottawa Senators,5,4,0,24.0,29.0,,
2023-12-15,2023020459,Arizona Coyotes,San Jose Sharks,1,0,0,24.0,21.0,,
2023-12-15,2023020460,Vegas Golden Knights,Buffalo Sabres,2,5,0,35.0,27.0,,
2023-12-16,2023020461,Minnesota Wild,Vancouver Canucks,2,1,1,31.0,36.0,,
2023-12-16,2023020462,Boston Bruins,New York Rangers,1,2,1,22.0,,,
2023-12-16,2023020463,Columbus Blue Jackets,New Jersey Devils,3,6,0,26.0,30.0,,
2023-12-16,2023020464,Montréal Canadiens,New York Islanders,5,3,0,41.0,33.0,,
2023-12-16,2023020465,Philadelphia Flyers,Detroit Red Wings,1,0,0,34.0,32.0,,
2023-12-16,2023020466,Toronto Maple Leafs,Pittsburgh Penguins,7,0,0,35.0,38.0,,
2023-12-16,2023020467,Winnipeg Jets,Colorado Avalanche,6,2,0,25.0,32.0,,
2023-12-16,2023020468,Nashville Predators,Washington Capitals,3,1,0,23.0,22.0,,
2023-12-16,2023020469,St. Louis Blues,Dallas Stars,4,3,1,34.0,23.0,,
2023-12-16,2023020470,Arizona Coyotes,Buffalo Sabres,2,0,0,22.0,,,
2023-12-16,2023020471,Calgary Flames,Tampa Bay Lightning,4,2,0,26.0,,,
2023-12-16,2023020472,Edmonton Oilers,Florida Panthers,1,5,0,39.0,39.0,,
2023-12-16,2023020473,Seattle Kraken,Los Angeles Kings,2,3,1,19.0,38.0,,
2023-12-17,2023020474,Chicago Blackhawks,Vancouver Canucks,3,4,0,28.0,,,
2023-12-17,2023020475,Carolina Hurricanes,Washington Capitals,1,2,1,29.0,21.0,,
2023-12-17,2023020476,New Jersey Devils,Anaheim Ducks,1,5,0,29.0,28.0,,
2023-12-17,2023020477,Colorado Avalanche,San Jose Sharks,6,2,0,29.0,27.0,,
2023-12-17,2023020478,Vegas Golden Knights,Ottawa Senators,6,3,0,31.0,25.0,,
2023-12-18,2023020479,Detroit Red Wings,Anaheim Ducks,3,4,0,32.0,22.0,,
2023-12-18,2023020480,Pittsburgh Penguins,Minnesota Wild,4,3,0,30.0,27.0,,
2023-12-18,2023020481,Winnipeg Jets,Montréal Canadiens,2,3,1,32.0,26.0,,
2023-12-18,2023020482,Dallas Stars,Seattle Kraken,4,3,1,28.0,38.0,,
2023-12-18,2023020483,Calgary Flames,Florida Panthers,3,1,0,24.0,34.0,,
2023-12-19,2023020484,Boston Bruins,Minnesota Wild,3,4,1,43.0,30.0,,
2023-12-19,2023020485,Buffalo Sabres,Columbus Blue Jackets,4,9,0,29.0,34.0,,
2023-12-19,2023020486,Carolina Hurricanes,Vegas Golden Knights,6,3,0,39.0,33.0,,
2023-12-19,2023020487,New Jersey Devils,Philadelphia Flyers,2,3,1,26.0,26.0,,
2023-12-19,2023020488,Tampa Bay Lightning,St. Louis Blues,6,1,0,33.0,29.0,,
2023-12-19,2023020489,Toronto Maple Leafs,New York Rangers,2,5,0,33.0,36.0,,
2023-12-19,2023020490,New York Islanders,Edmonton Oilers,3,1,0,21.0,31.0,,
2023-12-19,2023020491,Nashville Predators,Vancouver Canucks,2,5,0,28.0,35.0,,
2023-12-19,2023020492,Chicago Blackhawks,Colorado Avalanche,3,2,0,22.0,37.0,,
2023-12-19,2023020493,Arizona Coyotes,Ottawa Senators,4,3,0,38.0,22.0,,
2023-12-19,2023020494,San Jose Sharks,Los Angeles Kings,1,4,0,16.0,39.0,,
2023-12-20,2023020495,Winnipeg Jets,Detroit Red Wings,5,2,0,41.0,28.0,,
2023-12-20,2023020496,Washington Capitals,New York Islanders,3,2,1,36.0,32.0,,
2023-12-20,2023020497,Los Angeles Kings,Seattle Kraken,1,2,0,43.0,30.0,,
2023-12-21,2023020498,Buffalo Sabres,Toronto Maple Leafs,9,3,0,34.0,27.0,,
2023-12-21,2023020499,Columbus Blue Jackets,Washington Capitals,2,3,1,36.0,32.0,,
2023-12-21,2023020500,Florida Panthers,St. Louis Blues,1,4,0,38.0,24.0,,
2023-12-21,2023020501,New Jersey Devils,Edmonton Oilers,3,6,0,26.0,38.0,,
2023-12-21,2023020502,Philadelphia Flyers,Nashville Predators,2,4,0,31.0,31.0,,
2023-12-21,2023020503,Pittsburgh Penguins,Carolina Hurricanes,2,1,1,25.0,24.0,,
2023-12-21,2023020504,Tampa Bay Lightning,Vegas Golden Knights,5,4,0,36.0,34.0,,
2023-12-21,2023020505,Dallas Stars,Vancouver Canucks,4,3,1,36.0,20.0,,
2023-12-21,2023020506,Minnesota Wild,Montréal Canadiens,4,3,1,24.0,25.0,,
2023-12-21,2023020507,Colorado Avalanche,Ottawa Senators,6,4,0,39.0,45.0,,
2023-12-21,2023020508,Anaheim Ducks,Calgary Flames,0,3,0,25.0,44.0,,
2023-12-21,2023020509,San Jose Sharks,Arizona Coyotes,2,5,0,31.0,30.0,,
2023-12-22,2023020510,Detroit Red Wings,Philadelphia Flyers,7,6,1,37.0,43.0,,
2023-12-22,2023020511,New York Rangers,Edmonton Oilers,3,4,0,34.0,28.0,,
2023-12-22,2023020512,Winnipeg Jets,Boston Bruins,5,1,0,33.0,25.0,,
2023-12-22,2023020513,Chicago Blackhawks,Montréal Canadiens,2,5,0,21.0,28.0,,
2023-12-23,2023020514,Florida Panthers,Vegas Golden Knights,4,2,0,42.0,25.0,,
2023-12-23,2023020515,Nashville Predators,Dallas Stars,2,3,0,21.0,34.0,,
2023-12-23,2023020516,Carolina Hurricanes,New York Islanders,4,5,0,40.0,28.0,,
2023-12-23,2023020517,Columbus Blue Jackets,Toronto Maple Leafs,1,4,0,28.0,30.0,,
2023-12-23,2023020518,Minnesota Wild,Boston Bruins,3,2,0,35.0,21.0,,
2023-12-23,2023020519,New Jersey Devils,Detroit Red Wings,3,2,0,36.0,24.0,,
2023-12-23,2023020520,Ottawa Senators,Pittsburgh Penguins,5,4,1,26.0,34.0,,
2023-12-23,2023020521,Washington Capitals,Tampa Bay Lightning,1,2,1,34.0,20.0,,
2023-12-23,2023020522,New York Rangers,Buffalo Sabres,4,3,1,33.0,30.0,,
2023-12-23,2023020523,Anaheim Ducks,Seattle Kraken,2,3,0,34.0,22.0,,
2023-12-23,2023020524,St. Louis Blues,Chicago Blackhawks,7,5,0,42.0,20.0,,
2023-12-23,2023020525,Colorado Avalanche,Arizona Coyotes,4,1,0,26.0,25.0,,
2023-12-23,2023020526,Los Angeles Kings,Calgary Flames,5,3,0,34.0,32.0,,
2023-12-23,2023020527,Vancouver Canucks,San Jose Sharks,7,4,0,26.0,25.0,,
2023-12-27,2023020528,New Jersey Devils,Columbus Blue Jackets,4,3,1,35.0,29.0,,
2023-12-27,2023020529,New York Rangers,Washington Capitals,5,1,0,31.0,27.0,,
2023-12-27,2023020530,Tampa Bay Lightning,Florida Panthers,2,3,0,29.0,31.0,,
2023-12-27,2023020531,Toronto Maple Leafs,Ottawa Senators,2,4,0,36.0,30.0,,
2023-12-27,2023020532,Buffalo Sabres,Boston Bruins,1,4,0,26.0,25.0,,
2023-12-27,2023020533,New York Islanders,Pittsburgh Penguins,0,7,0,22.0,32.0,,
2023-12-27,2023020534,Minnesota Wild,Detroit Red Wings,6,3,0,31.0,28.0,,
2023-12-27,2023020535,Nashville Predators,Carolina Hurricanes,2,5,0,37.0,25.0,,
2023-12-27,2023020536,St. Louis Blues,Dallas Stars,2,1,0,30.0,40.0,,
2023-12-27,2023020537,Arizona Coyotes,Colorado Avalanche,5,4,1,27.0,24.0,,
2023-12-27,2023020538,Chicago Blackhawks,Winnipeg Jets,2,1,1,25.0,38.0,,
2023-12-27,2023020539,Calgary Flames,Seattle Kraken,1,2,0,38.0,21.0,,
2023-12-27,2023020540,Anaheim Ducks,Vegas Golden Knights,5,2,0,26.0,32.0,,
2023-12-27,2023020541,Los Angeles Kings,San Jose Sharks,5,1,0,43.0,25.0,,
2023-12-28,2023020542,Carolina Hurricanes,Montréal Canadiens,5,3,0,31.0,21.0,,
2023-12-28,2023020543,Vancouver Canucks,Philadelphia Flyers,1,4,0,27.0,25.0,,
2023-12-28,2023020544,Vegas Golden Knights,Los Angeles Kings,3,2,0,32.0,34.0,,
2023-12-28,2023020545,San Jose Sharks,Edmonton Oilers,0,5,0,25.0,30.0,,
2023-12-29,2023020546,Columbus Blue Jackets,Toronto Maple Leafs,6,5,1,21.0,33.0,,
2023-12-29,2023020547,Detroit Red Wings,Nashville Predators,5,4,1,23.0,37.0,,
2023-12-29,2023020548,Florida Panthers,New York Rangers,4,3,0,33.0,34.0,,
2023-12-29,2023020549,Ottawa Senators,New Jersey Devils,2,6,0,27.0,30.0,,
2023-12-29,2023020550,New York Islanders,Washington Capitals,5,1,0,32.0,27.0,,
2023-12-29,2023020551,Dallas Stars,Chicago Blackhawks,5,4,1,35.0,29.0,,
2023-12-29,2023020552,St. Louis Blues,Colorado Avalanche,1,2,0,29.0,23.0,,
2023-12-29,2023020553,Anaheim Ducks,Arizona Coyotes,0,2,0,28.0,32.0,,
2023-12-29,2023020554,Seattle Kraken,Philadelphia Flyers,2,1,1,29.0,28.0,,
2023-12-30,2023020555,Winnipeg Jets,Minnesota Wild,4,2,0,32.0,36.0,,
2023-12-30,2023020556,Buffalo Sabres,Columbus Blue Jackets,3,2,1,42.0,20.0,,
2023-12-30,2023020557,Boston Bruins,New Jersey Devils,5,2,0,31.0,33.0,,
2023-12-30,2023020558,Florida Panthers,Montréal Canadiens,4,1,0,26.0,19.0,,
2023-12-30,2023020559,Pittsburgh Penguins,St. Louis Blues,4,2,0,30.0,27.0,,
2023-12-30,2023020560,Tampa Bay Lightning,New York Rangers,1,5,0,35.0,21.0,,
2023-12-30,2023020561,Toronto Maple Leafs,Carolina Hurricanes,2,3,0,27.0,28.0,,
2023-12-30,2023020562,Washington Capitals,Nashville Predators,2,3,1,29.0,36.0,,
2023-12-30,2023020563,Los Angeles Kings,Edmonton Oilers,2,3,1,28.0,26.0,,
2023-12-31,2023020564,Minnesota Wild,Winnipeg Jets,2,3,0,26.0,29.0,,
2023-12-31,2023020565,Detroit Red Wings,Boston Bruins,3,5,0,30.0,24.0,,
2023-12-31,2023020566,Ottawa Senators,Buffalo Sabres,5,1,0,31.0,46.0,,
2023-12-31,2023020567,Pittsburgh Penguins,New York Islanders,3,1,0,38.0,38.0,,
2023-12-31,2023020568,Tampa Bay Lightning,Montréal Canadiens,4,3,0,20.0,29.0,,
2023-12-31,2023020569,Anaheim Ducks,Edmonton Oilers,2,7,0,30.0,39.0,,
2023-12-31,2023020570,Calgary Flames,Philadelphia Flyers,4,3,0,33.0,31.0,,
2023-12-31,2023020571,Colorado Avalanche,San Jose Sharks,3,1,0,33.0,,,
2023-12-31,2023020572,Dallas Stars,Chicago Blackhawks,8,1,0,41.0,24.0,,
2024-01-01,2023020573,Seattle Kraken,Vegas Golden Knights,3,0,0,27.0,35.0,,
2024-01-02,2023020574,Columbus Blue Jackets,Boston Bruins,1,4,0,27.0,27.0,,
2024-01-02,2023020575,New York Rangers,Carolina Hurricanes,1,6,0,29.0,27.0,,
2024-01-02,2023020576,Pittsburgh Penguins,Washington Capitals,3,4,0,35.0,,,
2024-01-02,2023020577,Dallas Stars,Montréal Canadiens,3,4,0,33.0,18.0,,
2024-01-02,2023020578,Minnesota Wild,Calgary Flames,1,3,0,29.0,33.0,,
2024-01-02,2023020579,Nashville Predators,Chicago Blackhawks,3,0,0,36.0,21.0,,
2024-01-02,2023020580,Winnipeg Jets,Tampa Bay Lightning,4,2,0,28.0,34.0,,
2024-01-02,2023020581,Arizona Coyotes,Florida Panthers,1,4,0,22.0,38.0,,
2024-01-02,2023020582,Colorado Avalanche,New York Islanders,5,4,1,39.0,,,
2024-01-02,2023020583,Edmonton Oilers,Philadelphia Flyers,5,2,0,36.0,37.0,,
2024-01-02,2023020584,Vancouver Canucks,Ottawa Senators,6,3,0,26.0,38.0,,
2024-01-02,2023020585,Los Angeles Kings,Toronto Maple Leafs,0,3,0,31.0,29.0,,
2024-01-02,2023020586,San Jose Sharks,Detroit Red Wings,3,5,0,,31.0,,
2024-01-03,2023020587,Washington Capitals,New Jersey Devils,3,6,0,26.0,28.0,,
2024-01-03,2023020588,Anaheim Ducks,Toronto Maple Leafs,1,2,1,28.0,57.0,,
2024-01-04,2023020589,Boston Bruins,Pittsburgh Penguins,5,6,0,29.0,35.0,,
2024-01-04,2023020590,Montréal Canadiens,Buffalo Sabres,1,6,0,33.0,38.0,,
2024-01-04,2023020591,New York Rangers,Chicago Blackhawks,4,1,0,32.0,23.0,,
2024-01-04,2023020592,Philadelphia Flyers,Columbus Blue Jackets,2,3,1,41.0,28.0,,
