date,id,home,away,hs,as,hsp,hsp_name,asp,asp_name,dh,venue
2023-04-03,718722,San Diego Padres,Arizona Diamondbacks,5,4,677960,Ryan Weathers,669194,Ryne Nelson,1,2680
2023-04-03,718720,Seattle Mariners,Los Angeles Angels,3,7,669923,George Kirby,672282,Reid Detmers,1,680
2023-04-03,718718,Los Angeles Dodgers,Colorado Rockies,13,4,675627,Michael Grove,663372,Ryan Feltner,1,22
2023-04-04,718717,San Diego Padres,Arizona Diamondbacks,6,8,506433,Yu Darvish,668678,Zac Gallen,1,2680
2023-04-04,718716,Cincinnati Reds,Chicago Cubs,5,12,570666,Luis Cessa,669713,Hayden Wesneski,1,2602
2023-04-04,718714,Miami Marlins,Minnesota Twins,1,0,645261,Sandy Alcantara,628317,Kenta Maeda,1,4169
2023-04-04,718715,Washington Nationals,Tampa Bay Rays,6,10,641771,Chad Kuhl,676596,Josh Fleming,1,3309
2023-04-04,718710,New York Yankees,Philadelphia Phillies,1,4,593334,Domingo Germán,621381,Matt Strahm,1,3313
2023-04-04,718713,Boston Red Sox,Pittsburgh Pirates,1,4,601713,Nick Pivetta,672710,Roansy Contreras,1,3
2023-04-04,718708,Kansas City Royals,Toronto Blue Jays,1,4,663460,Kris Bubic,579328,Yusei Kikuchi,1,7
2023-04-04,718712,Milwaukee Brewers,New York Mets,9,0,489119,Wade Miley,453286,Max Scherzer,1,32
2023-04-04,718711,St. Louis Cardinals,Atlanta Braves,1,4,571927,Steven Matz,689266,Dylan Dodd,1,2889
2023-04-04,718709,Texas Rangers,Baltimore Orioles,2,7,571760,Andrew Heaney,502043,Kyle Gibson,1,5325
2023-04-04,718705,Houston Astros,Detroit Tigers,3,6,664285,Framber Valdez,666159,Matt Manning,1,2392
2023-04-04,718707,Oakland Athletics,Cleveland Guardians,4,3,676664,JP Sears,669456,Shane Bieber,1,10
2023-04-04,718706,Seattle Mariners,Los Angeles Angels,11,2,622491,Luis Castillo,660761,José Suarez,1,680
2023-04-04,718703,Los Angeles Dodgers,Colorado Rockies,5,2,628711,Julio Urías,608566,Germán Márquez,1,22
2023-04-05,718704,Washington Nationals,Tampa Bay Rays,2,7,571578,Patrick Corbin,663556,Shane McClanahan,1,3309
2023-04-05,718699,New York Yankees,Philadelphia Phillies,4,2,543037,Gerrit Cole,605400,Aaron Nola,1,3313
2023-04-05,718701,Miami Marlins,Minnesota Twins,5,2,666200,Jesús Luzardo,641154,Pablo López,1,4169
2023-04-05,718697,St. Louis Cardinals,Atlanta Braves,2,5,571945,Miles Mikolas,693821,Bryce Elder,1,2889
2023-04-05,718702,Boston Red Sox,Pittsburgh Pirates,1,4,446372,Corey Kluber,656605,Mitch Keller,1,3
2023-04-05,718698,Milwaukee Brewers,New York Mets,7,6,669203,Corbin Burnes,656849,David Peterson,1,32
2023-04-05,718694,Texas Rangers,Baltimore Orioles,5,2,594798,Jacob deGrom,680570,Grayson Rodriguez,1,5325
2023-04-05,718696,Houston Astros,Detroit Tigers,8,2,664299,Cristian Javier,593958,Eduardo Rodriguez,1,2392
2023-04-05,718695,Chicago White Sox,San Francisco Giants,7,3,656302,Dylan Cease,657277,Logan Webb,1,4
2023-04-05,718689,Oakland Athletics,Cleveland Guardians,4,6,666205,Kyle Muller,683769,Hunter Gaddis,1,10
2023-04-05,718691,Seattle Mariners,Los Angeles Angels,3,4,623167,Chris Flexen,660271,Shohei Ohtani,1,680
2023-04-05,718692,Kansas City Royals,Toronto Blue Jays,0,3,425844,Zack Greinke,666201,Alek Manoah,1,7
2023-04-06,718690,Detroit Tigers,Boston Red Sox,3,6,605513,Spencer Turnbull,519242,Chris Sale,1,2394
2023-04-06,718686,Kansas City Royals,Toronto Blue Jays,3,6,543475,Jordan Lyles,592332,Kevin Gausman,1,7
2023-04-06,718687,Chicago White Sox,San Francisco Giants,6,16,458681,Lance Lynn,622072,Alex Wood,1,4
2023-04-06,718682,Colorado Rockies,Washington Nationals,1,0,607536,Kyle Freeland,680686,Josiah Gray,1,19
2023-04-06,718681,Atlanta Braves,San Diego Padres,7,6,675911,Spencer Strider,605483,Blake Snell,1,4705
2023-04-06,718683,Arizona Diamondbacks,Los Angeles Dodgers,2,5,518876,Merrill Kelly,669160,Dustin May,1,15
2023-04-07,718693,New York Mets,Miami Marlins,9,3,656731,Tylor Megill,665795,Edward Cabrera,1,3289
2023-04-07,718675,Chicago Cubs,Texas Rangers,2,0,573186,Marcus Stroman,543135,Nathan Eovaldi,1,17
2023-04-07,718685,Philadelphia Phillies,Cincinnati Reds,5,2,554430,Zack Wheeler,668881,Hunter Greene,1,2681
2023-04-07,718688,Baltimore Orioles,New York Yankees,7,6,665152,Dean Kremer,657376,Clarke Schmidt,1,2
2023-04-07,718677,Cleveland Guardians,Seattle Mariners,3,5,650644,Aaron Civale,669302,Logan Gilbert,1,5
2023-04-07,718684,Minnesota Twins,Houston Astros,3,2,543243,Sonny Gray,664353,José Urquidy,1,3312
2023-04-07,718679,Pittsburgh Pirates,Chicago White Sox,13,9,448179,Rich Hill,608337,Lucas Giolito,1,31
2023-04-07,718680,San Francisco Giants,Kansas City Royals,1,3,502171,Alex Cobb,641745,Brad Keller,1,2395
2023-04-07,718678,Tampa Bay Rays,Oakland Athletics,9,5,621107,Zach Eflin,686610,Ken Waldichuk,1,12
2023-04-07,718676,Atlanta Braves,San Diego Padres,4,5,694363,Jared Shuster,607259,Nick Martinez,1,4705
2023-04-07,718674,Milwaukee Brewers,St. Louis Cardinals,4,0,605540,Brandon Woodruff,656427,Jack Flaherty,1,32
2023-04-07,718673,Colorado Rockies,Washington Nationals,5,10,570632,José Ureña,669022,MacKenzie Gore,1,19
2023-04-07,718670,Los Angeles Angels,Toronto Blue Jays,3,4,663776,Patrick Sandoval,605135,Chris Bassitt,1,1
2023-04-07,718671,Arizona Diamondbacks,Los Angeles Dodgers,6,3,518516,Madison Bumgarner,477132,Clayton Kershaw,1,15
2023-04-08,718666,Minnesota Twins,Houston Astros,9,6,657746,Joe Ryan,677651,Luis Garcia,1,3312
2023-04-08,718672,San Francisco Giants,Kansas City Royals,5,6,640455,Sean Manaea,663903,Brady Singer,1,2395
2023-04-08,718669,Chicago Cubs,Texas Rangers,10,3,657006,Justin Steele,527048,Martín Pérez,1,17
2023-04-08,718668,Philadelphia Phillies,Cincinnati Reds,3,2,663559,Bailey Falter,666157,Nick Lodolo,1,2681
2023-04-08,718667,Detroit Tigers,Boston Red Sox,5,14,666214,Joey Wentz,656557,Tanner Houck,1,2394
2023-04-08,718665,Tampa Bay Rays,Oakland Athletics,11,0,605488,Jeffrey Springs,660261,Shintaro Fujinami,1,12
2023-04-08,718661,New York Mets,Miami Marlins,5,2,673540,Kodai Senga,669432,Trevor Rogers,1,3289
2023-04-08,718663,Cleveland Guardians,Seattle Mariners,2,3,615698,Cal Quantrill,594835,Marco Gonzales,1,5
2023-04-08,718662,Pittsburgh Pirates,Chicago White Sox,5,11,592826,Vince Velasquez,605182,Mike Clevinger,1,31
2023-04-08,718664,Baltimore Orioles,New York Yankees,1,4,608344,Cole Irvin,666745,Jhony Brito,1,2
2023-04-08,718660,Milwaukee Brewers,St. Louis Cardinals,0,6,641778,Eric Lauer,656756,Jordan Montgomery,1,32
2023-04-08,718659,Atlanta Braves,San Diego Padres,1,4,450203,Charlie Morton,608379,Michael Wacha,1,4705
2023-04-08,718656,Arizona Diamondbacks,Los Angeles Dodgers,12,8,605200,Zach Davies,592789,Noah Syndergaard,1,15
2023-04-08,718658,Colorado Rockies,Washington Nationals,6,7,596295,Austin Gomber,592866,Trevor Williams,1,19
2023-04-08,718657,Los Angeles Angels,Toronto Blue Jays,9,5,542881,Tyler Anderson,621244,José Berríos,1,1
2023-04-09,718652,Philadelphia Phillies,Cincinnati Reds,4,6,592836,Taijuan Walker,656818,Connor Overton,1,2681
2023-04-09,718654,Detroit Tigers,Boston Red Sox,1,4,571510,Matthew Boyd,676710,Kutter Crawford,1,2394
2023-04-09,718655,Tampa Bay Rays,Oakland Athletics,11,0,656876,Drew Rasmussen,621076,James Kaprielian,1,12
2023-04-09,718653,Pittsburgh Pirates,Chicago White Sox,1,0,670912,Johan Oviedo,656629,Michael Kopech,1,31
2023-04-09,718651,Baltimore Orioles,New York Yankees,3,5,669330,Tyler Wells,641482,Nestor Cortes,1,2
2023-04-09,718646,Cleveland Guardians,Seattle Mariners,7,6,668676,Zach Plesac,669923,George Kirby,1,5
2023-04-09,718647,New York Mets,Miami Marlins,2,7,471911,Carlos Carrasco,666129,Braxton Garrett,1,3289
2023-04-09,718649,Minnesota Twins,Houston Astros,1,5,641816,Tyler Mahle,686613,Hunter Brown,1,3312
2023-04-09,718650,Milwaukee Brewers,St. Louis Cardinals,6,1,642547,Freddy Peralta,663765,Jake Woodford,1,32
2023-04-09,718642,Chicago Cubs,Texas Rangers,2,8,592791,Jameson Taillon,592351,Jon Gray,1,17
2023-04-09,718645,Colorado Rockies,Washington Nationals,7,6,663372,Ryan Feltner,641771,Chad Kuhl,1,19
2023-04-09,718643,San Francisco Giants,Kansas City Royals,3,1,543101,Anthony DeSclafani,663460,Kris Bubic,1,2395
2023-04-09,718644,Los Angeles Angels,Toronto Blue Jays,11,12,672282,Reid Detmers,579328,Yusei Kikuchi,1,1
2023-04-09,718639,Arizona Diamondbacks,Los Angeles Dodgers,11,6,669194,Ryne Nelson,675627,Michael Grove,1,15
2023-04-09,718648,Atlanta Braves,San Diego Padres,2,10,689266,Dylan Dodd,607625,Seth Lugo,1,4705
2023-04-10,718640,Minnesota Twins,Chicago White Sox,3,4,628317,Kenta Maeda,656302,Dylan Cease,1,3312
2023-04-10,718637,Cleveland Guardians,New York Yankees,3,2,669456,Shane Bieber,593334,Domingo Germán,1,5
2023-04-10,718635,Baltimore Orioles,Oakland Athletics,5,1,502043,Kyle Gibson,676664,JP Sears,1,2
2023-04-10,718632,Pittsburgh Pirates,Houston Astros,2,8,672710,Roansy Contreras,664285,Framber Valdez,1,31
2023-04-10,718638,Tampa Bay Rays,Boston Red Sox,1,0,656222,Jalen Beeks,601713,Nick Pivetta,1,12
2023-04-10,718633,Philadelphia Phillies,Miami Marlins,15,3,621381,Matt Strahm,645261,Sandy Alcantara,1,2681
2023-04-10,718634,New York Mets,San Diego Padres,5,0,453286,Max Scherzer,506433,Yu Darvish,1,3289
2023-04-10,718636,Atlanta Braves,Cincinnati Reds,5,4,693821,Bryce Elder,668933,Graham Ashcraft,1,4705
2023-04-10,718628,Chicago Cubs,Seattle Mariners,3,2,592767,Drew Smyly,622491,Luis Castillo,1,17
2023-04-10,718630,Texas Rangers,Kansas City Royals,11,2,571760,Andrew Heaney,425844,Zack Greinke,1,5325
2023-04-10,718629,Colorado Rockies,St. Louis Cardinals,7,4,608566,Germán Márquez,571927,Steven Matz,1,19
2023-04-10,718631,Los Angeles Angels,Washington Nationals,4,6,660761,José Suarez,571578,Patrick Corbin,1,1
2023-04-10,718627,Arizona Diamondbacks,Milwaukee Brewers,3,0,668678,Zac Gallen,489119,Wade Miley,1,15
2023-04-10,718641,San Francisco Giants,Los Angeles Dodgers,1,9,657277,Logan Webb,628711,Julio Urías,1,2395
2023-04-11,718626,Cleveland Guardians,New York Yankees,2,11,683769,Hunter Gaddis,543037,Gerrit Cole,1,5
2023-04-11,718618,Baltimore Orioles,Oakland Athletics,12,8,680570,Grayson Rodriguez,666205,Kyle Muller,1,2
2023-04-11,718623,Pittsburgh Pirates,Houston Astros,7,4,656605,Mitch Keller,664299,Cristian Javier,1,31
2023-04-11,718625,Tampa Bay Rays,Boston Red Sox,7,2,663556,Shane McClanahan,676477,Garrett Whitlock,1,12
2023-04-11,718619,Philadelphia Phillies,Miami Marlins,4,8,605400,Aaron Nola,666200,Jesús Luzardo,1,2681
2023-04-11,718622,Toronto Blue Jays,Detroit Tigers,9,3,666201,Alek Manoah,666159,Matt Manning,1,14
2023-04-11,718621,New York Mets,San Diego Padres,2,4,656849,David Peterson,677960,Ryan Weathers,1,3289
2023-04-11,718620,Atlanta Braves,Cincinnati Reds,7,6,657140,Kyle Wright,570666,Luis Cessa,1,4705
2023-04-11,718617,Chicago Cubs,Seattle Mariners,14,9,669713,Hayden Wesneski,623167,Chris Flexen,1,17
2023-04-11,718616,Minnesota Twins,Chicago White Sox,4,3,641154,Pablo López,458681,Lance Lynn,1,3312
2023-04-11,718615,Texas Rangers,Kansas City Royals,8,5,594798,Jacob deGrom,543475,Jordan Lyles,1,5325
2023-04-11,718613,Colorado Rockies,St. Louis Cardinals,6,9,607536,Kyle Freeland,571945,Miles Mikolas,1,19
2023-04-11,718614,Los Angeles Angels,Washington Nationals,2,0,660271,Shohei Ohtani,680686,Josiah Gray,1,1
2023-04-11,718611,Arizona Diamondbacks,Milwaukee Brewers,1,7,518876,Merrill Kelly,669203,Corbin Burnes,1,15
2023-04-11,718624,San Francisco Giants,Los Angeles Dodgers,5,0,622072,Alex Wood,669160,Dustin May,1,2395
2023-04-12,718608,Pittsburgh Pirates,Houston Astros,0,7,448179,Rich Hill,664353,José Urquidy,1,31
2023-04-12,718610,New York Mets,San Diego Padres,5,2,656731,Tylor Megill,605483,Blake Snell,1,3289
2023-04-12,718605,Minnesota Twins,Chicago White Sox,3,1,543243,Sonny Gray,608337,Lucas Giolito,1,3312
2023-04-12,718604,Cleveland Guardians,New York Yankees,3,4,685410,Peyton Battenfield,657376,Clarke Schmidt,1,5
2023-04-12,718606,Chicago Cubs,Seattle Mariners,2,5,573186,Marcus Stroman,669302,Logan Gilbert,1,17
2023-04-12,718607,Colorado Rockies,St. Louis Cardinals,4,7,570632,José Ureña,656427,Jack Flaherty,1,19
2023-04-12,718598,Arizona Diamondbacks,Milwaukee Brewers,7,3,686753,Drey Jameson,676083,Janson Junk,1,15
2023-04-12,718609,Philadelphia Phillies,Miami Marlins,2,3,554430,Zack Wheeler,665795,Edward Cabrera,1,2681
2023-04-12,718602,Los Angeles Angels,Washington Nationals,3,2,656288,Griffin Canning,669022,MacKenzie Gore,1,1
2023-04-12,718599,Baltimore Orioles,Oakland Athletics,4,8,665152,Dean Kremer,686610,Ken Waldichuk,1,2
2023-04-12,718600,Tampa Bay Rays,Boston Red Sox,9,7,671737,Taj Bradley,519242,Chris Sale,1,12
2023-04-12,718603,Toronto Blue Jays,Detroit Tigers,4,3,592332,Kevin Gausman,593958,Eduardo Rodriguez,1,14
2023-04-12,718601,Atlanta Braves,Cincinnati Reds,5,4,675911,Spencer Strider,668881,Hunter Greene,1,4705
2023-04-12,718595,Texas Rangers,Kansas City Royals,1,10,543135,Nathan Eovaldi,641745,Brad Keller,1,5325
2023-04-12,718612,San Francisco Giants,Los Angeles Dodgers,5,10,502171,Alex Cobb,477132,Clayton Kershaw,1,2395
2023-04-13,718596,Baltimore Orioles,Oakland Athletics,8,7,608344,Cole Irvin,670124,Adam Oller,1,2
2023-04-13,718594,Tampa Bay Rays,Boston Red Sox,9,3,605488,Jeffrey Springs,446372,Corey Kluber,1,12
2023-04-13,718597,Cincinnati Reds,Philadelphia Phillies,6,2,666157,Nick Lodolo,663559,Bailey Falter,1,2602
2023-04-13,718590,New York Yankees,Minnesota Twins,2,11,666745,Jhony Brito,657746,Joe Ryan,1,3313
2023-04-13,718593,Toronto Blue Jays,Detroit Tigers,1,3,605135,Chris Bassitt,605513,Spencer Turnbull,1,14
2023-04-13,718591,St. Louis Cardinals,Pittsburgh Pirates,0,5,656756,Jordan Montgomery,592826,Vince Velasquez,1,2889
2023-04-13,718589,San Diego Padres,Milwaukee Brewers,3,4,607259,Nick Martinez,607067,Colin Rea,1,2680
2023-04-14,718585,Detroit Tigers,San Francisco Giants,7,5,666214,Joey Wentz,640455,Sean Manaea,1,2394
2023-04-14,718586,Cincinnati Reds,Philadelphia Phillies,3,8,656818,Connor Overton,592836,Taijuan Walker,1,2602
2023-04-14,718584,Miami Marlins,Arizona Diamondbacks,5,1,669432,Trevor Rogers,518516,Madison Bumgarner,1,4169
2023-04-14,718592,Washington Nationals,Cleveland Guardians,3,4,592866,Trevor Williams,615698,Cal Quantrill,1,3309
2023-04-14,718588,New York Yankees,Minnesota Twins,3,4,641482,Nestor Cortes,686973,Louis Varland,1,3313
2023-04-14,718587,Toronto Blue Jays,Tampa Bay Rays,6,3,621244,José Berríos,656876,Drew Rasmussen,1,14
2023-04-14,718580,Boston Red Sox,Los Angeles Angels,5,3,656557,Tanner Houck,663776,Patrick Sandoval,1,3
2023-04-14,718583,Chicago White Sox,Baltimore Orioles,3,6,605182,Mike Clevinger,669330,Tyler Wells,1,4
2023-04-14,718581,Houston Astros,Texas Rangers,2,6,677651,Luis Garcia,527048,Martín Pérez,1,2392
2023-04-14,718579,Kansas City Royals,Atlanta Braves,3,10,663903,Brady Singer,450203,Charlie Morton,1,7
2023-04-14,718582,St. Louis Cardinals,Pittsburgh Pirates,3,0,663765,Jake Woodford,670912,Johan Oviedo,1,2889
2023-04-14,718578,Oakland Athletics,New York Mets,6,17,621076,James Kaprielian,673540,Kodai Senga,1,10
2023-04-14,718574,San Diego Padres,Milwaukee Brewers,2,11,608379,Michael Wacha,641778,Eric Lauer,1,2680
2023-04-14,718575,Los Angeles Dodgers,Chicago Cubs,2,8,592789,Noah Syndergaard,657006,Justin Steele,1,22
2023-04-14,718577,Seattle Mariners,Colorado Rockies,5,3,543548,Tommy Milone,596295,Austin Gomber,1,680
2023-04-15,718572,New York Yankees,Minnesota Twins,6,1,593334,Domingo Germán,641816,Tyler Mahle,1,3313
2023-04-15,718571,Detroit Tigers,San Francisco Giants,7,6,547179,Michael Lorenzen,543101,Anthony DeSclafani,1,2394
2023-04-15,718570,Chicago White Sox,Baltimore Orioles,7,6,656629,Michael Kopech,502043,Kyle Gibson,1,4
2023-04-15,718568,St. Louis Cardinals,Pittsburgh Pirates,3,6,571927,Steven Matz,672710,Roansy Contreras,1,2889
2023-04-15,718569,Toronto Blue Jays,Tampa Bay Rays,5,2,579328,Yusei Kikuchi,676534,Calvin Faucher,1,14
2023-04-15,718573,Washington Nationals,Cleveland Guardians,4,6,641771,Chad Kuhl,668676,Zach Plesac,1,3309
2023-04-15,718560,San Diego Padres,Milwaukee Brewers,10,3,607625,Seth Lugo,642547,Freddy Peralta,1,2680
2023-04-15,718565,Oakland Athletics,New York Mets,2,3,660261,Shintaro Fujinami,471911,Carlos Carrasco,1,10
2023-04-15,718576,Boston Red Sox,Los Angeles Angels,9,7,601713,Nick Pivetta,542881,Tyler Anderson,1,3
2023-04-15,718566,Cincinnati Reds,Philadelphia Phillies,13,0,668933,Graham Ashcraft,621381,Matt Strahm,1,2602
2023-04-15,718563,Kansas City Royals,Atlanta Braves,3,9,663460,Kris Bubic,693821,Bryce Elder,1,7
2023-04-15,718567,Miami Marlins,Arizona Diamondbacks,3,2,666129,Braxton Garrett,669194,Ryne Nelson,1,4169
2023-04-15,718562,Houston Astros,Texas Rangers,8,2,686613,Hunter Brown,592351,Jon Gray,1,2392
2023-04-15,718564,Los Angeles Dodgers,Chicago Cubs,2,1,675627,Michael Grove,592791,Jameson Taillon,1,22
2023-04-15,718561,Seattle Mariners,Colorado Rockies,9,2,669923,George Kirby,663372,Ryan Feltner,1,680
2023-04-16,718559,Boston Red Sox,Los Angeles Angels,2,1,676477,Garrett Whitlock,672282,Reid Detmers,1,3
2023-04-16,718555,Washington Nationals,Cleveland Guardians,7,6,571578,Patrick Corbin,669456,Shane Bieber,1,3309
2023-04-16,718557,New York Yankees,Minnesota Twins,2,0,543037,Gerrit Cole,641154,Pablo López,1,3313
2023-04-16,718556,Toronto Blue Jays,Tampa Bay Rays,1,8,666201,Alek Manoah,663556,Shane McClanahan,1,14
2023-04-16,718554,Cincinnati Reds,Philadelphia Phillies,3,14,570666,Luis Cessa,605400,Aaron Nola,1,2602
2023-04-16,718550,Miami Marlins,Arizona Diamondbacks,0,5,645261,Sandy Alcantara,668678,Zac Gallen,1,4169
2023-04-16,718551,Kansas City Royals,Atlanta Braves,4,5,425844,Zack Greinke,657140,Kyle Wright,1,7
2023-04-16,718553,Chicago White Sox,Baltimore Orioles,4,8,656302,Dylan Cease,680570,Grayson Rodriguez,1,4
2023-04-16,718548,St. Louis Cardinals,Pittsburgh Pirates,5,4,571945,Miles Mikolas,656605,Mitch Keller,1,2889
