date,id,home,away,hs,as,type,hfg,afg,h3,a3,hreb,areb,hto,ato,spread,total,hml,aml
2025-10-25,401809956,Atlanta Hawks,Oklahoma City Thunder,100,117,,,,,,,,,,,,,
2025-10-25,401809957,Philadelphia 76ers,Charlotte Hornets,125,121,,,,,,,,,,,,,
2025-10-26,401809958,Memphis Grizzlies,Indiana Pacers,128,103,,,,,,,,,,,,,
2025-10-26,401809959,Denver Nuggets,Phoenix Suns,133,111,,,,,,,,,,,,,
2025-10-26,401809960,San Antonio Spurs,Brooklyn Nets,118,107,,,,,,,,,,,,,
2025-10-26,401809961,Detroit Pistons,Boston Celtics,119,113,,,,,,,,,,,,,
2025-10-26,401809962,Cleveland Cavaliers,Milwaukee Bucks,118,113,,,,,,,,,,,,,
2025-10-26,401809963,Miami Heat,New York Knicks,115,107,,,,,,,,,,,,,
2025-10-26,401809964,Washington Wizards,Charlotte Hornets,113,139,,,,,,,,,,,,,
2025-10-26,401809965,Minnesota Timberwolves,Indiana Pacers,114,110,,,,,,,,,,,,,
2025-10-26,401809966,Dallas Mavericks,Toronto Raptors,139,129,,,,,,,,,,,,,
2025-10-27,401809245,Detroit Pistons,Cleveland Cavaliers,95,116,,,,,,,,,,,,,
2025-10-27,401809967,LA Clippers,Portland Trail Blazers,114,107,,,,,,,,,,,,,
2025-10-27,401809968,Sacramento Kings,Los Angeles Lakers,120,127,,,,,,,,,,,,,
2025-10-27,401809969,Philadelphia 76ers,Orlando Magic,136,124,,,,,,,,,,,,,
2025-10-28,401809246,Minnesota Timberwolves,Denver Nuggets,114,127,,,,,,,,,,,,,
2025-10-28,401809970,Chicago Bulls,Atlanta Hawks,128,123,,,,,,,,,,,,,
2025-10-28,401809971,Houston Rockets,Brooklyn Nets,137,109,,,,,,,,,,,,,
2025-10-28,401809972,New Orleans Pelicans,Boston Celtics,90,122,,,,,,,,,,,,,
2025-10-28,401809973,San Antonio Spurs,Toronto Raptors,121,103,,,,,,,,,,,,,
2025-10-28,401809974,Dallas Mavericks,Oklahoma City Thunder,94,101,,,,,,,,,,,,,
2025-10-28,401809975,Utah Jazz,Phoenix Suns,138,134,,,,,,,,,,,,,
2025-10-28,401809976,Golden State Warriors,Memphis Grizzlies,131,118,,,,,,,,,,,,,
2025-10-28,401809977,Los Angeles Lakers,Portland Trail Blazers,108,122,,,,,,,,,,,,,
2025-10-28,401809978,Washington Wizards,Philadelphia 76ers,134,139,,,,,,,,,,,,,
2025-10-28,401809979,Miami Heat,Charlotte Hornets,144,117,,,,,,,,,,,,,
2025-10-29,401809980,Milwaukee Bucks,New York Knicks,121,111,,,,,,,,,,,,,
2025-10-29,401809981,Oklahoma City Thunder,Sacramento Kings,107,101,,,,,,,,,,,,,
2025-10-29,401809982,Golden State Warriors,LA Clippers,98,79,,,,,,,,,,,,,
2025-10-29,401809983,Boston Celtics,Cleveland Cavaliers,125,105,,,,,,,,,,,,,
2025-10-29,401809984,Detroit Pistons,Orlando Magic,135,116,,,,,,,,,,,,,
2025-10-29,401809985,Brooklyn Nets,Atlanta Hawks,112,117,,,,,,,,,,,,,
2025-10-29,401809986,Toronto Raptors,Houston Rockets,121,139,,,,,,,,,,,,,
2025-10-30,401809987,Chicago Bulls,Sacramento Kings,126,113,,,,,,,,,,,,,
2025-10-30,401809988,Dallas Mavericks,Indiana Pacers,107,105,,,,,,,,,,,,,
2025-10-30,401809989,Denver Nuggets,New Orleans Pelicans,122,88,,,,,,,,,,,,,
2025-10-30,401809990,Utah Jazz,Portland Trail Blazers,134,136,,,,,,,,,,,,,
2025-10-30,401809991,Minnesota Timberwolves,Los Angeles Lakers,115,116,,,,,,,,,,,,,
2025-10-30,401809992,Phoenix Suns,Memphis Grizzlies,113,114,,,,,,,,,,,,,
2025-10-30,401809993,Charlotte Hornets,Orlando Magic,107,123,,,,,,,,,,,,,
2025-10-31,401809502,Indiana Pacers,Atlanta Hawks,108,128,,,,,,,,,,,,,
2025-10-31,401809503,Philadelphia 76ers,Boston Celtics,108,109,,,,,,,,,,,,,
2025-10-31,401809504,Cleveland Cavaliers,Toronto Raptors,101,112,,,,,,,,,,,,,
2025-10-31,401809994,Milwaukee Bucks,Golden State Warriors,120,110,,,,,,,,,,,,,
2025-10-31,401809995,Oklahoma City Thunder,Washington Wizards,127,108,,,,,,,,,,,,,
2025-10-31,401809996,San Antonio Spurs,Miami Heat,107,101,,,,,,,,,,,,,
2025-11-01,401809505,Chicago Bulls,New York Knicks,135,125,,,,,,,,,,,,,
2025-11-01,401809506,Memphis Grizzlies,Los Angeles Lakers,112,117,,,,,,,,,,,,,
2025-11-01,401809507,Phoenix Suns,Utah Jazz,118,96,,,,,,,,,,,,,
2025-11-01,401809508,Portland Trail Blazers,Denver Nuggets,109,107,,,,,,,,,,,,,
2025-11-01,401809509,LA Clippers,New Orleans Pelicans,126,124,,,,,,,,,,,,,
2025-11-01,401809997,Milwaukee Bucks,Sacramento Kings,133,135,,,,,,,,,,,,,
2025-11-01,401809998,Charlotte Hornets,Minnesota Timberwolves,105,122,,,,,,,,,,,,,
2025-11-01,401809999,Indiana Pacers,Golden State Warriors,114,109,,,,,,,,,,,,,
2025-11-01,401810000,Washington Wizards,Orlando Magic,94,125,,,,,,,,,,,,,
2025-11-02,401810001,Boston Celtics,Houston Rockets,101,128,,,,,,,,,,,,,
2025-11-02,401810002,Detroit Pistons,Dallas Mavericks,122,110,,,,,,,,,,,,,
2025-11-02,401810003,Oklahoma City Thunder,New Orleans Pelicans,137,106,,,,,,,,,,,,,
2025-11-02,401810004,Brooklyn Nets,Philadelphia 76ers,105,129,,,,,,,,,,,,,
2025-11-02,401810005,Charlotte Hornets,Utah Jazz,126,103,,,,,,,,,,,,,
2025-11-02,401810006,Cleveland Cavaliers,Atlanta Hawks,117,109,,,,,,,,,,,,,
2025-11-02,401810007,Toronto Raptors,Memphis Grizzlies,117,104,,,,,,,,,,,,,
2025-11-03,401810008,New York Knicks,Chicago Bulls,128,116,,,,,,,,,,,,,
2025-11-03,401810009,Phoenix Suns,San Antonio Spurs,130,118,,,,,,,,,,,,,
2025-11-03,401810010,Los Angeles Lakers,Miami Heat,130,120,,,,,,,,,,,,,
2025-11-04,401810011,Brooklyn Nets,Minnesota Timberwolves,109,125,,,,,,,,,,,,,
2025-11-04,401810012,Indiana Pacers,Milwaukee Bucks,115,117,,,,,,,,,,,,,
2025-11-04,401810013,Boston Celtics,Utah Jazz,103,105,,,,,,,,,,,,,
2025-11-04,401810014,New York Knicks,Washington Wizards,119,102,,,,,,,,,,,,,
2025-11-04,401810015,Houston Rockets,Dallas Mavericks,110,102,,,,,,,,,,,,,
2025-11-04,401810016,Memphis Grizzlies,Detroit Pistons,106,114,,,,,,,,,,,,,
2025-11-04,401810017,Denver Nuggets,Sacramento Kings,130,124,,,,,,,,,,,,,
2025-11-04,401810018,Portland Trail Blazers,Los Angeles Lakers,115,123,,,,,,,,,,,,,
2025-11-04,401810019,LA Clippers,Miami Heat,119,120,,,,,,,,,,,,,
2025-11-05,401810020,Toronto Raptors,Milwaukee Bucks,128,100,,,,,,,,,,,,,
2025-11-05,401810021,Atlanta Hawks,Orlando Magic,127,112,,,,,,,,,,,,,
2025-11-05,401810022,Chicago Bulls,Philadelphia 76ers,113,111,,,,,,,,,,,,,
2025-11-05,401810023,New Orleans Pelicans,Charlotte Hornets,116,112,,,,,,,,,,,,,
2025-11-05,401810024,Golden State Warriors,Phoenix Suns,118,107,,,,,,,,,,,,,
2025-11-05,401810025,LA Clippers,Oklahoma City Thunder,107,126,,,,,,,,,,,,,
2025-11-06,401810026,Cleveland Cavaliers,Philadelphia 76ers,132,121,,,,,,,,,,,,,
2025-11-06,401810027,Detroit Pistons,Utah Jazz,114,103,,,,,,,,,,,,,
2025-11-06,401810028,Indiana Pacers,Brooklyn Nets,103,112,,,,,,,,,,,,,
2025-11-06,401810029,Boston Celtics,Washington Wizards,136,107,,,,,,,,,,,,,
2025-11-06,401810030,New York Knicks,Minnesota Timberwolves,137,114,,,,,,,,,,,,,
2025-11-06,401810031,Memphis Grizzlies,Houston Rockets,109,124,,,,,,,,,,,,,
2025-11-06,401810032,Dallas Mavericks,New Orleans Pelicans,99,101,,,,,,,,,,,,,
2025-11-06,401810033,Denver Nuggets,Miami Heat,122,112,,,,,,,,,,,,,
2025-11-06,401810034,Los Angeles Lakers,San Antonio Spurs,118,116,,,,,,,,,,,,,
2025-11-06,401810035,Portland Trail Blazers,Oklahoma City Thunder,121,119,,,,,,,,,,,,,
2025-11-06,401810036,Sacramento Kings,Golden State Warriors,121,116,,,,,,,,,,,,,
2025-11-07,401810037,Phoenix Suns,LA Clippers,115,102,,,,,,,,,,,,,
2025-11-08,401809510,Orlando Magic,Boston Celtics,123,110,,,,,,,,,,,,,
2025-11-08,401809511,Washington Wizards,Cleveland Cavaliers,115,148,,,,,,,,,,,,,
2025-11-08,401809512,Atlanta Hawks,Toronto Raptors,97,109,,,,,,,,,,,,,
2025-11-08,401809773,Brooklyn Nets,Detroit Pistons,107,125,,,,,,,,,,,,,
2025-11-08,401809774,San Antonio Spurs,Houston Rockets,121,110,,,,,,,,,,,,,
2025-11-08,401809775,Miami Heat,Charlotte Hornets,126,108,,,,,,,,,,,,,
2025-11-08,401809776,Memphis Grizzlies,Dallas Mavericks,118,104,,,,,,,,,,,,,
2025-11-08,401809777,Milwaukee Bucks,Chicago Bulls,126,110,,,,,,,,,,,,,
2025-11-08,401809778,Minnesota Timberwolves,Utah Jazz,137,97,,,,,,,,,,,,,
2025-11-08,401809779,Denver Nuggets,Golden State Warriors,129,104,,,,,,,,,,,,,
2025-11-08,401809780,Sacramento Kings,Oklahoma City Thunder,101,132,,,,,,,,,,,,,
2025-11-09,401810038,Washington Wizards,Dallas Mavericks,105,111,,,,,,,,,,,,,
2025-11-09,401810039,Philadelphia 76ers,Toronto Raptors,130,120,,,,,,,,,,,,,
2025-11-09,401810040,Atlanta Hawks,Los Angeles Lakers,122,102,,,,,,,,,,,,,
2025-11-09,401810041,Cleveland Cavaliers,Chicago Bulls,128,122,,,,,,,,,,,,,
2025-11-09,401810042,Miami Heat,Portland Trail Blazers,136,131,,,,,,,,,,,,,
2025-11-09,401810043,San Antonio Spurs,New Orleans Pelicans,126,119,,,,,,,,,,,,,
2025-11-09,401810044,Denver Nuggets,Indiana Pacers,117,100,,,,,,,,,,,,,
2025-11-09,401810045,LA Clippers,Phoenix Suns,103,114,,,,,,,,,,,,,
2025-11-09,401810046,Milwaukee Bucks,Houston Rockets,115,122,,,,,,,,,,,,,
2025-11-09,401810047,New York Knicks,Brooklyn Nets,134,98,,,,,,,,,,,,,
2025-11-09,401810048,Orlando Magic,Boston Celtics,107,111,,,,,,,,,,,,,
2025-11-09,401810049,Memphis Grizzlies,Oklahoma City Thunder,100,114,,,,,,,,,,,,,
2025-11-10,401810050,Philadelphia 76ers,Detroit Pistons,108,111,,,,,,,,,,,,,
2025-11-10,401810051,Golden State Warriors,Indiana Pacers,114,83,,,,,,,,,,,,,
2025-11-10,401810052,Sacramento Kings,Minnesota Timberwolves,117,144,,,,,,,,,,,,,
2025-11-11,401810053,Charlotte Hornets,Los Angeles Lakers,111,121,,,,,,,,,,,,,
2025-11-11,401810054,Detroit Pistons,Washington Wizards,137,135,,,,,,,,,,,,,
2025-11-11,401810055,Orlando Magic,Portland Trail Blazers,115,112,,,,,,,,,,,,,
2025-11-11,401810056,Miami Heat,Cleveland Cavaliers,140,138,,,,,,,,,,,,,
2025-11-11,401810057,Chicago Bulls,San Antonio Spurs,117,121,,,,,,,,,,,,,
2025-11-11,401810058,Dallas Mavericks,Milwaukee Bucks,114,116,,,,,,,,,,,,,
2025-11-11,401810059,Phoenix Suns,New Orleans Pelicans,121,98,,,,,,,,,,,,,
2025-11-11,401810060,Utah Jazz,Minnesota Timberwolves,113,120,,,,,,,,,,,,,
2025-11-11,401810061,LA Clippers,Atlanta Hawks,102,105,,,,,,,,,,,,,
2025-11-12,401810062,Brooklyn Nets,Toronto Raptors,109,119,,,,,,,,,,,,,
2025-11-12,401810063,New York Knicks,Memphis Grizzlies,133,120,,,,,,,,,,,,,
2025-11-12,401810064,Philadelphia 76ers,Boston Celtics,102,100,,,,,,,,,,,,,
2025-11-12,401810065,Oklahoma City Thunder,Golden State Warriors,126,102,,,,,,,,,,,,,
2025-11-12,401810066,Utah Jazz,Indiana Pacers,152,128,,,,,,,,,,,,,
2025-11-12,401810067,Sacramento Kings,Denver Nuggets,108,122,,,,,,,,,,,,,
2025-11-13,401810068,Charlotte Hornets,Milwaukee Bucks,111,100,,,,,,,,,,,,,
2025-11-13,401810069,Detroit Pistons,Chicago Bulls,124,113,,,,,,,,,,,,,
2025-11-13,401810070,New York Knicks,Orlando Magic,107,124,,,,,,,,,,,,,
2025-11-13,401810071,Boston Celtics,Memphis Grizzlies,131,95,,,,,,,,,,,,,
2025-11-13,401810072,Miami Heat,Cleveland Cavaliers,116,130,,,,,,,,,,,,,
2025-11-13,401810073,Houston Rockets,Washington Wizards,135,112,,,,,,,,,,,,,
2025-11-13,401810074,New Orleans Pelicans,Portland Trail Blazers,117,125,,,,,,,,,,,,,
2025-11-13,401810075,San Antonio Spurs,Golden State Warriors,120,125,,,,,,,,,,,,,
2025-11-13,401810076,Dallas Mavericks,Phoenix Suns,114,123,,,,,,,,,,,,,
2025-11-13,401810077,Oklahoma City Thunder,Los Angeles Lakers,121,92,,,,,,,,,,,,,
2025-11-13,401810078,Sacramento Kings,Atlanta Hawks,100,133,,,,,,,,,,,,,
2025-11-13,401810079,LA Clippers,Denver Nuggets,116,130,,,,,,,,,,,,,
2025-11-14,401810080,Cleveland Cavaliers,Toronto Raptors,113,126,,,,,,,,,,,,,
2025-11-14,401810081,Phoenix Suns,Indiana Pacers,133,98,,,,,,,,,,,,,
2025-11-14,401810082,Utah Jazz,Atlanta Hawks,122,132,,,,,,,,,,,,,
2025-11-15,401809781,New York Knicks,Miami Heat,140,132,,,,,,,,,,,,,
2025-11-15,401809782,Orlando Magic,Brooklyn Nets,105,98,,,,,,,,,,,,,
2025-11-15,401809783,Detroit Pistons,Philadelphia 76ers,114,105,,,,,,,,,,,,,
2025-11-15,401809784,Houston Rockets,Portland Trail Blazers,140,116,,,,,,,,,,,,,
2025-11-15,401809785,Milwaukee Bucks,Charlotte Hornets,147,134,,,,,,,,,,,,,
2025-11-15,401809786,Minnesota Timberwolves,Sacramento Kings,124,110,,,,,,,,,,,,,
2025-11-15,401809787,New Orleans Pelicans,Los Angeles Lakers,104,118,,,,,,,,,,,,,
2025-11-15,401809788,Dallas Mavericks,LA Clippers,127,133,,,,,,,,,,,,,
2025-11-15,401809789,San Antonio Spurs,Golden State Warriors,108,109,,,,,,,,,,,,,
2025-11-15,401810083,Cleveland Cavaliers,Memphis Grizzlies,108,100,,,,,,,,,,,,,
2025-11-16,401810084,Charlotte Hornets,Oklahoma City Thunder,96,109,,,,,,,,,,,,,
2025-11-16,401810085,Indiana Pacers,Toronto Raptors,111,129,,,,,,,,,,,,,
2025-11-16,401810086,Milwaukee Bucks,Los Angeles Lakers,95,119,,,,,,,,,,,,,
2025-11-16,401810087,Minnesota Timberwolves,Denver Nuggets,112,123,,,,,,,,,,,,,
2025-11-16,401810088,Boston Celtics,LA Clippers,121,118,,,,,,,,,,,,,
2025-11-16,401810089,San Antonio Spurs,Sacramento Kings,123,110,,,,,,,,,,,,,
2025-11-16,401810090,Washington Wizards,Brooklyn Nets,106,129,,,,,,,,,,,,,
2025-11-17,401810091,Houston Rockets,Orlando Magic,117,113,,,,,,,,,,,,,
2025-11-17,401810092,New Orleans Pelicans,Golden State Warriors,106,124,,,,,,,,,,,,,
2025-11-17,401810093,Dallas Mavericks,Portland Trail Blazers,138,133,,,,,,,,,,,,,
2025-11-17,401810094,Phoenix Suns,Atlanta Hawks,122,124,,,,,,,,,,,,,
2025-11-17,401810095,Utah Jazz,Chicago Bulls,150,147,,,,,,,,,,,,,
2025-11-18,401810096,Cleveland Cavaliers,Milwaukee Bucks,118,106,,,,,,,,,,,,,
2025-11-18,401810097,Detroit Pistons,Indiana Pacers,127,112,,,,,,,,,,,,,
2025-11-18,401810098,Philadelphia 76ers,LA Clippers,110,108,,,,,,,,,,,,,
2025-11-18,401810099,Miami Heat,New York Knicks,115,113,,,,,,,,,,,,,
2025-11-18,401810100,Toronto Raptors,Charlotte Hornets,110,108,,,,,,,,,,,,,
2025-11-18,401810101,Minnesota Timberwolves,Dallas Mavericks,120,96,,,,,,,,,,,,,
2025-11-18,401810102,New Orleans Pelicans,Oklahoma City Thunder,109,126,,,,,,,,,,,,,
2025-11-18,401810103,Denver Nuggets,Chicago Bulls,127,130,,,,,,,,,,,,,
2025-11-19,401810104,Orlando Magic,Golden State Warriors,121,113,,,,,,,,,,,,,
2025-11-19,401810105,Brooklyn Nets,Boston Celtics,99,113,,,,,,,,,,,,,
2025-11-19,401810106,Atlanta Hawks,Detroit Pistons,112,120,,,,,,,,,,,,,
2025-11-19,401810107,San Antonio Spurs,Memphis Grizzlies,111,101,,,,,,,,,,,,,
2025-11-19,401810108,Los Angeles Lakers,Utah Jazz,140,126,,,,,,,,,,,,,
2025-11-19,401810109,Portland Trail Blazers,Phoenix Suns,110,127,,,,,,,,,,,,,
2025-11-20,401810110,Cleveland Cavaliers,Houston Rockets,104,114,,,,,,,,,,,,,
2025-11-20,401810111,Indiana Pacers,Charlotte Hornets,127,118,,,,,,,,,,,,,
2025-11-20,401810112,Miami Heat,Golden State Warriors,110,96,,,,,,,,,,,,,
2025-11-20,401810113,Philadelphia 76ers,Toronto Raptors,112,121,,,,,,,,,,,,,
2025-11-20,401810114,Minnesota Timberwolves,Washington Wizards,120,109,,,,,,,,,,,,,
2025-11-20,401810115,New Orleans Pelicans,Denver Nuggets,118,125,,,,,,,,,,,,,
2025-11-20,401810116,Oklahoma City Thunder,Sacramento Kings,113,99,,,,,,,,,,,,,
2025-11-20,401810117,Dallas Mavericks,New York Knicks,111,113,,,,,,,,,,,,,
2025-11-20,401810118,Portland Trail Blazers,Chicago Bulls,121,122,,,,,,,,,,,,,
2025-11-21,401810119,Orlando Magic,LA Clippers,129,101,,,,,,,,,,,,,
2025-11-21,401810120,Memphis Grizzlies,Sacramento Kings,137,96,,,,,,,,,,,,,
2025-11-21,401810121,Milwaukee Bucks,Philadelphia 76ers,114,123,,,,,,,,,,,,,
2025-11-21,401810122,San Antonio Spurs,Atlanta Hawks,135,126,,,,,,,,,,,,,
2025-11-22,401809790,Cleveland Cavaliers,Indiana Pacers,120,109,,,,,,,,,,,,,
2025-11-22,401809791,Boston Celtics,Brooklyn Nets,105,113,,,,,,,,,,,,,
2025-11-22,401809792,Toronto Raptors,Washington Wizards,140,110,,,,,,,,,,,,,
2025-11-22,401809793,Chicago Bulls,Miami Heat,107,143,,,,,,,,,,,,,
2025-11-22,401809794,Dallas Mavericks,New Orleans Pelicans,118,115,,,,,,,,,,,,,
2025-11-22,401809795,Phoenix Suns,Minnesota Timberwolves,114,113,,,,,,,,,,,,,
2025-11-22,401809796,Houston Rockets,Denver Nuggets,109,112,,,,,,,,,,,,,
2025-11-22,401809797,Utah Jazz,Oklahoma City Thunder,112,144,,,,,,,,,,,,,
2025-11-22,401809798,Golden State Warriors,Portland Trail Blazers,123,127,,,,,,,,,,,,,
2025-11-22,401810123,Charlotte Hornets,LA Clippers,116,131,,,,,,,,,,,,,
2025-11-22,401810124,Orlando Magic,New York Knicks,133,121,,,,,,,,,,,,,
2025-11-23,401810125,New Orleans Pelicans,Atlanta Hawks,98,115,,,,,,,,,,,,,
2025-11-23,401810126,Chicago Bulls,Washington Wizards,121,120,,,,,,,,,,,,,
2025-11-23,401810127,Milwaukee Bucks,Detroit Pistons,116,129,,,,,,,,,,,,,
2025-11-23,401810128,Dallas Mavericks,Memphis Grizzlies,96,102,,,,,,,,,,,,,
2025-11-23,401810129,Denver Nuggets,Sacramento Kings,123,128,,,,,,,,,,,,,
2025-11-23,401810130,Philadelphia 76ers,Miami Heat,117,127,,,,,,,,,,,,,
2025-11-23,401810131,Atlanta Hawks,Charlotte Hornets,113,110,,,,,,,,,,,,,
2025-11-23,401810132,Boston Celtics,Orlando Magic,138,129,,,,,,,,,,,,,
2025-11-23,401810133,Cleveland Cavaliers,LA Clippers,120,105,,,,,,,,,,,,,
2025-11-23,401810134,Toronto Raptors,Brooklyn Nets,119,109,,,,,,,,,,,,,
2025-11-24,401810135,Oklahoma City Thunder,Portland Trail Blazers,122,95,,,,,,,,,,,,,
2025-11-24,401810136,Phoenix Suns,San Antonio Spurs,111,102,,,,,,,,,,,,,
2025-11-24,401810137,Utah Jazz,Los Angeles Lakers,106,108,,,,,,,,,,,,,
2025-11-25,401810138,Indiana Pacers,Detroit Pistons,117,122,,,,,,,,,,,,,
2025-11-25,401810139,Toronto Raptors,Cleveland Cavaliers,110,99,,,,,,,,,,,,,
2025-11-25,401810140,Brooklyn Nets,New York Knicks,100,113,,,,,,,,,,,,,
2025-11-25,401810141,Miami Heat,Dallas Mavericks,106,102,,,,,,,,,,,,,
2025-11-25,401810142,Memphis Grizzlies,Denver Nuggets,115,125,,,,,,,,,,,,,
2025-11-25,401810143,Milwaukee Bucks,Portland Trail Blazers,103,115,,,,,,,,,,,,,
2025-11-25,401810144,New Orleans Pelicans,Chicago Bulls,143,130,,,,,,,,,,,,,
2025-11-25,401810145,Phoenix Suns,Houston Rockets,92,114,,,,,,,,,,,,,
2025-11-25,401810146,Golden State Warriors,Utah Jazz,134,117,,,,,,,,,,,,,
2025-11-25,401810147,Sacramento Kings,Minnesota Timberwolves,117,112,,,,,,,,,,,,,
2025-11-26,401809799,Washington Wizards,Atlanta Hawks,132,113,,,,,,,,,,,,,
2025-11-26,401809800,Philadelphia 76ers,Orlando Magic,103,144,,,,,,,,,,,,,
2025-11-26,401809801,Los Angeles Lakers,LA Clippers,135,118,,,,,,,,,,,,,
2025-11-26,401809802,Boston Celtics,Detroit Pistons,117,114,,,,,,,,,,,,,
2025-11-27,401809803,Charlotte Hornets,New York Knicks,101,129,,,,,,,,,,,,,
2025-11-27,401809804,Miami Heat,Milwaukee Bucks,106,103,,,,,,,,,,,,,
2025-11-27,401809805,Toronto Raptors,Indiana Pacers,97,95,,,,,,,,,,,,,
2025-11-27,401809806,Oklahoma City Thunder,Minnesota Timberwolves,113,105,,,,,,,,,,,,,
2025-11-27,401809807,New Orleans Pelicans,Memphis Grizzlies,128,133,,,,,,,,,,,,,
2025-11-27,401809808,Golden State Warriors,Houston Rockets,100,104,,,,,,,,,,,,,
2025-11-27,401809809,Portland Trail Blazers,San Antonio Spurs,102,115,,,,,,,,,,,,,
2025-11-27,401809810,Sacramento Kings,Phoenix Suns,100,112,,,,,,,,,,,,,
2025-11-29,401809811,Atlanta Hawks,Cleveland Cavaliers,130,123,,,,,,,,,,,,,
2025-11-29,401809812,Brooklyn Nets,Philadelphia 76ers,103,115,,,,,,,,,,,,,
2025-11-29,401809813,Charlotte Hornets,Chicago Bulls,123,116,,,,,,,,,,,,,
2025-11-29,401809814,Detroit Pistons,Orlando Magic,109,112,,,,,,,,,,,,,
2025-11-29,401809815,Indiana Pacers,Washington Wizards,119,86,,,,,,,,,,,,,
2025-11-29,401809816,New York Knicks,Milwaukee Bucks,118,109,,,,,,,,,,,,,
2025-11-29,401809817,Oklahoma City Thunder,Phoenix Suns,123,119,,,,,,,,,,,,,
2025-11-29,401809818,Denver Nuggets,San Antonio Spurs,136,139,,,,,,,,,,,,,
2025-11-29,401809819,Utah Jazz,Sacramento Kings,128,119,,,,,,,,,,,,,
2025-11-29,401809820,Los Angeles Lakers,Dallas Mavericks,129,119,,,,,,,,,,,,,
2025-11-29,401809821,LA Clippers,Memphis Grizzlies,107,112,,,,,,,,,,,,,
2025-11-29,401810148,Minnesota Timberwolves,Boston Celtics,119,115,,,,,,,,,,,,,
2025-11-29,401810149,Charlotte Hornets,Toronto Raptors,118,111,,,,,,,,,,,,,
2025-11-30,401810150,Indiana Pacers,Chicago Bulls,103,101,,,,,,,,,,,,,
2025-11-30,401810151,Miami Heat,Detroit Pistons,135,138,,,,,,,,,,,,,
2025-11-30,401810152,Milwaukee Bucks,Brooklyn Nets,116,99,,,,,,,,,,,,,
2025-11-30,401810153,Golden State Warriors,New Orleans Pelicans,104,96,,,,,,,,,,,,,
2025-11-30,401810154,Phoenix Suns,Denver Nuggets,112,130,,,,,,,,,,,,,
2025-11-30,401810155,LA Clippers,Dallas Mavericks,110,114,,,,,,,,,,,,,
2025-11-30,401810156,Utah Jazz,Houston Rockets,101,129,,,,,,,,,,,,,
2025-11-30,401810157,Cleveland Cavaliers,Boston Celtics,115,117,,,,,,,,,,,,,
2025-11-30,401810158,New York Knicks,Toronto Raptors,116,94,,,,,,,,,,,,,
2025-11-30,401810159,Philadelphia 76ers,Atlanta Hawks,134,142,,,,,,,,,,,,,
