date,id,home,away,hs,as,type,hfg,afg,h3,a3,hreb,areb,hto,ato,spread,total,hml,aml
2025-11-30,401810160,Portland Trail Blazers,Oklahoma City Thunder,115,123,,,,,,,,,,,,,
2025-12-01,401810161,Minnesota Timberwolves,San Antonio Spurs,125,112,,,,,,,,,,,,,
2025-12-01,401810162,Sacramento Kings,Memphis Grizzlies,107,115,,,,,,,,,,,,,
2025-12-01,401810163,Los Angeles Lakers,New Orleans Pelicans,133,121,,,,,,,,,,,,,
2025-12-02,401810164,Detroit Pistons,Atlanta Hawks,99,98,,,,,,,,,,,,,
2025-12-02,401810165,Indiana Pacers,Cleveland Cavaliers,119,135,,,,,,,,,,,,,
2025-12-02,401810166,Washington Wizards,Milwaukee Bucks,129,126,,,,,,,,,,,,,
2025-12-02,401810167,Brooklyn Nets,Charlotte Hornets,116,103,,,,,,,,,,,,,
2025-12-02,401810168,Miami Heat,LA Clippers,140,123,,,,,,,,,,,,,
2025-12-02,401810169,Orlando Magic,Chicago Bulls,125,120,,,,,,,,,,,,,
2025-12-02,401810170,Denver Nuggets,Dallas Mavericks,121,131,,,,,,,,,,,,,
2025-12-02,401810171,Utah Jazz,Houston Rockets,133,125,,,,,,,,,,,,,
2025-12-02,401810172,Los Angeles Lakers,Phoenix Suns,108,125,,,,,,,,,,,,,
2025-12-03,401810173,Philadelphia 76ers,Washington Wizards,121,102,,,,,,,,,,,,,
2025-12-03,401810174,Toronto Raptors,Portland Trail Blazers,121,118,,,,,,,,,,,,,
2025-12-03,401810175,Boston Celtics,New York Knicks,123,117,,,,,,,,,,,,,
2025-12-03,401810176,New Orleans Pelicans,Minnesota Timberwolves,142,149,,,,,,,,,,,,,
2025-12-03,401810177,San Antonio Spurs,Memphis Grizzlies,126,119,,,,,,,,,,,,,
2025-12-03,401810178,Golden State Warriors,Oklahoma City Thunder,112,124,,,,,,,,,,,,,
2025-12-04,401810179,Cleveland Cavaliers,Portland Trail Blazers,110,122,,,,,,,,,,,,,
2025-12-04,401810180,Indiana Pacers,Denver Nuggets,120,135,,,,,,,,,,,,,
2025-12-04,401810181,Orlando Magic,San Antonio Spurs,112,114,,,,,,,,,,,,,
2025-12-04,401810182,Atlanta Hawks,LA Clippers,92,115,,,,,,,,,,,,,
2025-12-04,401810183,New York Knicks,Charlotte Hornets,119,104,,,,,,,,,,,,,
2025-12-04,401810184,Chicago Bulls,Brooklyn Nets,103,113,,,,,,,,,,,,,
2025-12-04,401810185,Houston Rockets,Sacramento Kings,121,95,,,,,,,,,,,,,
2025-12-04,401810186,Milwaukee Bucks,Detroit Pistons,113,109,,,,,,,,,,,,,
2025-12-04,401810187,Dallas Mavericks,Miami Heat,118,108,,,,,,,,,,,,,
2025-12-05,401810188,Philadelphia 76ers,Golden State Warriors,99,98,,,,,,,,,,,,,
2025-12-05,401810189,Washington Wizards,Boston Celtics,101,146,,,,,,,,,,,,,
2025-12-05,401810190,Brooklyn Nets,Utah Jazz,110,123,,,,,,,,,,,,,
2025-12-05,401810191,Toronto Raptors,Los Angeles Lakers,120,123,,,,,,,,,,,,,
2025-12-05,401810192,New Orleans Pelicans,Minnesota Timberwolves,116,125,,,,,,,,,,,,,
2025-12-06,401810193,Boston Celtics,Los Angeles Lakers,126,105,,,,,,,,,,,,,
2025-12-06,401810194,Orlando Magic,Miami Heat,106,105,,,,,,,,,,,,,
2025-12-06,401810195,Atlanta Hawks,Denver Nuggets,133,134,,,,,,,,,,,,,
2025-12-06,401810196,Cleveland Cavaliers,San Antonio Spurs,130,117,,,,,,,,,,,,,
2025-12-06,401810197,Detroit Pistons,Portland Trail Blazers,122,116,,,,,,,,,,,,,
2025-12-06,401810198,New York Knicks,Utah Jazz,146,112,,,,,,,,,,,,,
2025-12-06,401810199,Toronto Raptors,Charlotte Hornets,86,111,,,,,,,,,,,,,
2025-12-06,401810200,Chicago Bulls,Indiana Pacers,105,120,,,,,,,,,,,,,
2025-12-06,401810201,Houston Rockets,Phoenix Suns,117,98,,,,,,,,,,,,,
2025-12-06,401810202,Memphis Grizzlies,LA Clippers,107,98,,,,,,,,,,,,,
2025-12-06,401810203,Milwaukee Bucks,Philadelphia 76ers,101,116,,,,,,,,,,,,,
2025-12-06,401810204,Oklahoma City Thunder,Dallas Mavericks,132,111,,,,,,,,,,,,,
2025-12-06,401810205,Brooklyn Nets,New Orleans Pelicans,119,101,,,,,,,,,,,,,
2025-12-07,401810206,Washington Wizards,Atlanta Hawks,116,131,,,,,,,,,,,,,
2025-12-07,401810207,Cleveland Cavaliers,Golden State Warriors,94,99,,,,,,,,,,,,,
2025-12-07,401810208,Detroit Pistons,Milwaukee Bucks,124,112,,,,,,,,,,,,,
2025-12-07,401810209,Miami Heat,Sacramento Kings,111,127,,,,,,,,,,,,,
2025-12-07,401810210,Minnesota Timberwolves,LA Clippers,109,106,,,,,,,,,,,,,
2025-12-07,401810211,Dallas Mavericks,Houston Rockets,122,109,,,,,,,,,,,,,
2025-12-07,401810212,New York Knicks,Orlando Magic,106,100,,,,,,,,,,,,,
2025-12-07,401810213,Toronto Raptors,Boston Celtics,113,121,,,,,,,,,,,,,
2025-12-07,401810214,Charlotte Hornets,Denver Nuggets,106,115,,,,,,,,,,,,,
2025-12-07,401810215,Memphis Grizzlies,Portland Trail Blazers,119,96,,,,,,,,,,,,,
2025-12-08,401810216,Chicago Bulls,Golden State Warriors,91,123,,,,,,,,,,,,,
2025-12-08,401810217,Philadelphia 76ers,Los Angeles Lakers,108,112,,,,,,,,,,,,,
2025-12-08,401810218,Utah Jazz,Oklahoma City Thunder,101,131,,,,,,,,,,,,,
2025-12-09,401809833,Orlando Magic,Miami Heat,117,108,,,,,,,,,,,,,
2025-12-09,401810219,Indiana Pacers,Sacramento Kings,116,105,,,,,,,,,,,,,
2025-12-09,401810220,Minnesota Timberwolves,Phoenix Suns,105,108,,,,,,,,,,,,,
2025-12-09,401810221,New Orleans Pelicans,San Antonio Spurs,132,135,,,,,,,,,,,,,
2025-12-10,401809834,Toronto Raptors,New York Knicks,101,117,,,,,,,,,,,,,
2025-12-11,401809835,Oklahoma City Thunder,Phoenix Suns,138,89,,,,,,,,,,,,,
2025-12-11,401809836,Los Angeles Lakers,San Antonio Spurs,119,132,,,,,,,,,,,,,
2025-12-12,401836746,Houston Rockets,LA Clippers,115,113,,,,,,,,,,,,,
2025-12-12,401836747,Milwaukee Bucks,Boston Celtics,116,101,,,,,,,,,,,,,
2025-12-12,401836748,New Orleans Pelicans,Portland Trail Blazers,143,120,,,,,,,,,,,,,
2025-12-12,401836749,Sacramento Kings,Denver Nuggets,105,136,,,,,,,,,,,,,
2025-12-13,401809837,Orlando Magic,New York Knicks,120,132,,,,,,,,,,,,,
2025-12-13,401836750,Charlotte Hornets,Chicago Bulls,126,129,,,,,,,,,,,,,
2025-12-13,401836751,Detroit Pistons,Atlanta Hawks,142,115,,,,,,,,,,,,,
2025-12-13,401836752,Philadelphia 76ers,Indiana Pacers,115,105,,,,,,,,,,,,,
2025-12-13,401836753,Washington Wizards,Cleveland Cavaliers,126,130,,,,,,,,,,,,,
2025-12-13,401836754,Memphis Grizzlies,Utah Jazz,126,130,,,,,,,,,,,,,
2025-12-13,401836795,Dallas Mavericks,Brooklyn Nets,119,111,,,,,,,,,,,,,
2025-12-13,401836796,Golden State Warriors,Minnesota Timberwolves,120,127,,,,,,,,,,,,,
2025-12-14,401809838,Oklahoma City Thunder,San Antonio Spurs,109,111,,,,,,,,,,,,,
2025-12-14,401836797,Indiana Pacers,Washington Wizards,89,108,,,,,,,,,,,,,
2025-12-14,401836798,Atlanta Hawks,Philadelphia 76ers,120,117,,,,,,,,,,,,,
2025-12-14,401836799,Cleveland Cavaliers,Charlotte Hornets,111,119,,,,,,,,,,,,,
2025-12-14,401836800,Brooklyn Nets,Milwaukee Bucks,127,82,,,,,,,,,,,,,
2025-12-15,401836801,Minnesota Timberwolves,Sacramento Kings,117,103,,,,,,,,,,,,,
2025-12-15,401836802,Portland Trail Blazers,Golden State Warriors,136,131,,,,,,,,,,,,,
2025-12-15,401836804,Chicago Bulls,New Orleans Pelicans,104,114,,,,,,,,,,,,,
2025-12-15,401839699,Phoenix Suns,Los Angeles Lakers,114,116,,,,,,,,,,,,,
2025-12-16,401836803,Boston Celtics,Detroit Pistons,105,112,,,,,,,,,,,,,
2025-12-16,401836805,Utah Jazz,Dallas Mavericks,140,133,,,,,,,,,,,,,
2025-12-16,401836806,Denver Nuggets,Houston Rockets,128,125,,,,,,,,,,,,,
2025-12-16,401836807,LA Clippers,Memphis Grizzlies,103,121,,,,,,,,,,,,,
2025-12-16,401839023,Miami Heat,Toronto Raptors,96,106,,,,,,,,,,,,,
2025-12-17,401809839,New York Knicks,San Antonio Spurs,124,113,,,,,,,,,,,,,
2025-12-18,401810222,Chicago Bulls,Cleveland Cavaliers,127,111,,,,,,,,,,,,,
2025-12-18,401810223,Minnesota Timberwolves,Memphis Grizzlies,110,116,,,,,,,,,,,,,
2025-12-19,401810224,Oklahoma City Thunder,LA Clippers,122,101,,,,,,,,,,,,,
2025-12-19,401810225,San Antonio Spurs,Washington Wizards,119,94,,,,,,,,,,,,,
2025-12-19,401810226,Charlotte Hornets,Atlanta Hawks,133,126,,,,,,,,,,,,,
2025-12-19,401810227,Indiana Pacers,New York Knicks,113,114,,,,,,,,,,,,,
2025-12-19,401810228,Brooklyn Nets,Miami Heat,95,106,,,,,,,,,,,,,
2025-12-19,401810229,Milwaukee Bucks,Toronto Raptors,105,111,,,,,,,,,,,,,
2025-12-19,401810230,New Orleans Pelicans,Houston Rockets,133,128,,,,,,,,,,,,,
2025-12-19,401810231,Dallas Mavericks,Detroit Pistons,116,114,,,,,,,,,,,,,
2025-12-19,401810232,Denver Nuggets,Orlando Magic,126,115,,,,,,,,,,,,,
2025-12-19,401810233,Phoenix Suns,Golden State Warriors,99,98,,,,,,,,,,,,,
2025-12-19,401810234,Utah Jazz,Los Angeles Lakers,135,143,,,,,,,,,,,,,
2025-12-19,401810235,Portland Trail Blazers,Sacramento Kings,134,133,,,,,,,,,,,,,
2025-12-20,401810236,Boston Celtics,Miami Heat,129,116,,,,,,,,,,,,,
2025-12-20,401810237,New York Knicks,Philadelphia 76ers,107,116,,,,,,,,,,,,,
2025-12-20,401810238,Atlanta Hawks,San Antonio Spurs,98,126,,,,,,,,,,,,,
2025-12-20,401810239,Cleveland Cavaliers,Chicago Bulls,125,136,,,,,,,,,,,,,
2025-12-20,401810240,Minnesota Timberwolves,Oklahoma City Thunder,112,107,,,,,,,,,,,,,
2025-12-20,401810241,Denver Nuggets,Houston Rockets,101,115,,,,,,,,,,,,,
2025-12-21,401810242,Philadelphia 76ers,Dallas Mavericks,121,114,,,,,,,,,,,,,
2025-12-21,401810243,Toronto Raptors,Boston Celtics,96,112,,,,,,,,,,,,,
2025-12-21,401810244,New Orleans Pelicans,Indiana Pacers,128,109,,,,,,,,,,,,,
2025-12-21,401810245,Detroit Pistons,Charlotte Hornets,112,86,,,,,,,,,,,,,
2025-12-21,401810246,Memphis Grizzlies,Washington Wizards,122,130,,,,,,,,,,,,,
2025-12-21,401810247,Golden State Warriors,Phoenix Suns,119,116,,,,,,,,,,,,,
2025-12-21,401810248,Utah Jazz,Orlando Magic,127,128,,,,,,,,,,,,,
2025-12-21,401810249,Sacramento Kings,Portland Trail Blazers,93,98,,,,,,,,,,,,,
2025-12-21,401810250,LA Clippers,Los Angeles Lakers,103,88,,,,,,,,,,,,,
2025-12-21,401810251,Atlanta Hawks,Chicago Bulls,150,152,,,,,,,,,,,,,
2025-12-21,401810252,Brooklyn Nets,Toronto Raptors,96,81,,,,,,,,,,,,,
2025-12-21,401810253,New York Knicks,Miami Heat,132,125,,,,,,,,,,,,,
2025-12-22,401810254,Washington Wizards,San Antonio Spurs,113,124,,,,,,,,,,,,,
2025-12-22,401810255,Minnesota Timberwolves,Milwaukee Bucks,103,100,,,,,,,,,,,,,
2025-12-22,401810256,Sacramento Kings,Houston Rockets,125,124,,,,,,,,,,,,,
2025-12-23,401810257,Cleveland Cavaliers,Charlotte Hornets,139,132,,,,,,,,,,,,,
2025-12-23,401810258,Boston Celtics,Indiana Pacers,103,95,,,,,,,,,,,,,
2025-12-23,401810259,New Orleans Pelicans,Dallas Mavericks,119,113,,,,,,,,,,,,,
2025-12-23,401810260,Denver Nuggets,Utah Jazz,135,112,,,,,,,,,,,,,
2025-12-23,401810261,Oklahoma City Thunder,Memphis Grizzlies,119,103,,,,,,,,,,,,,
2025-12-23,401810262,Golden State Warriors,Orlando Magic,120,97,,,,,,,,,,,,,
2025-12-23,401810263,Portland Trail Blazers,Detroit Pistons,102,110,,,,,,,,,,,,,
2025-12-24,401810264,Charlotte Hornets,Washington Wizards,126,109,,,,,,,,,,,,,
2025-12-24,401810265,Philadelphia 76ers,Brooklyn Nets,106,114,,,,,,,,,,,,,
2025-12-24,401810266,Atlanta Hawks,Chicago Bulls,123,126,,,,,,,,,,,,,
2025-12-24,401810267,Cleveland Cavaliers,New Orleans Pelicans,141,118,,,,,,,,,,,,,
2025-12-24,401810268,Indiana Pacers,Milwaukee Bucks,94,111,,,,,,,,,,,,,
2025-12-24,401810269,Miami Heat,Toronto Raptors,91,112,,,,,,,,,,,,,
2025-12-24,401810270,Dallas Mavericks,Denver Nuggets,131,130,,,,,,,,,,,,,
2025-12-24,401810271,Minnesota Timberwolves,New York Knicks,115,104,,,,,,,,,,,,,
2025-12-24,401810272,San Antonio Spurs,Oklahoma City Thunder,130,110,,,,,,,,,,,,,
2025-12-24,401810273,Phoenix Suns,Los Angeles Lakers,132,108,,,,,,,,,,,,,
2025-12-24,401810274,Utah Jazz,Memphis Grizzlies,128,137,,,,,,,,,,,,,
2025-12-24,401810275,Portland Trail Blazers,Orlando Magic,106,110,,,,,,,,,,,,,
2025-12-24,401810276,Sacramento Kings,Detroit Pistons,127,136,,,,,,,,,,,,,
2025-12-24,401810277,LA Clippers,Houston Rockets,128,108,,,,,,,,,,,,,
2025-12-25,401809238,New York Knicks,Cleveland Cavaliers,126,124,,,,,,,,,,,,,
2025-12-25,401809239,Oklahoma City Thunder,San Antonio Spurs,102,117,,,,,,,,,,,,,
2025-12-25,401809240,Golden State Warriors,Dallas Mavericks,126,116,,,,,,,,,,,,,
2025-12-26,401809241,Los Angeles Lakers,Houston Rockets,96,119,,,,,,,,,,,,,
2025-12-26,401809242,Denver Nuggets,Minnesota Timberwolves,142,138,,,,,,,,,,,,,
2025-12-27,401810278,Atlanta Hawks,Miami Heat,111,126,,,,,,,,,,,,,
2025-12-27,401810279,Orlando Magic,Charlotte Hornets,105,120,,,,,,,,,,,,,
2025-12-27,401810280,Washington Wizards,Toronto Raptors,138,117,,,,,,,,,,,,,
2025-12-27,401810281,Indiana Pacers,Boston Celtics,122,140,,,,,,,,,,,,,
2025-12-27,401810282,Chicago Bulls,Philadelphia 76ers,109,102,,,,,,,,,,,,,
2025-12-27,401810283,Memphis Grizzlies,Milwaukee Bucks,125,104,,,,,,,,,,,,,
2025-12-27,401810284,New Orleans Pelicans,Phoenix Suns,108,115,,,,,,,,,,,,,
2025-12-27,401810285,Utah Jazz,Detroit Pistons,131,129,,,,,,,,,,,,,
2025-12-27,401810286,Portland Trail Blazers,LA Clippers,103,119,,,,,,,,,,,,,
2025-12-27,401810287,Sacramento Kings,Dallas Mavericks,113,107,,,,,,,,,,,,,
2025-12-28,401810288,Orlando Magic,Denver Nuggets,127,126,,,,,,,,,,,,,
2025-12-28,401810289,New Orleans Pelicans,Phoenix Suns,114,123,,,,,,,,,,,,,
2025-12-28,401810290,Atlanta Hawks,New York Knicks,125,128,,,,,,,,,,,,,
2025-12-28,401810291,Miami Heat,Indiana Pacers,142,116,,,,,,,,,,,,,
2025-12-28,401810292,Chicago Bulls,Milwaukee Bucks,103,112,,,,,,,,,,,,,
2025-12-28,401810293,Houston Rockets,Cleveland Cavaliers,117,100,,,,,,,,,,,,,
2025-12-28,401810294,Minnesota Timberwolves,Brooklyn Nets,107,123,,,,,,,,,,,,,
2025-12-28,401810295,San Antonio Spurs,Utah Jazz,114,127,,,,,,,,,,,,,
2025-12-28,401810296,Toronto Raptors,Golden State Warriors,141,127,,,,,,,,,,,,,
2025-12-28,401810297,Oklahoma City Thunder,Philadelphia 76ers,129,104,,,,,,,,,,,,,
2025-12-28,401810298,Washington Wizards,Memphis Grizzlies,116,112,,,,,,,,,,,,,
2025-12-28,401810299,Portland Trail Blazers,Boston Celtics,114,108,,,,,,,,,,,,,
2025-12-29,401810300,LA Clippers,Detroit Pistons,112,99,,,,,,,,,,,,,
2025-12-29,401810301,Los Angeles Lakers,Sacramento Kings,125,101,,,,,,,,,,,,,
2025-12-30,401810302,Charlotte Hornets,Milwaukee Bucks,113,123,,,,,,,,,,,,,
2025-12-30,401810303,Washington Wizards,Phoenix Suns,101,115,,,,,,,,,,,,,
2025-12-30,401810304,Brooklyn Nets,Golden State Warriors,107,120,,,,,,,,,,,,,
2025-12-30,401810305,Miami Heat,Denver Nuggets,147,123,,,,,,,,,,,,,
2025-12-30,401810306,Toronto Raptors,Orlando Magic,107,106,,,,,,,,,,,,,
2025-12-30,401810307,Chicago Bulls,Minnesota Timberwolves,101,136,,,,,,,,,,,,,
2025-12-30,401810308,Houston Rockets,Indiana Pacers,126,119,,,,,,,,,,,,,
2025-12-30,401810309,New Orleans Pelicans,New York Knicks,125,130,,,,,,,,,,,,,
2025-12-30,401810310,Oklahoma City Thunder,Atlanta Hawks,140,129,,,,,,,,,,,,,
2025-12-30,401810311,San Antonio Spurs,Cleveland Cavaliers,101,113,,,,,,,,,,,,,
2025-12-30,401810312,Portland Trail Blazers,Dallas Mavericks,125,122,,,,,,,,,,,,,
2025-12-31,401810313,Memphis Grizzlies,Philadelphia 76ers,136,139,,,,,,,,,,,,,
2025-12-31,401810314,Utah Jazz,Boston Celtics,119,129,,,,,,,,,,,,,
2025-12-31,401810315,Los Angeles Lakers,Detroit Pistons,106,128,,,,,,,,,,,,,
2025-12-31,401810316,LA Clippers,Sacramento Kings,131,90,,,,,,,,,,,,,
2025-12-31,401810317,Charlotte Hornets,Golden State Warriors,125,132,,,,,,,,,,,,,
2025-12-31,401810318,Atlanta Hawks,Minnesota Timberwolves,126,102,,,,,,,,,,,,,
2025-12-31,401810319,Indiana Pacers,Orlando Magic,110,112,,,,,,,,,,,,,
2025-12-31,401810320,Cleveland Cavaliers,Phoenix Suns,129,113,,,,,,,,,,,,,
2026-01-01,401810321,Chicago Bulls,New Orleans Pelicans,134,118,,,,,,,,,,,,,
2026-01-01,401810322,San Antonio Spurs,New York Knicks,134,132,,,,,,,,,,,,,
2026-01-01,401810323,Toronto Raptors,Denver Nuggets,103,106,,,,,,,,,,,,,
2026-01-01,401810324,Milwaukee Bucks,Washington Wizards,113,114,,,,,,,,,,,,,
2026-01-01,401810325,Oklahoma City Thunder,Portland Trail Blazers,124,95,,,,,,,,,,,,,
2026-01-01,401810326,Brooklyn Nets,Houston Rockets,96,120,,,,,,,,,,,,,
2026-01-02,401810327,Detroit Pistons,Miami Heat,112,118,,,,,,,,,,,,,
2026-01-02,401810328,Dallas Mavericks,Philadelphia 76ers,108,123,,,,,,,,,,,,,
2026-01-02,401810329,Sacramento Kings,Boston Celtics,106,120,,,,,,,,,,,,,
2026-01-02,401810330,LA Clippers,Utah Jazz,118,101,,,,,,,,,,,,,
2026-01-03,401810331,Indiana Pacers,San Antonio Spurs,113,123,,,,,,,,,,,,,
2026-01-03,401810332,Washington Wizards,Brooklyn Nets,119,99,,,,,,,,,,,,,
2026-01-03,401810333,Cleveland Cavaliers,Denver Nuggets,113,108,,,,,,,,,,,,,
2026-01-03,401810334,New York Knicks,Atlanta Hawks,99,111,,,,,,,,,,,,,
2026-01-03,401810335,Chicago Bulls,Orlando Magic,121,114,,,,,,,,,,,,,
2026-01-03,401810336,Milwaukee Bucks,Charlotte Hornets,122,121,,,,,,,,,,,,,
2026-01-03,401810337,New Orleans Pelicans,Portland Trail Blazers,109,122,,,,,,,,,,,,,
2026-01-03,401810338,Phoenix Suns,Sacramento Kings,129,102,,,,,,,,,,,,,
2026-01-03,401810339,Golden State Warriors,Oklahoma City Thunder,94,131,,,,,,,,,,,,,
2026-01-03,401810340,Los Angeles Lakers,Memphis Grizzlies,128,121,,,,,,,,,,,,,
2026-01-03,401810341,Miami Heat,Minnesota Timberwolves,115,125,,,,,,,,,,,,,
2026-01-04,401810342,New York Knicks,Philadelphia 76ers,119,130,,,,,,,,,,,,,
2026-01-04,401810343,Toronto Raptors,Atlanta Hawks,134,117,,,,,,,,,,,,,
2026-01-04,401810344,Chicago Bulls,Charlotte Hornets,99,112,,,,,,,,,,,,,
2026-01-04,401810345,San Antonio Spurs,Portland Trail Blazers,110,115,,,,,,,,,,,,,
2026-01-04,401810346,Dallas Mavericks,Houston Rockets,110,104,,,,,,,,,,,,,
2026-01-04,401810347,Golden State Warriors,Utah Jazz,123,114,,,,,,,,,,,,,
2026-01-04,401810348,LA Clippers,Boston Celtics,115,146,,,,,,,,,,,,,
2026-01-04,401810349,Cleveland Cavaliers,Detroit Pistons,110,114,,,,,,,,,,,,,
2026-01-04,401810350,Orlando Magic,Indiana Pacers,135,127,,,,,,,,,,,,,
2026-01-04,401810351,Brooklyn Nets,Denver Nuggets,127,115,,,,,,,,,,,,,
2026-01-04,401810352,Miami Heat,New Orleans Pelicans,125,106,,,,,,,,,,,,,
2026-01-04,401810353,Washington Wizards,Minnesota Timberwolves,115,141,,,,,,,,,,,,,
2026-01-05,401810354,Phoenix Suns,Oklahoma City Thunder,108,105,,,,,,,,,,,,,
2026-01-05,401810355,Sacramento Kings,Milwaukee Bucks,98,115,,,,,,,,,,,,,
2026-01-05,401810356,Los Angeles Lakers,Memphis Grizzlies,120,114,,,,,,,,,,,,,
2026-01-06,401810357,Detroit Pistons,New York Knicks,121,90,,,,,,,,,,,,,
2026-01-06,401810358,Boston Celtics,Chicago Bulls,115,101,,,,,,,,,,,,,
2026-01-06,401810359,Toronto Raptors,Atlanta Hawks,118,100,,,,,,,,,,,,,
2026-01-06,401810360,Houston Rockets,Phoenix Suns,100,97,,,,,,,,,,,,,
2026-01-06,401810361,Oklahoma City Thunder,Charlotte Hornets,97,124,,,,,,,,,,,,,
2026-01-06,401810362,Philadelphia 76ers,Denver Nuggets,124,125,,,,,,,,,,,,,
2026-01-06,401810363,LA Clippers,Golden State Warriors,103,102,,,,,,,,,,,,,
2026-01-06,401810364,Portland Trail Blazers,Utah Jazz,137,117,,,,,,,,,,,,,
2026-01-07,401810365,Indiana Pacers,Cleveland Cavaliers,116,120,,,,,,,,,,,,,
2026-01-07,401810366,Washington Wizards,Orlando Magic,120,112,,,,,,,,,,,,,
2026-01-07,401810367,Memphis Grizzlies,San Antonio Spurs,106,105,,,,,,,,,,,,,
2026-01-07,401810368,Minnesota Timberwolves,Miami Heat,122,94,,,,,,,,,,,,,
2026-01-07,401810369,New Orleans Pelicans,Los Angeles Lakers,103,111,,,,,,,,,,,,,
2026-01-07,401810370,Sacramento Kings,Dallas Mavericks,98,100,,,,,,,,,,,,,
2026-01-08,401810371,Charlotte Hornets,Toronto Raptors,96,97,,,,,,,,,,,,,
2026-01-08,401810372,Detroit Pistons,Chicago Bulls,108,93,,,,,,,,,,,,,
2026-01-08,401810373,Philadelphia 76ers,Washington Wizards,131,110,,,,,,,,,,,,,
2026-01-08,401810374,Atlanta Hawks,New Orleans Pelicans,117,100,,,,,,,,,,,,,
2026-01-08,401810375,Boston Celtics,Denver Nuggets,110,114,,,,,,,,,,,,,
2026-01-08,401810376,Brooklyn Nets,Orlando Magic,103,104,,,,,,,,,,,,,
2026-01-08,401810377,New York Knicks,LA Clippers,123,111,,,,,,,,,,,,,
2026-01-08,401810378,San Antonio Spurs,Los Angeles Lakers,107,91,,,,,,,,,,,,,
2026-01-08,401810379,Memphis Grizzlies,Phoenix Suns,98,117,,,,,,,,,,,,,
2026-01-08,401810380,Oklahoma City Thunder,Utah Jazz,129,125,,,,,,,,,,,,,
2026-01-08,401810381,Golden State Warriors,Milwaukee Bucks,120,113,,,,,,,,,,,,,
2026-01-08,401810382,Portland Trail Blazers,Houston Rockets,103,102,,,,,,,,,,,,,
2026-01-09,401810383,Charlotte Hornets,Indiana Pacers,112,114,,,,,,,,,,,,,
2026-01-09,401810384,Chicago Bulls,Miami Heat,0,0,,,,,,,,,,,,,
2026-01-09,401810385,Minnesota Timberwolves,Cleveland Cavaliers,131,122,,,,,,,,,,,,,
2026-01-09,401810386,Utah Jazz,Dallas Mavericks,116,114,,,,,,,,,,,,,
2026-01-10,401810387,Boston Celtics,Toronto Raptors,125,117,,,,,,,,,,,,,
2026-01-10,401810388,Orlando Magic,Philadelphia 76ers,91,103,,,,,,,,,,,,,
2026-01-10,401810389,Washington Wizards,New Orleans Pelicans,107,128,,,,,,,,,,,,,
2026-01-10,401810390,Brooklyn Nets,LA Clippers,105,121,,,,,,,,,,,,,
2026-01-10,401810391,Memphis Grizzlies,Oklahoma City Thunder,116,117,,,,,,,,,,,,,
2026-01-10,401810392,Denver Nuggets,Atlanta Hawks,87,110,,,,,,,,,,,,,
2026-01-10,401810393,Phoenix Suns,New York Knicks,112,107,,,,,,,,,,,,,
2026-01-10,401810394,Golden State Warriors,Sacramento Kings,137,103,,,,,,,,,,,,,
2026-01-10,401810395,Portland Trail Blazers,Houston Rockets,111,105,,,,,,,,,,,,,
2026-01-10,401810396,Los Angeles Lakers,Milwaukee Bucks,101,105,,,,,,,,,,,,,
2026-01-10,401810397,Cleveland Cavaliers,Minnesota Timberwolves,146,134,,,,,,,,,,,,,
2026-01-11,401810398,Indiana Pacers,Miami Heat,123,99,,,,,,,,,,,,,
2026-01-11,401810399,Detroit Pistons,LA Clippers,92,98,,,,,,,,,,,,,
2026-01-11,401810400,Boston Celtics,San Antonio Spurs,95,100,,,,,,,,,,,,,
2026-01-11,401810401,Chicago Bulls,Dallas Mavericks,125,107,,,,,,,,,,,,,
2026-01-11,401810402,Utah Jazz,Charlotte Hornets,95,150,,,,,,,,,,,,,
2026-01-11,401810403,Orlando Magic,New Orleans Pelicans,128,118,,,,,,,,,,,,,
2026-01-11,401810404,Memphis Grizzlies,Brooklyn Nets,103,98,,,,,,,,,,,,,
2026-01-11,401810405,Toronto Raptors,Philadelphia 76ers,116,115,,,,,,,,,,,,,
2026-01-11,401810406,Portland Trail Blazers,New York Knicks,114,123,,,,,,,,,,,,,
2026-01-12,401810407,Minnesota Timberwolves,San Antonio Spurs,104,103,,,,,,,,,,,,,
2026-01-12,401810408,Oklahoma City Thunder,Miami Heat,124,112,,,,,,,,,,,,,
2026-01-12,401810409,Denver Nuggets,Milwaukee Bucks,108,104,,,,,,,,,,,,,
2026-01-12,401810410,Phoenix Suns,Washington Wizards,112,93,,,,,,,,,,,,,
2026-01-12,401810411,Golden State Warriors,Atlanta Hawks,111,124,,,,,,,,,,,,,
2026-01-12,401810412,Sacramento Kings,Houston Rockets,111,98,,,,,,,,,,,,,
2026-01-13,401810413,Cleveland Cavaliers,Utah Jazz,112,123,,,,,,,,,,,,,
2026-01-13,401810414,Indiana Pacers,Boston Celtics,98,96,,,,,,,,,,,,,
2026-01-13,401810415,Toronto Raptors,Philadelphia 76ers,102,115,,,,,,,,,,,,,
2026-01-13,401810416,Dallas Mavericks,Brooklyn Nets,113,105,,,,,,,,,,,,,
2026-01-13,401810417,Sacramento Kings,Los Angeles Lakers,124,112,,,,,,,,,,,,,
2026-01-13,401810418,LA Clippers,Charlotte Hornets,117,109,,,,,,,,,,,,,
2026-01-14,401810419,Miami Heat,Phoenix Suns,127,121,,,,,,,,,,,,,
