date,id,home,away,hs,as,type,hfg,afg,h3,a3,hreb,areb,hto,ato,spread,total,hml,aml
2024-04-12,401585801,Boston Celtics,Charlotte Hornets,131,98,,,,,,,,,,,,,
2024-04-12,401585802,Cleveland Cavaliers,Indiana Pacers,129,120,,,,,,,,,,,,,
2024-04-12,401585803,New York Knicks,Brooklyn Nets,111,107,,,,,,,,,,,,,
2024-04-13,401585804,Miami Heat,Toronto Raptors,125,103,,,,,,,,,,,,,
2024-04-13,401585805,Memphis Grizzlies,Los Angeles Lakers,120,123,,,,,,,,,,,,,
2024-04-13,401585806,Minnesota Timberwolves,Atlanta Hawks,109,106,,,,,,,,,,,,,
2024-04-13,401585807,Oklahoma City Thunder,Milwaukee Bucks,125,107,,,,,,,,,,,,,
2024-04-13,401585808,San Antonio Spurs,Denver Nuggets,121,120,,,,,,,,,,,,,
2024-04-13,401585809,Dallas Mavericks,Detroit Pistons,89,107,,,,,,,,,,,,,
2024-04-13,401585810,Golden State Warriors,New Orleans Pelicans,109,114,,,,,,,,,,,,,
2024-04-13,401585811,Portland Trail Blazers,Houston Rockets,107,116,,,,,,,,,,,,,
2024-04-13,401585812,LA Clippers,Utah Jazz,109,110,,,,,,,,,,,,,
2024-04-13,401585813,Sacramento Kings,Phoenix Suns,107,108,,,,,,,,,,,,,
2024-04-14,401585814,Boston Celtics,Washington Wizards,132,122,,,,,,,,,,,,,
2024-04-14,401585815,Cleveland Cavaliers,Charlotte Hornets,110,120,,,,,,,,,,,,,
2024-04-14,401585816,Indiana Pacers,Atlanta Hawks,157,115,,,,,,,,,,,,,
2024-04-14,401585817,Miami Heat,Toronto Raptors,118,103,,,,,,,,,,,,,
2024-04-14,401585818,New York Knicks,Chicago Bulls,120,119,,,,,,,,,,,,,
2024-04-14,401585819,Orlando Magic,Milwaukee Bucks,113,88,,,,,,,,,,,,,
2024-04-14,401585820,Philadelphia 76ers,Brooklyn Nets,107,86,,,,,,,,,,,,,
2024-04-14,401585821,Memphis Grizzlies,Denver Nuggets,111,126,,,,,,,,,,,,,
2024-04-14,401585822,Minnesota Timberwolves,Phoenix Suns,106,125,,,,,,,,,,,,,
2024-04-14,401585823,New Orleans Pelicans,Los Angeles Lakers,108,124,,,,,,,,,,,,,
2024-04-14,401585824,Oklahoma City Thunder,Dallas Mavericks,135,86,,,,,,,,,,,,,
2024-04-14,401585825,San Antonio Spurs,Detroit Pistons,123,95,,,,,,,,,,,,,
2024-04-14,401585826,Golden State Warriors,Utah Jazz,123,116,,,,,,,,,,,,,
2024-04-14,401585827,LA Clippers,Houston Rockets,105,116,,,,,,,,,,,,,
2024-04-14,401585828,Sacramento Kings,Portland Trail Blazers,121,82,,,,,,,,,,,,,
2024-04-16,401654655,New Orleans Pelicans,Los Angeles Lakers,106,110,,,,,,,,,,,,,
2024-04-17,401654656,Sacramento Kings,Golden State Warriors,118,94,,,,,,,,,,,,,
2024-04-17,401654659,Philadelphia 76ers,Miami Heat,105,104,,,,,,,,,,,,,
2024-04-18,401654658,Chicago Bulls,Atlanta Hawks,131,116,,,,,,,,,,,,,
2024-04-19,401654660,Miami Heat,Chicago Bulls,112,91,,,,,,,,,,,,,
2024-04-20,401654661,New Orleans Pelicans,Sacramento Kings,105,98,,,,,,,,,,,,,
2024-04-20,401654756,New York Knicks,Philadelphia 76ers,111,104,,,,,,,,,,,,,
2024-04-20,401654757,Cleveland Cavaliers,Orlando Magic,97,83,,,,,,,,,,,,,
2024-04-20,401654759,Minnesota Timberwolves,Phoenix Suns,120,95,,,,,,,,,,,,,
2024-04-21,401654758,Denver Nuggets,Los Angeles Lakers,114,103,,,,,,,,,,,,,
2024-04-21,401654760,Boston Celtics,Miami Heat,114,94,,,,,,,,,,,,,
2024-04-21,401654761,Milwaukee Bucks,Indiana Pacers,109,94,,,,,,,,,,,,,
2024-04-21,401654763,LA Clippers,Dallas Mavericks,109,97,,,,,,,,,,,,,
2024-04-22,401654762,Oklahoma City Thunder,New Orleans Pelicans,94,92,,,,,,,,,,,,,
2024-04-22,401655106,New York Knicks,Philadelphia 76ers,104,101,,,,,,,,,,,,,
2024-04-22,401655118,Cleveland Cavaliers,Orlando Magic,96,86,,,,,,,,,,,,,
2024-04-23,401655082,Denver Nuggets,Los Angeles Lakers,101,99,,,,,,,,,,,,,
2024-04-23,401655088,Minnesota Timberwolves,Phoenix Suns,105,93,,,,,,,,,,,,,
2024-04-24,401655094,LA Clippers,Dallas Mavericks,93,96,,,,,,,,,,,,,
2024-04-24,401655100,Boston Celtics,Miami Heat,101,111,,,,,,,,,,,,,
2024-04-24,401655112,Milwaukee Bucks,Indiana Pacers,108,125,,,,,,,,,,,,,
2024-04-25,401655076,Oklahoma City Thunder,New Orleans Pelicans,124,92,,,,,,,,,,,,,
2024-04-25,401655107,Philadelphia 76ers,New York Knicks,125,114,,,,,,,,,,,,,
2024-04-25,401655119,Orlando Magic,Cleveland Cavaliers,121,83,,,,,,,,,,,,,
2024-04-26,401655083,Los Angeles Lakers,Denver Nuggets,105,112,,,,,,,,,,,,,
2024-04-26,401655113,Indiana Pacers,Milwaukee Bucks,121,118,,,,,,,,,,,,,
2024-04-27,401655077,New Orleans Pelicans,Oklahoma City Thunder,85,106,,,,,,,,,,,,,
2024-04-27,401655089,Phoenix Suns,Minnesota Timberwolves,109,126,,,,,,,,,,,,,
2024-04-27,401655095,Dallas Mavericks,LA Clippers,101,90,,,,,,,,,,,,,
2024-04-27,401655101,Miami Heat,Boston Celtics,84,104,,,,,,,,,,,,,
2024-04-27,401655120,Orlando Magic,Cleveland Cavaliers,112,89,,,,,,,,,,,,,
2024-04-28,401655084,Los Angeles Lakers,Denver Nuggets,119,108,,,,,,,,,,,,,
2024-04-28,401655096,Dallas Mavericks,LA Clippers,111,116,,,,,,,,,,,,,
2024-04-28,401655108,Philadelphia 76ers,New York Knicks,92,97,,,,,,,,,,,,,
2024-04-28,401655114,Indiana Pacers,Milwaukee Bucks,126,113,,,,,,,,,,,,,
2024-04-29,401655090,Phoenix Suns,Minnesota Timberwolves,116,122,,,,,,,,,,,,,
2024-04-29,401655102,Miami Heat,Boston Celtics,88,102,,,,,,,,,,,,,
2024-04-30,401655078,New Orleans Pelicans,Oklahoma City Thunder,89,97,,,,,,,,,,,,,
2024-04-30,401655085,Denver Nuggets,Los Angeles Lakers,108,106,,,,,,,,,,,,,
2024-04-30,401655109,New York Knicks,Philadelphia 76ers,106,112,,,,,,,,,,,,,
2024-05-01,401655103,Boston Celtics,Miami Heat,118,84,,,,,,,,,,,,,
2024-05-01,401655115,Milwaukee Bucks,Indiana Pacers,115,92,,,,,,,,,,,,,
2024-05-01,401655121,Cleveland Cavaliers,Orlando Magic,104,103,,,,,,,,,,,,,
2024-05-02,401655097,LA Clippers,Dallas Mavericks,93,123,,,,,,,,,,,,,
2024-05-02,401655116,Indiana Pacers,Milwaukee Bucks,120,98,,,,,,,,,,,,,
2024-05-03,401655110,Philadelphia 76ers,New York Knicks,115,118,,,,,,,,,,,,,
2024-05-03,401655122,Orlando Magic,Cleveland Cavaliers,103,96,,,,,,,,,,,,,
2024-05-04,401655098,Dallas Mavericks,LA Clippers,114,101,,,,,,,,,,,,,
2024-05-04,401657182,Denver Nuggets,Minnesota Timberwolves,99,106,,,,,,,,,,,,,
2024-05-05,401655123,Cleveland Cavaliers,Orlando Magic,106,94,,,,,,,,,,,,,
2024-05-06,401657420,New York Knicks,Indiana Pacers,121,117,,,,,,,,,,,,,
2024-05-07,401657183,Denver Nuggets,Minnesota Timberwolves,80,106,,,,,,,,,,,,,
2024-05-07,401658224,Boston Celtics,Cleveland Cavaliers,120,95,,,,,,,,,,,,,
2024-05-08,401657231,Oklahoma City Thunder,Dallas Mavericks,117,95,,,,,,,,,,,,,
2024-05-09,401657421,New York Knicks,Indiana Pacers,130,121,,,,,,,,,,,,,
2024-05-09,401658225,Boston Celtics,Cleveland Cavaliers,94,118,,,,,,,,,,,,,
2024-05-10,401657422,Indiana Pacers,New York Knicks,111,106,,,,,,,,,,,,,
2024-05-10,401658188,Oklahoma City Thunder,Dallas Mavericks,110,119,,,,,,,,,,,,,
2024-05-11,401657184,Minnesota Timberwolves,Denver Nuggets,90,117,,,,,,,,,,,,,
2024-05-11,401658190,Dallas Mavericks,Oklahoma City Thunder,105,101,,,,,,,,,,,,,
2024-05-12,401657423,Indiana Pacers,New York Knicks,121,89,,,,,,,,,,,,,
2024-05-12,401658226,Cleveland Cavaliers,Boston Celtics,93,106,,,,,,,,,,,,,
2024-05-13,401657185,Minnesota Timberwolves,Denver Nuggets,107,115,,,,,,,,,,,,,
2024-05-13,401658227,Cleveland Cavaliers,Boston Celtics,102,109,,,,,,,,,,,,,
2024-05-14,401658191,Dallas Mavericks,Oklahoma City Thunder,96,100,,,,,,,,,,,,,
2024-05-15,401657186,Denver Nuggets,Minnesota Timberwolves,112,97,,,,,,,,,,,,,
2024-05-15,401658196,New York Knicks,Indiana Pacers,121,91,,,,,,,,,,,,,
2024-05-15,401658228,Boston Celtics,Cleveland Cavaliers,113,98,,,,,,,,,,,,,
2024-05-16,401658192,Oklahoma City Thunder,Dallas Mavericks,92,104,,,,,,,,,,,,,
2024-05-17,401657187,Minnesota Timberwolves,Denver Nuggets,115,70,,,,,,,,,,,,,
2024-05-18,401658197,Indiana Pacers,New York Knicks,116,103,,,,,,,,,,,,,
2024-05-19,401658194,Dallas Mavericks,Oklahoma City Thunder,117,116,,,,,,,,,,,,,
2024-05-19,401658198,New York Knicks,Indiana Pacers,109,130,,,,,,,,,,,,,
2024-05-20,401657188,Denver Nuggets,Minnesota Timberwolves,90,98,,,,,,,,,,,,,
2024-05-22,401671998,Boston Celtics,Indiana Pacers,133,128,,,,,,,,,,,,,
2024-05-23,401672976,Minnesota Timberwolves,Dallas Mavericks,105,108,,,,,,,,,,,,,
2024-05-24,401671999,Boston Celtics,Indiana Pacers,126,110,,,,,,,,,,,,,
2024-05-25,401672977,Minnesota Timberwolves,Dallas Mavericks,108,109,,,,,,,,,,,,,
2024-05-26,401672000,Indiana Pacers,Boston Celtics,111,114,,,,,,,,,,,,,
2024-05-27,401672978,Dallas Mavericks,Minnesota Timberwolves,116,107,,,,,,,,,,,,,
2024-05-28,401672001,Indiana Pacers,Boston Celtics,102,105,,,,,,,,,,,,,
2024-05-29,401672979,Dallas Mavericks,Minnesota Timberwolves,100,105,,,,,,,,,,,,,
2024-05-31,401672980,Minnesota Timberwolves,Dallas Mavericks,103,124,,,,,,,,,,,,,
2024-06-07,401656359,Boston Celtics,Dallas Mavericks,107,89,,,,,,,,,,,,,
2024-06-10,401656360,Boston Celtics,Dallas Mavericks,105,98,,,,,,,,,,,,,
2024-06-13,401656361,Dallas Mavericks,Boston Celtics,99,106,,,,,,,,,,,,,
2024-06-15,401656362,Dallas Mavericks,Boston Celtics,122,84,,,,,,,,,,,,,
2024-06-18,401656363,Boston Celtics,Dallas Mavericks,106,88,,,,,,,,,,,,,
