date,id,home,away,hs,as,hsp,hsp_name,asp,asp_name,dh,venue
2025-03-29,778537,Tampa Bay Rays,Colorado Rockies,1,2,641793,Zack Littell,622608,Antonio Senzatela,1,2523
2025-03-29,778539,Miami Marlins,Pittsburgh Pirates,5,4,678368,Valente Bellozo,663559,Bailey Falter,1,4169
2025-03-29,778531,Texas Rangers,Boston Red Sox,4,3,641816,Tyler Mahle,621111,Walker Buehler,1,5325
2025-03-29,778530,Houston Astros,New York Mets,2,1,681293,Spencer Arrighetti,656288,Griffin Canning,1,2392
2025-03-29,778520,San Diego Padres,Atlanta Braves,1,0,681190,Randy Vásquez,680885,Spencer Schwellenbach,1,2680
2025-03-29,778532,Arizona Diamondbacks,Chicago Cubs,3,4,694297,Brandon Pfaadt,684007,Shota Imanaga,1,15
2025-03-29,778533,Los Angeles Dodgers,Detroit Tigers,7,3,808963,Roki Sasaki,681857,Reese Olson,1,22
2025-03-29,778521,Seattle Mariners,Athletics,2,4,682243,Bryce Miller,674370,Osvaldo Bido,1,680
2025-03-30,778526,Washington Nationals,Philadelphia Phillies,5,1,680730,Mitchell Parker,605400,Aaron Nola,1,3309
2025-03-30,778523,New York Yankees,Milwaukee Brewers,12,3,573186,Marcus Stroman,650644,Aaron Civale,1,3313
2025-03-30,778525,Toronto Blue Jays,Baltimore Orioles,3,1,605135,Chris Bassitt,608372,Tomoyuki Sugano,1,14
2025-03-30,778522,Cincinnati Reds,San Francisco Giants,3,6,607259,Nick Martinez,592662,Robbie Ray,1,2602
2025-03-30,778524,Tampa Bay Rays,Colorado Rockies,6,4,671737,Taj Bradley,663372,Ryan Feltner,1,2523
2025-03-30,778519,Miami Marlins,Pittsburgh Pirates,3,2,676974,Max Meyer,571760,Andrew Heaney,1,4169
2025-03-30,778510,Kansas City Royals,Cleveland Guardians,2,6,608379,Michael Wacha,676440,Tanner Bibee,1,7
2025-03-30,778527,Chicago White Sox,Los Angeles Angels,2,3,663436,Davis Martin,686799,Jack Kochanowicz,1,4
2025-03-30,778517,St. Louis Cardinals,Minnesota Twins,9,2,669467,Andre Pallante,641927,Bailey Ober,1,2889
2025-03-30,778516,Texas Rangers,Boston Red Sox,3,2,594798,Jacob deGrom,690916,Richard Fitts,1,5325
2025-03-30,778515,Arizona Diamondbacks,Chicago Cubs,10,6,593958,Eduardo Rodriguez,571510,Matthew Boyd,1,15
2025-03-30,778513,Seattle Mariners,Athletics,2,1,693433,Bryan Woo,676664,JP Sears,1,680
2025-03-30,778514,San Diego Padres,Atlanta Braves,5,0,601713,Nick Pivetta,700363,AJ Smith-Shawver,1,2680
2025-03-31,778506,Chicago White Sox,Minnesota Twins,9,0,527048,Martín Pérez,663978,Chris Paddack,1,4
2025-03-31,778504,Milwaukee Brewers,Kansas City Royals,1,11,660730,Elvin Rodríguez,663460,Kris Bubic,1,32
2025-03-31,778512,Baltimore Orioles,Boston Red Sox,8,5,700249,Cade Povich,656794,Sean Newcomb,1,2
2025-03-31,778502,Philadelphia Phillies,Colorado Rockies,6,1,650911,Cristopher Sánchez,608566,Germán Márquez,1,2681
2025-03-31,778511,Cincinnati Reds,Texas Rangers,14,3,663903,Brady Singer,677958,Kumar Rocker,1,2602
2025-03-31,778509,Miami Marlins,New York Mets,4,10,615698,Cal Quantrill,656849,David Peterson,1,4169
2025-03-31,778508,Tampa Bay Rays,Pittsburgh Pirates,6,1,656876,Drew Rasmussen,669387,Carmen Mlodzinski,1,2523
2025-03-31,778507,Toronto Blue Jays,Washington Nationals,5,2,670102,Bowden Francis,647336,Michael Soroka,1,14
2025-03-31,778503,St. Louis Cardinals,Los Angeles Angels,4,5,571945,Miles Mikolas,542881,Tyler Anderson,1,2889
2025-03-31,778505,Houston Astros,San Francisco Giants,2,7,669854,Ronel Blanco,663855,Jordan Hicks,1,2392
2025-03-31,778499,San Diego Padres,Cleveland Guardians,7,2,606996,Kyle Hart,682847,Luis Ortiz,1,2680
2025-03-31,778496,Seattle Mariners,Detroit Tigers,6,9,676106,Emerson Hancock,695549,Jackson Jobe,1,680
2025-03-31,778501,Athletics,Chicago Cubs,3,18,683155,Joey Estes,676962,Ben Brown,1,2529
2025-03-31,778500,Los Angeles Dodgers,Atlanta Braves,6,1,607192,Tyler Glasnow,656550,Grant Holmes,1,22
2025-04-01,778498,Cincinnati Reds,Texas Rangers,0,1,686730,Carson Spiers,543135,Nathan Eovaldi,1,2602
2025-04-01,778497,Miami Marlins,New York Mets,4,2,645261,Sandy Alcantara,673540,Kodai Senga,1,4169
2025-04-01,778493,Tampa Bay Rays,Pittsburgh Pirates,7,0,669358,Shane Baz,802419,Thomas Harrington,1,2523
2025-04-01,778492,New York Yankees,Arizona Diamondbacks,5,7,701542,Will Warren,669203,Corbin Burnes,1,3313
2025-04-01,778491,Toronto Blue Jays,Washington Nationals,5,3,621244,José Berríos,592866,Trevor Williams,1,14
2025-04-01,778490,Chicago White Sox,Minnesota Twins,3,8,681343,Shane Smith,680573,Simeon Woods Richardson,1,4
2025-04-01,778488,Milwaukee Brewers,Kansas City Royals,5,0,694477,Chad Patrick,547179,Michael Lorenzen,1,32
2025-04-01,778495,St. Louis Cardinals,Los Angeles Angels,7,9,669461,Matthew Liberatore,543294,Kyle Hendricks,1,2889
2025-04-01,778489,Houston Astros,San Francisco Giants,1,3,669713,Hayden Wesneski,657277,Logan Webb,1,2392
2025-04-01,778485,San Diego Padres,Cleveland Guardians,7,0,650633,Michael King,671106,Logan Allen,1,2680
2025-04-01,778486,Seattle Mariners,Detroit Tigers,1,4,669302,Logan Gilbert,663554,Casey Mize,1,680
2025-04-01,778494,Athletics,Chicago Cubs,4,7,622663,Luis Severino,657006,Justin Steele,1,2529
2025-04-01,778487,Los Angeles Dodgers,Atlanta Braves,3,1,669160,Dustin May,519242,Chris Sale,1,22
2025-04-02,778480,Cincinnati Reds,Texas Rangers,0,1,668881,Hunter Greene,683004,Jack Leiter,1,2602
2025-04-02,778479,Tampa Bay Rays,Pittsburgh Pirates,2,4,686752,Ryan Pepiot,694973,Paul Skenes,1,2523
2025-04-02,778477,Milwaukee Brewers,Kansas City Royals,3,2,642547,Freddy Peralta,666142,Cole Ragans,1,32
2025-04-02,778473,St. Louis Cardinals,Los Angeles Angels,12,5,543243,Sonny Gray,579328,Yusei Kikuchi,1,2889
2025-04-02,778474,Chicago White Sox,Minnesota Twins,1,6,680732,Sean Burke,641154,Pablo López,1,4
2025-04-02,778478,Toronto Blue Jays,Washington Nationals,4,2,687922,Easton Lucas,669022,MacKenzie Gore,1,14
2025-04-02,778471,Athletics,Chicago Cubs,2,10,605488,Jeffrey Springs,592791,Jameson Taillon,1,2529
2025-04-02,778476,San Diego Padres,Cleveland Guardians,5,2,656302,Dylan Cease,594902,Ben Lively,1,2680
2025-04-02,778469,Seattle Mariners,Detroit Tigers,3,2,622491,Luis Castillo,669373,Tarik Skubal,1,680
2025-04-02,778475,Houston Astros,San Francisco Giants,3,6,664285,Framber Valdez,694738,Landen Roupp,1,2392
2025-04-02,778481,Miami Marlins,New York Mets,5,6,687362,Connor Gillispie,605280,Clay Holmes,1,4169
2025-04-02,778483,Baltimore Orioles,Boston Red Sox,0,3,621107,Zach Eflin,676979,Garrett Crochet,1,2
2025-04-02,778482,Philadelphia Phillies,Colorado Rockies,5,1,554430,Zack Wheeler,607536,Kyle Freeland,1,2681
2025-04-02,778484,New York Yankees,Arizona Diamondbacks,3,4,607074,Carlos Rodón,668678,Zac Gallen,1,3313
2025-04-02,778472,Los Angeles Dodgers,Atlanta Braves,6,5,605483,Blake Snell,693821,Bryce Elder,1,22
2025-04-03,778470,Baltimore Orioles,Boston Red Sox,4,8,450203,Charlie Morton,656557,Tanner Houck,1,2
2025-04-03,778467,Philadelphia Phillies,Colorado Rockies,3,1,592836,Taijuan Walker,622608,Antonio Senzatela,1,2681
2025-04-03,778462,Minnesota Twins,Houston Astros,2,5,657746,Joe Ryan,686613,Hunter Brown,1,3312
2025-04-03,778466,New York Yankees,Arizona Diamondbacks,9,7,471911,Carlos Carrasco,518876,Merrill Kelly,1,3313
2025-04-03,778468,Milwaukee Brewers,Cincinnati Reds,1,0,641482,Nestor Cortes,666157,Nick Lodolo,1,32
2025-04-04,778458,Detroit Tigers,Chicago White Sox,7,4,656427,Jack Flaherty,686563,Jonathan Cannon,1,2394
2025-04-04,778463,Boston Red Sox,St. Louis Cardinals,13,9,621111,Walker Buehler,607200,Erick Fedde,1,3
2025-04-04,778460,Chicago Cubs,San Diego Padres,3,1,684007,Shota Imanaga,681190,Randy Vásquez,1,17
2025-04-04,778465,New York Mets,Toronto Blue Jays,5,0,656731,Tylor Megill,592332,Kevin Gausman,1,3289
2025-04-04,778456,Colorado Rockies,Athletics,3,6,663372,Ryan Feltner,674370,Osvaldo Bido,1,19
2025-04-04,778461,Pittsburgh Pirates,New York Yankees,4,9,656605,Mitch Keller,608331,Max Fried,1,31
2025-04-04,778444,San Francisco Giants,Seattle Mariners,10,9,434378,Justin Verlander,622379,Luis F. Castillo,1,2395
2025-04-04,778457,Washington Nationals,Arizona Diamondbacks,4,6,663623,Jake Irvin,694297,Brandon Pfaadt,1,3309
2025-04-04,778459,Philadelphia Phillies,Los Angeles Dodgers,3,2,666200,Jesús Luzardo,808967,Yoshinobu Yamamoto,1,2681
2025-04-04,778464,Atlanta Braves,Miami Marlins,10,0,680885,Spencer Schwellenbach,676974,Max Meyer,1,4705
2025-04-04,778455,Kansas City Royals,Baltimore Orioles,8,2,607625,Seth Lugo,665152,Dean Kremer,1,7
2025-04-04,778454,Texas Rangers,Tampa Bay Rays,5,2,641816,Tyler Mahle,641793,Zack Littell,1,5325
2025-04-04,778453,Milwaukee Brewers,Cincinnati Reds,3,2,641302,Tyler Alexander,607259,Nick Martinez,1,32
2025-04-04,778447,Los Angeles Angels,Cleveland Guardians,6,8,667755,José Soriano,668909,Gavin Williams,1,1
2025-04-05,778445,Detroit Tigers,Chicago White Sox,7,2,681857,Reese Olson,663436,Davis Martin,1,2394
2025-04-05,778440,Minnesota Twins,Houston Astros,6,1,641927,Bailey Ober,681293,Spencer Arrighetti,1,3312
2025-04-05,778450,Chicago Cubs,San Diego Padres,7,1,571510,Matthew Boyd,601713,Nick Pivetta,1,17
2025-04-05,778452,Washington Nationals,Arizona Diamondbacks,4,3,680730,Mitchell Parker,593958,Eduardo Rodriguez,1,3309
2025-04-05,778448,Philadelphia Phillies,Los Angeles Dodgers,1,3,605400,Aaron Nola,808963,Roki Sasaki,1,2681
2025-04-05,778449,Pittsburgh Pirates,New York Yankees,4,10,663559,Bailey Falter,573186,Marcus Stroman,1,31
2025-04-05,778441,Kansas City Royals,Baltimore Orioles,1,8,608379,Michael Wacha,608372,Tomoyuki Sugano,1,7
2025-04-05,778438,Texas Rangers,Tampa Bay Rays,6,4,594798,Jacob deGrom,671737,Taj Bradley,1,5325
2025-04-05,778446,New York Mets,Toronto Blue Jays,3,2,656288,Griffin Canning,605135,Chris Bassitt,1,3289
2025-04-05,778439,Milwaukee Brewers,Cincinnati Reds,7,11,660730,Elvin Rodríguez,663903,Brady Singer,1,32
2025-04-05,778451,Atlanta Braves,Miami Marlins,0,4,700363,AJ Smith-Shawver,615698,Cal Quantrill,1,4705
2025-04-05,778442,Colorado Rockies,Athletics,4,7,608566,Germán Márquez,676664,JP Sears,1,19
2025-04-05,778436,San Francisco Giants,Seattle Mariners,4,1,592662,Robbie Ray,682243,Bryce Miller,1,2395
2025-04-05,778437,Los Angeles Angels,Cleveland Guardians,10,4,686799,Jack Kochanowicz,676440,Tanner Bibee,1,1
2025-04-06,778429,Washington Nationals,Arizona Diamondbacks,5,4,592866,Trevor Williams,669203,Corbin Burnes,1,3309
2025-04-06,778443,Boston Red Sox,St. Louis Cardinals,5,4,656794,Sean Newcomb,669467,Andre Pallante,1,3
2025-04-06,778432,Boston Red Sox,St. Louis Cardinals,18,7,690928,Hunter Dobbins,571945,Miles Mikolas,2,3
2025-04-06,778434,Philadelphia Phillies,Los Angeles Dodgers,8,7,650911,Cristopher Sánchez,607192,Tyler Glasnow,1,2681
2025-04-06,778428,Pittsburgh Pirates,New York Yankees,5,4,571760,Andrew Heaney,701542,Will Warren,1,31
2025-04-06,778435,New York Mets,Toronto Blue Jays,2,1,656849,David Peterson,670102,Bowden Francis,1,3289
2025-04-06,778433,Detroit Tigers,Chicago White Sox,4,3,695549,Jackson Jobe,527048,Martín Pérez,1,2394
2025-04-06,778422,Kansas City Royals,Baltimore Orioles,4,1,663460,Kris Bubic,700249,Cade Povich,1,7
2025-04-06,778419,Minnesota Twins,Houston Astros,7,9,663978,Chris Paddack,669854,Ronel Blanco,1,3312
2025-04-06,778421,Milwaukee Brewers,Cincinnati Reds,8,2,694477,Chad Patrick,686730,Carson Spiers,1,32
2025-04-06,778430,Chicago Cubs,San Diego Padres,7,8,676962,Ben Brown,606996,Kyle Hart,1,17
2025-04-06,778420,Texas Rangers,Tampa Bay Rays,4,3,677958,Kumar Rocker,656876,Drew Rasmussen,1,5325
2025-04-06,778423,Colorado Rockies,Athletics,12,5,801403,Chase Dollander,683155,Joey Estes,1,19
2025-04-06,778427,San Francisco Giants,Seattle Mariners,5,4,663855,Jordan Hicks,693433,Bryan Woo,1,2395
2025-04-06,778425,Los Angeles Angels,Cleveland Guardians,6,2,542881,Tyler Anderson,682847,Luis Ortiz,1,1
2025-04-07,778424,Detroit Tigers,New York Yankees,6,2,663554,Casey Mize,607074,Carlos Rodón,1,2394
2025-04-07,778415,Pittsburgh Pirates,St. Louis Cardinals,8,4,669387,Carmen Mlodzinski,669461,Matthew Liberatore,1,31
2025-04-07,778418,Washington Nationals,Los Angeles Dodgers,6,4,669022,MacKenzie Gore,669160,Dustin May,1,3309
2025-04-07,778426,Boston Red Sox,Toronto Blue Jays,2,6,690916,Richard Fitts,621244,José Berríos,1,3
2025-04-07,778416,New York Mets,Miami Marlins,2,0,673540,Kodai Senga,678368,Valente Bellozo,1,3289
2025-04-07,778411,Chicago Cubs,Texas Rangers,7,0,657006,Justin Steele,543135,Nathan Eovaldi,1,17
2025-04-07,778412,Kansas City Royals,Minnesota Twins,4,2,547179,Michael Lorenzen,680573,Simeon Woods Richardson,1,7
2025-04-07,778413,Arizona Diamondbacks,Baltimore Orioles,1,5,668678,Zac Gallen,621107,Zach Eflin,1,15
2025-04-07,778405,Seattle Mariners,Houston Astros,4,3,669302,Logan Gilbert,669713,Hayden Wesneski,1,680
2025-04-07,778410,San Francisco Giants,Cincinnati Reds,0,2,657277,Logan Webb,668881,Hunter Greene,1,2395
2025-04-07,778414,Athletics,San Diego Padres,4,5,622663,Luis Severino,650633,Michael King,1,2529
2025-04-08,778403,Detroit Tigers,New York Yankees,5,0,669373,Tarik Skubal,471911,Carlos Carrasco,1,2394
2025-04-08,778402,Cleveland Guardians,Chicago White Sox,1,0,594902,Ben Lively,681343,Shane Smith,1,5
2025-04-08,778407,New York Mets,Miami Marlins,10,5,605280,Clay Holmes,687362,Connor Gillispie,1,3289
2025-04-08,778408,Pittsburgh Pirates,St. Louis Cardinals,3,5,694973,Paul Skenes,543243,Sonny Gray,1,31
2025-04-08,778409,Washington Nationals,Los Angeles Dodgers,8,2,695418,Brad Lord,680736,Justin Wrobleski,1,3309
2025-04-08,778404,Boston Red Sox,Toronto Blue Jays,1,6,676979,Garrett Crochet,687922,Easton Lucas,1,3
2025-04-08,778417,Tampa Bay Rays,Los Angeles Angels,3,4,669358,Shane Baz,543294,Kyle Hendricks,1,2523
2025-04-08,778406,Atlanta Braves,Philadelphia Phillies,7,5,519242,Chris Sale,554430,Zack Wheeler,1,4705
2025-04-08,778401,Chicago Cubs,Texas Rangers,10,6,592791,Jameson Taillon,571578,Patrick Corbin,1,17
2025-04-08,778400,Kansas City Royals,Minnesota Twins,2,1,666142,Cole Ragans,641154,Pablo López,1,7
2025-04-08,778394,Colorado Rockies,Milwaukee Brewers,1,7,607536,Kyle Freeland,642547,Freddy Peralta,1,19
2025-04-08,778396,Arizona Diamondbacks,Baltimore Orioles,4,3,518876,Merrill Kelly,450203,Charlie Morton,1,15
2025-04-08,778398,Seattle Mariners,Houston Astros,1,2,622491,Luis Castillo,664285,Framber Valdez,1,680
2025-04-08,778397,San Francisco Giants,Cincinnati Reds,0,1,694738,Landen Roupp,666157,Nick Lodolo,1,2395
2025-04-08,778395,Athletics,San Diego Padres,10,4,605488,Jeffrey Springs,656302,Dylan Cease,1,2529
2025-04-09,778389,Pittsburgh Pirates,St. Louis Cardinals,2,1,656605,Mitch Keller,607200,Erick Fedde,1,31
2025-04-09,778390,New York Mets,Miami Marlins,0,5,656731,Tylor Megill,676974,Max Meyer,1,3289
2025-04-09,778387,Detroit Tigers,New York Yankees,3,4,656427,Jack Flaherty,608331,Max Fried,1,2394
2025-04-09,778385,Chicago Cubs,Texas Rangers,2,6,684007,Shota Imanaga,641816,Tyler Mahle,1,17
2025-04-09,778381,Athletics,San Diego Padres,1,2,674370,Osvaldo Bido,681190,Randy Vásquez,1,2529
2025-04-09,778380,Arizona Diamondbacks,Baltimore Orioles,9,0,694297,Brandon Pfaadt,665152,Dean Kremer,1,15
2025-04-09,778376,San Francisco Giants,Cincinnati Reds,8,6,434378,Justin Verlander,607259,Nick Martinez,1,2395
2025-04-09,778392,Washington Nationals,Los Angeles Dodgers,5,6,663623,Jake Irvin,689017,Landon Knack,1,3309
2025-04-09,778383,Seattle Mariners,Houston Astros,7,6,622379,Luis F. Castillo,686613,Hunter Brown,1,680
2025-04-09,778391,Cleveland Guardians,Chicago White Sox,3,2,671106,Logan Allen,680732,Sean Burke,1,5
2025-04-09,778386,Boston Red Sox,Toronto Blue Jays,1,2,656557,Tanner Houck,592332,Kevin Gausman,1,3
2025-04-09,778399,Tampa Bay Rays,Los Angeles Angels,5,4,686752,Ryan Pepiot,579328,Yusei Kikuchi,1,2523
2025-04-09,778393,Atlanta Braves,Philadelphia Phillies,3,4,656550,Grant Holmes,592836,Taijuan Walker,1,4705
2025-04-09,778388,Kansas City Royals,Minnesota Twins,0,4,607625,Seth Lugo,657746,Joe Ryan,1,7
2025-04-09,778379,Colorado Rockies,Milwaukee Brewers,2,17,622608,Antonio Senzatela,641302,Tyler Alexander,1,19
2025-04-10,778382,Tampa Bay Rays,Los Angeles Angels,1,11,641793,Zack Littell,667755,José Soriano,1,2523
2025-04-10,778378,Cleveland Guardians,Chicago White Sox,6,1,668909,Gavin Williams,686563,Jonathan Cannon,1,5
2025-04-10,778373,Kansas City Royals,Minnesota Twins,3,2,608379,Michael Wacha,641927,Bailey Ober,1,7
2025-04-10,778371,Colorado Rockies,Milwaukee Brewers,7,2,663372,Ryan Feltner,682990,Quinn Priester,1,19
2025-04-10,778377,Boston Red Sox,Toronto Blue Jays,4,3,621111,Walker Buehler,605135,Chris Bassitt,1,3
2025-04-10,778384,Atlanta Braves,Philadelphia Phillies,4,2,680885,Spencer Schwellenbach,666200,Jesús Luzardo,1,4705
2025-04-11,778375,Cleveland Guardians,Kansas City Royals,7,0,676440,Tanner Bibee,663460,Kris Bubic,1,5
2025-04-11,778374,Cincinnati Reds,Pittsburgh Pirates,5,3,663903,Brady Singer,663559,Bailey Falter,1,2602
2025-04-11,778367,Tampa Bay Rays,Atlanta Braves,6,3,671737,Taj Bradley,693821,Bryce Elder,1,2523
2025-04-11,778370,New York Yankees,San Francisco Giants,1,9,573186,Marcus Stroman,592662,Robbie Ray,1,3313
2025-04-11,778369,Miami Marlins,Washington Nationals,4,7,665795,Edward Cabrera,680730,Mitchell Parker,1,4169
2025-04-11,778366,Chicago White Sox,Boston Red Sox,11,1,663436,Davis Martin,656794,Sean Newcomb,1,4
2025-04-11,778368,Houston Astros,Los Angeles Angels,14,3,669854,Ronel Blanco,686799,Jack Kochanowicz,1,2392
2025-04-11,778363,Minnesota Twins,Detroit Tigers,6,7,701581,David Festa,681857,Reese Olson,1,3312
2025-04-11,778365,St. Louis Cardinals,Philadelphia Phillies,2,0,669467,Andre Pallante,605400,Aaron Nola,1,2889
2025-04-11,778361,San Diego Padres,Colorado Rockies,8,0,601713,Nick Pivetta,608566,Germán Márquez,1,2680
2025-04-11,778360,Seattle Mariners,Texas Rangers,5,3,682243,Bryce Miller,594798,Jacob deGrom,1,680
2025-04-11,778364,Arizona Diamondbacks,Milwaukee Brewers,0,7,593958,Eduardo Rodriguez,500779,Jose Quintana,1,15
2025-04-11,778358,Athletics,New York Mets,6,7,676664,JP Sears,656288,Griffin Canning,1,2529
2025-04-11,778356,Los Angeles Dodgers,Chicago Cubs,3,0,808967,Yoshinobu Yamamoto,571510,Matthew Boyd,1,22
2025-04-12,778348,Minnesota Twins,Detroit Tigers,0,4,663978,Chris Paddack,695549,Jackson Jobe,1,3312
2025-04-12,778347,St. Louis Cardinals,Philadelphia Phillies,1,4,571945,Miles Mikolas,650911,Cristopher Sánchez,1,2889
2025-04-12,778355,New York Yankees,San Francisco Giants,8,4,701542,Will Warren,663855,Jordan Hicks,1,3313
2025-04-12,778346,Athletics,New York Mets,3,1,669372,J.T. Ginn,656849,David Peterson,1,2529
2025-04-12,778362,Baltimore Orioles,Toronto Blue Jays,5,4,608372,Tomoyuki Sugano,670102,Bowden Francis,1,2
2025-04-12,778353,Tampa Bay Rays,Atlanta Braves,4,5,656876,Drew Rasmussen,700363,AJ Smith-Shawver,1,2523
2025-04-12,778349,Chicago White Sox,Boston Red Sox,3,2,527048,Martín Pérez,690916,Richard Fitts,1,4
2025-04-12,778354,Miami Marlins,Washington Nationals,7,6,645261,Sandy Alcantara,592866,Trevor Williams,1,4169
2025-04-12,778359,Cleveland Guardians,Kansas City Royals,6,3,682847,Luis Ortiz,547179,Michael Lorenzen,1,5
2025-04-12,778357,Cincinnati Reds,Pittsburgh Pirates,5,2,671096,Andrew Abbott,571760,Andrew Heaney,1,2602
2025-04-12,778351,Houston Astros,Los Angeles Angels,1,4,687473,Ryan Gusto,542881,Tyler Anderson,1,2392
2025-04-12,778350,Arizona Diamondbacks,Milwaukee Brewers,5,4,669203,Corbin Burnes,694477,Chad Patrick,1,15
2025-04-12,778352,San Diego Padres,Colorado Rockies,2,0,606996,Kyle Hart,801403,Chase Dollander,1,2680
2025-04-12,778345,Los Angeles Dodgers,Chicago Cubs,0,16,808963,Roki Sasaki,676962,Ben Brown,1,22
2025-04-12,778341,Seattle Mariners,Texas Rangers,9,2,693433,Bryan Woo,677958,Kumar Rocker,1,680
2025-04-13,778344,Baltimore Orioles,Toronto Blue Jays,6,7,700249,Cade Povich,621244,José Berríos,1,2
2025-04-13,778339,New York Yankees,San Francisco Giants,4,5,607074,Carlos Rodón,657277,Logan Webb,1,3313
2025-04-13,778342,Cleveland Guardians,Kansas City Royals,2,4,594902,Ben Lively,666142,Cole Ragans,1,5
2025-04-13,778343,Cincinnati Reds,Pittsburgh Pirates,4,0,668881,Hunter Greene,669387,Carmen Mlodzinski,1,2602
2025-04-13,778340,Tampa Bay Rays,Atlanta Braves,8,3,671212,Joe Boyle,519242,Chris Sale,1,2523
2025-04-13,778337,Miami Marlins,Washington Nationals,11,4,615698,Cal Quantrill,669022,MacKenzie Gore,1,4169
2025-04-13,778329,Houston Astros,Los Angeles Angels,7,3,669713,Hayden Wesneski,543294,Kyle Hendricks,1,2392
2025-04-13,778335,Minnesota Twins,Detroit Tigers,5,1,680573,Simeon Woods Richardson,663554,Casey Mize,1,3312
2025-04-13,778338,Chicago White Sox,Boston Red Sox,1,3,681343,Shane Smith,676979,Garrett Crochet,1,4
2025-04-13,778336,St. Louis Cardinals,Philadelphia Phillies,7,0,669461,Matthew Liberatore,554430,Zack Wheeler,1,2889
2025-04-13,778333,Athletics,New York Mets,0,8,622663,Luis Severino,673540,Kodai Senga,1,2529
2025-04-13,778330,San Diego Padres,Colorado Rockies,6,0,650633,Michael King,607536,Kyle Freeland,1,2680
